NTD ID,Legacy NTD ID,Agency Name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
7R02-70245,7R02-055,Community Senior Service Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,815 6th Street,,,Osawatomie,KS,66064,,7,,,164393498,,,,,,,,,3,,3,,
7R02-70248,7R02-022,Lyon County Area Transportation,LCAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,430 Commercial,,,Emporia,KS,66801,,7,http://www.LyonCounty.org,,86815388,,,,,,,,,7,,7,,
7R02-70250,7R02-020,Clay County Task Force,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,133 W 8th Street,,112,Clay Center,KS,67432,,7,,,47542399,,,,,,,,,1,,1,,
7R02-70255,7R02-032,"Solomon Valley Transportation, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,422 West 8th Street,,412,Beloit,KS,67420,,7,https://www.facebook.com/solvaltrans,,78393722,,,,,,,,,5,,5,2,0
7R02-70259,7R02-082,Futures Unlimited,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2410 North A Street,,,Wellington,KS,67152,,7,www.futures-unlimited.org,,91435370,,,,,,,,,6,,6,,
7R02-70266,7R02-081,City of Kingman,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,324 North Main,,,Kingman,KS,67068,,7,http://www.cityofkingman.com/transport.html,,29314218,,,,,,,,,2,,2,,
7R02-70267,7R02-120,Project Concern,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,504 Kansas Avenue,,,Atchinson,KS,66002,,7,https://www.facebook.com/atchisonprojectconcern,,155957459,,,,,,,,,2,,2,,
7R02-70268,7R02-052,Gove County Medical Center,GCMC,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,520 W 5th Street,,129,Quinter,KS,67752,,7,http://www.govecountymedicalcenter.org/,,97703219,,,,,,,,,2,,2,,
7R02-77076,,Rawlins County ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,"607 Main Street, #C",,,Atwood,KS,67730,,7,https://sites.google.com/a/rawlinscounty.org/rawlins-county-courthouse/,,141704978,,,,,,,,,2,,2,,
7R02-77079,,Northeast Kansas Area Agency on Aging,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1803 Oregon Street,,,Hiawatha,KS,66434,,7,http://www.nekaaa.org,,964870120,,,,,,,,,3,,3,,
7R02-77082,,Cheyenne County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,212 E Washington,,,St. Francis,KS,67756,,7,www.cncoks.us,,114868222,,,,,,,,,1,,1,,
7R02-77083,,"Multi Community Diversified Services, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R02,Kansas Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,2107 Industrial Drive,,,McPherson,KS,67460,,7,,,87414991,,,,,,,,,5,,5,,
7R03,7R03,Missouri Department of Transportation,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
7R03-50274,5R06-066,Jefferson Bus Lines,,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,2100 E. 26th Street,,,Minneapolis,MN,55404,,5,http://www.jeffersonlines.com,,796370567,"2,975","2,849,712",,,,,,,,,,,
7R03-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,350 N St. Paul Street,,,Dallas,TX,75201,,6,http://www.greyhound.com,,825063233,,,,,,,,,,,,,
7R03-70063,7R03-007,"Dunklin County Transit Service, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,610 North Douglas,,293,Malden,MO,63863,,7,http://www.dctsmalden.com,,175615301,,,,,,,,,15,,15,,
7R03-70067,7R03-001,City of Bloomfield,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,P. O. Box 350,,,Bloomfield,MO,63825,,7,http://www.cityofbloomfield.net/transit.html,,47804349,,,,,,,,,2,,2,,
7R03-70085,7R03-005,City of Mount Vernon,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,319 East Dallas Street,,70,Mt. Vernon,MO,65712,,7,http://www.mtvernon-cityhall.org,,12114492,,,,,,,,,3,,3,,
7R03-70090,7R03-020,"Stoddard County Transit Services, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1010 Wildwood Drive,,,Dexter,MO,63841,,7,http://www.stoddardcountytransit.weebly.com/,,150200616,,,,,,,,,10,,10,,
7R03-70091,7R03-029,"Southeast Missouri Transportation, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,350 N St. Paul Street,,,Dallas,TX,75201,,7,http://www.ridesmts.org/,,66914169,,,,,,,,,146,,146,,
7R03-70099,7R03-008,Licking Bridge Builders Senior Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,116 Green Street,,32,Licking ,MO,65542,,7,http://www.lickingbb.com/page12.php,,16699881,,,,,,,,,2,,2,,
7R03-70106,7R03-024,"Ray County Transportation, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,P. O. Box 382,213 Valley Drive,382,Richmond,MO,64085,1393,7,http://directtransit.org/,,960770758,,,,,,,,,19,,19,,
7R03-70114,7R03-010,"Ripley County Transit, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,P. O. Box 541,,,Doniphan,MO,63935,,7,http://www.ripleycountymissouri.org/transportation.php,,122712081,,,,,,,,,14,,14,,
7R03-70116,7R03-037,Burlington Stage Lines,Burlington Trailways,,Active,Rural Reporter,Rural,Private-For-Profit Corporation,7R03,Missouri Department of Transportation,Intercity Bus,6/30/2017,10/31/2017,P. O. Box 531,,,West Burlington,IA,52655,531,7,http://burlingtontrailways.com/,,132380288,,,,,,,,,,,,,
7R03-70133,7R03-017,"OATS, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,"2501 Maguire Blvd., #101",,,Columbia,MO,65201,8252,7,http://www.oatstransit.org/,,20361762,,,,,,,,,715,,715,,
7R03-70134,7R03-016,City of Nevada,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,110 South Ash Steet,,,Nevada,MO,64772,,7,Http://nevadamo.org,,92853381,,,,,,,,,1,,1,,
7R03-70140,7R03-009,"Mississippi County Transit System, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,P. O. Box 193,"274 S. Clay Morgan, Industrial Park",193,East Prairie,MO,63845,1123,7,,,152622239,,,,,,,,,6,,6,,
7R03-70147,7R03-030,City of New Madrid,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,560 Mott Street,,96,New Madrid,MO,63869,96,7,http://www.new-madrid.mo.us/Index.aspx?NID=153,,49419047,,,,,,,,,2,,2,,
7R03-70152,7R03-002,City of Carthage,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,326 Grant Street,,,Carthage,MO,64836,,7,http://carthagemo.gov/index.asp?Type=B_BASIC&SEC={784B2846-847F-4A3D-B3CF-FCC265368492},,46598512,,,,,,,,,2,,2,,
7R03-70155,7R03-006,City of West Plains,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1910 Holiday Lane,,,West Plains,MO,65775,,7,http://www.westplains.net/transitbusroutes.php,,124721424,"3,253","467,570",,,,,,,4,,4,,
7R03-70162,7R03-027,City of Excelsior Springs,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,201 East Broadway,,,Excelsior Springs,MO,64024,,7,http://www.cityofesmo.com/transportation.html,,7168404,,,,,,,,,2,,2,,
7R03-70165,7R03-003,City of Houston,Houston Shuttle,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,601 South Grand Avenue,,,Houston,MO,65483,1532,7,http://www.houstonmo.org/,,53453569,,,,,,,,,2,,2,,
7R03-70168,7R03-018,"Scott County Transit System, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,105 East Center,,,Sikeston,MO,63801,,7,https://scottcountytransitsystem.weebly.com/,,167034107,,,,,,,,,7,,7,,
7R03-70177,7R03-013,City of El Dorado Springs,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,135 West Spring Street,,,El Dorado Springs,MO,64744,,7,http://www.eldoradotransit.com/riderguide.html,,47493895,,,,,,,,,2,,2,,
7R03-70189,7R03-012,City of Clinton,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,105 East Ohio Street,,,Clinton,MO,64735,,7,http://www.ci.clinton.ia.us/html/MTA_busschd.html,,3422540,,,,,,,,,4,,4,,
7R03-70211,7R03-004,City of Lamar,T.A.T.S.,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1106 Broadway,,,Lamar,MO,64759,,7,http://www.cityoflamar.org/index.php?option=com_content&view=article&id=57&Itemid=204,,39413901,,,,,,,,,3,,3,,
7R03-70249,7R03-011,"Franklin County Transportation Council, Inc.",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,519 B East Independence,,19,Union,MO,63084,,7,http://www.oatstransit.org/#!east-region/cida,,796111854,,,,,,,,,18,,18,,
7R03-70257,7R03-014,Macon Area Chamber of Commerce,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,1407 North Missouri Street,,,Macon,MO,63552,,7,,,834178352,,,,,,,,,1,,1,,
7R03-70263,7R03-019,"SERVE, Inc.","SERVE CALTRAN, Inc.",,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R03,Missouri Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,4901 County Road 304,,,Fulton,MO,65251,,7,http://www.serveinc.net/services/caltran/,,169788528,,,,,,,,,11,,11,,
7R04,7R04,Nebraska Department of Transportation,,,,State Reporter,Rural,,,,,6/30/2017,10/31/2017,,,,,,,,,,,,,,,,,,,,,,,,
7R04-70058,7R04-054,Sheridan County Public Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Sheridan County Public Transit,270 Pine St,,Chadron,NE,69337,,7,http://www.ncap.info/scpts/scpts.php,,168890309,,,,,,,,,2,,2,,
7R04-70069,7R04-012,Schuyler ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of Schuyler Public Transportation,1103 B St,,Schuyler,NE,68661,,7,,0,25454513,19,"22,322",,,,,,,1,,1,,
7R04-70073,7R04-011,Midland Area Agency ,,,Active,Rural Reporter,Rural,Area Agency on Aging,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Midland Area Agency on Aging,2727 W 2nd St   Ste 440,,Hastings,NE,68901,,7,http://www.midlandareaagencyonaging.org,0,168561264,,,,,,,,,6,,6,,
7R04-70074,7R04-010,City Of Sidney ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Sidney Public Transportation,,79,Sidney,NE,69162,,7,http://www.cityofsidney.org/index.aspx?nid=251,0,82537952,35,"76,000",,,,,,,4,,4,,
7R04-70076,7R04-023,Blue River AAA,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Blue River AAAA,1901 Court St,,Beatrice,NE,68310,,7,http://www.braaa.org/transportation/,0,168559920,,,,,,,,,19,,19,,
7R04-70079,7R04-025,Grant County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Grant County Public Transportation,,139,Hyannis,NE,69350,,7,,0,159235282,903,"195,413",,,,,,,1,,1,,
7R04-70081,7R04-005,Mid-Nebraska Community Action,RYDE,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Community Action Partnership of Mid-Nebraska,,2288,Kearney,NE,68848,2288,7,http://communityactionmidne.com/,0,68662444,,,,,,,,,36,,36,,
7R04-70095,7R04-042,Fullerton Area Senior Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Fullerton Area Senior center,,632,Fullerton,NE,68638,,7,,0,90940065,,,,,,,,,3,,3,,
7R04-70098,7R04-059,Guide Rock,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Village Clerk of Guide Rock,,41,Guide Rock,NE,68942,,7,,0,148103372,,,,,,,,,2,,2,,
7R04-70100,7R04-029,Hitch & Hay Public Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Stratton Industrial Commission,,81,Stratton,NE,69043,,7,,0,45832305,,,,,,,,,3,,3,,
7R04-70107,7R04-004,Box Butte Co,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Box Butte County Public Transportation,,825,Alliance,NE,69301,,7,http://www.cityofalliance.net/index.aspx?nid=325,0,87067831,,,,,,,,,6,,6,,
7R04-70110,7R04-017,Chappell Senior Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Chappell Senior Center,,241,Chappell,NE,69129,,7,http://www.chappellne.org/info.htm,0,136140949,,,,,,,,,5,,5,,
7R04-70112,7R04-048,Southeast Nebraska Community Action Partnership,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Richardson County Transit,,646,Humboldt,NE,68376,,7,http://www.senca.org/index.php,,22701825,,,,,,,,,3,,3,,
7R04-70113,7R04-024,Commmunity Memorial Health Center Burwell,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Burwell Public Transportation,295 N 8th,,Burwell,NE,68823,340,7,http://www.cmhcburwell.com/transportation,0,44375269,,,,,,,,,4,,4,,
7R04-70119,7R04-013,City of Broken Bow,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Broken Bow Public Transportation,,504,Broken Bow,NE,68822,,7,http://www.cityofbrokenbow.org/handi-bus,0,94683273,,,,,,,,,1,,1,,
7R04-70121,7R04-007,Butler County Senior Service Program,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Butler County Public Transportation,592 D St,,David City,NE,68632,,7,http://www.co.butler.ne.us/webpages/services/senior_services.html,0,627788391,,,,,,,,,4,,4,,
7R04-70124,7R04-006,Oakland Heights,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Oakland Public Transportation,207 S Engdahl Ave,,Oakland,NE,68045,,7,,0,132466905,,,,,,,,,3,,3,,
7R04-70125,7R04-003,City of Neligh ,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of Neligh Public Transportation,,87,Neligh,NE,68756,87,7,http://www.neligh.org/city-hall/dial-a-ride/,0,143416696,,,,,,,,,2,,2,,
7R04-70126,7R04-044,Perkins County Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Perkins County Public Transit,,314,Grant,NE,69140,,7,http://www.perkinscountyseniorcenter.com/index.php,0,48614127,,,,,,,,,3,,3,,
7R04-70127,7R04-034,Ogallala Transit System,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Ogallala Public Transportation,411 East 2nd St,,Ogallala,NE,69153,,7,http://www.ogallala-ne.gov/city_services/public_transit/index.php,0,72912025,,,,,,,,,4,,4,,
7R04-70128,7R04-009,Chase County,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Chase County Public Transportation,,1299,Imperial,NE,69033,,7,,0,18911693,,,,,,,,,5,,5,,
7R04-70130,7R04-056,Valley County Hospital,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Valley County Public Transportation,2707 L Street,,Ord,NE,68862,1275,7,http://www.valleycountyhealthsystem.org/community-services/transportation,0,805096823,,,,,,,,,4,,4,,
7R04-70143,7R04-032,Hooker Co,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Hooker County Public Transportation,,184,Mullen,NE,69152,,7,,0,116068417,,,,,,,,,3,,3,,
7R04-70148,7R04-050,Saline County Area Transit,SCAT,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Saline County Area Transit,,412,Western,NE,68464,,7,http://www.salinecat.com/,0,16701943,,,,,,,,,6,,6,,
7R04-70153,7R04-038,City of North Platte,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,North Platte Public Transit,1300 s McDonald Rd,,North Platte,NE,69101,,7,http://www.ci.north-platte.ne.us/transportation/,0,72890718,,,,,,,,,10,,10,,
7R04-70156,7R04-039,Community Concern ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Norfolk Public Transportation,,302,Norfolk,NE,68702,,7,,0,153465463,,,,,,,,,6,,6,,
7R04-70159,7R04-058,Webster County Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Webster County Public Transit,432 N Elm St,,Red Cloud,NE,68970,,7,,0,116345716,,,,,,,,,8,,8,,
7R04-70160,7R04-018,Eastern Nebraska ,,,Active,Rural Reporter,Rural,Area Agency on Aging,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Eastern Nebraska Office on Aging,4223 Center,,Omaha,NE,68105,,7,http://www.enoa.org/,0,70122635,,,,,,,,,15,,15,,
7R04-70164,7R04-037,Lancaster Co Rural Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Lancaster county Rural Transit,233 S 10th St   #101,,Lincoln,NE,68508,,7,http://lincoln.ne.gov/city/mayor/aging/pdf/rurtran,0,68676535,,,,,,,,,3,,3,,
7R04-70181,7R04-033,City Of Tecumseh,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of Tecumseh,122 S 4th,,Tecumseh,NE,68450,,7,http://www.tecumsehne.com/public-transit.html,0,53406120,,,,,,,,,1,,1,,
7R04-70182,7R04-045,Phelps County Senior Citizen,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Phelps County Public Transit,,587,Holdrege,NE,68949,,7,http://www.justtheplacenebraska.com/life/seniors.a,0,49340433,,,,,,,,,4,,4,,
7R04-70183,7R04-052,Scotts Bluff Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Scotts Bluff County Public Transit,1825 10th St,,Gering,NE,69341,,7,https://nrrs.ne.gov/resources/display.php?display_resid=1594355,0,94682416,,,,,,,,,9,,9,,
7R04-70192,7R04-055,Loup City,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City Clerk of Loup City,,250,Loup City,NE,68853,,7,,0,53398418,,,,,,,,,1,,1,,
7R04-70193,7R04-063,City of Plainview Handivan,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,,,757,Plainview,NE,68769,,7,,0,68666585,,,,,,,,,1,,1,,
7R04-70194,7R04-022,Cambridge Memorial Hospital,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Cambridge Memorial Hospital,,488,Cambridge,NE,69022,,7,http://www.trivalleyhealth.com/PublicTransportation.aspx,0,188653208,,,,,,,,,2,,2,,
7R04-70198,7R04-028,Harlan Co. Public Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Harlan County Public Transit,,1023,Alma,NE,68920,,7,,0,68673326,,,,,,,,,2,,2,,
7R04-70200,7R04-035,Kimball/Banner Extension Service,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Kimball County Public Transportation,209 E 3rd,,Kimball,NE,69145,,7,http://www.co.kimball.ne.us/content/shuttle,0,82532672,,,,,,,,,2,,2,,
7R04-70202,7R04-002,Wolf Memorial Good Samaritan Center,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Wolf Memorial Good Samaritan Center,,271,Albion,NE,68620,,7,,0,17117821,,,,,,,,,2,,2,,
7R04-70203,7R04-041,Morrill County Handi Bus,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Morrill County Public Transportation,,776,Bridgeport,NE,69336,,7,http://www.morrillcounty.ne.gov/handibus.html,0,168890291,,,,,,,,,3,,3,,
7R04-70205,7R04-021,Fillmore County,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Fillmore County Public Transportation,1120 F St,,Geneva,NE,68361,,7,http://bvca.net/How_We_Help/ProgramsServices/FCRT.aspx,0,94227068,,,,,,,,,4,,4,,
7R04-70212,7R04-008,Cedar County Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Cedar County Public Transportation,56893 889 Rd,,Wynot,NE,68792,,7,,0,610797834,,,,,,,,,5,,5,,
7R04-70214,7R04-046,City of Columbus Transit,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,City of Columbus Transit,,1677,Columbus,NE,68602,1677,7,http://www.columbusne.us/index.aspx?NID=125,0,50273192,,,,,,,,,5,,5,,
7R04-70216,7R04-036,Avera Creighton Hospital,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Avera Creighton Hospital,1503 Main Street,186,Creighton,NE,68729,,7,http://www.avera.org/creighton/services/,0,55221865,,,,,,,,,5,,5,,
7R04-70220,7R04-031,Avera St.Anthony's Hospital,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,7R04,Nebraska Department of Transportation,Rural General Public Transit,6/30/2017,10/31/2017,Avera St Anthony Hospital,,270,O Neill,NE,68763,,7,http://www.avera.org/st-anthonys/services/transportation/,0,20176871,,,,,,,,,7,,7,,
