Trs_Id,Agency_Type_Desc,Institution_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Waiver_9_Req_Fl,Non_Uza_Served_Fl,Veh_Operated_Comment,Institutional_Structure_Desc,other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,operate_fgw_mbdo_fl,operate_fgw_mbpt_fl,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
9029,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,Omnitrans,1700 West Fifth Street,,San Bernardino,CA,92411,,www.omnitrans.org,1681,OMNI,480,1505907,N,,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9030,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,North San Diego County Transit District,810 Mission Avenue,,Oceanside,CA,92054,2825,www.gonctd.com,1690,NCTD,403,841914,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9031,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,Riverside Transit Agency,1825 Third Street,,Riverside,CA,92507,,www.riversidetransit.com,1686,RTA,2725,1498433,N,N,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
9032,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Phoenix Public Transit Department,302 North First Avenue,Suite 900,Phoenix,AZ,85003,1598,www.valleymetro.org/,1683,Valley Metro,515,1438726,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
9033,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Tucson,,,Tucson   ,AZ,85726,7210,www.ci.tucson.az.us,1667,COT,230,532000,N,,,,,27210,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
9034,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Glendale Transit,6322 West Myrtle Avenue,Suite A,Glendale,AZ,85301,,www.glendaleaz.com,,,58,236000,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9035,2. Public agency or authority that contracts for some or all transit service (not a State DOT),8. Other(Describe),,6,30,2005,South Coast Area Transit,,,Oxnard,CA,93032,1146,www.scat.org,1678,SCAT,91,360623,N,,,"Joint Powers Authority (JPA), Board members represent each of the JPA members",,1146,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9036,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Orange County Transportation Authority,550 South Main Street,,Orange,CA,92863,1584,www.octa.net,1682,OCTA,458,2863931,N,,,,,14184,,,Y,Y,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9039,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Culver City Municipal Bus Lines,4343 Duquesne Avenue,,Culver City,CA,90232,2941,www.culvercity.org,1647,CityBus,26,298478,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9041,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Montebello Bus Lines,400 South Taylor Avenue,,Montebello,CA,90640,,www.cityofmontebello.com,1657,MBL,39,285212,N,,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
9042,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Gardena Transportation Department,1700 West 162nd Street,,Gardena,CA,90247,3778,www.ci.gardena.ca.us,1640,GMBL,40,287466,N,,,,,,,,Y,Y,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9043,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Commerce Municipal Buslines,2535 Commerce Way,,Commerce,CA,90040,,ci.commerce.ca.us,1650,CBL,10,13033,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9044,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Arcadia Transit,240 West Huntington Drive,,Arcadia,CA,91066,6021,www.ci.arcadia.ca.us,1633,Arcadia Transit,11,53054,N,,,,,60021,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
9045,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Regional Transportation Commission of Southern Nevada,600 South Grand Central Parkway,Suite 350,Las Vegas,NV,89106,4512,www.rtcsouthernnevada.com,1643,RTC,280,1785303,N,N,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9050,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Simi Valley Transit,2929 Tapo Canyon Road,,Simi Valley,CA,93063,2199,www.simivalley.org,1865,SVT,47,121286,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9052,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Corona,400 South Vicentia Avenue,,Corona,CA,92882,,www.CoronaTransit.com,1638,Corona Dial-A-Ride,41,160000,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9054,1. Public agency or authority that directly operates all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,6,30,2005,"San Diego Trolley, Inc.",1255 Imperial Avenue,Suite 900,San Diego,CA,92101,7492,www.sdcommute.com,,,570,2102396,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
9061,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Yuba-Sutter Transit Authority,2100 B Street,,Marysville,CA,95901,,www.yubasuttertransit.com,5058,YSTA,817,119240,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9062,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Monterey-Salinas Transit,One Ryan Ranch Road,,Monterey,CA,93940,5795,www.mst.org,1688,MST,359,352000,N,N,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9078,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Central Contra Costa Transit Authority,2477 Arnold Industrial Way,,Concord,CA,94520,5327,www.cccta.org,2584,County Connection,143,500000,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9079,1. Public agency or authority that directly operates all transit service (not a State DOT),8. Other(Describe),,6,30,2005,SunLine Transit Agency,32-505 Harry Oliver Trail,,Thousand Palms,CA,92276,398,www.sunline.org/,5057,SunLine,1120,311091,N,N,,Joint Powers authority,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9086,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Riverside Special Transportation,3900 Main Street,,Riverside,CA,92522,144,www.riversideca.gov,2003,City of Riverside,80,270000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9087,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Santa Maria Area Transit,110 South Pine Street,Suite 101,Santa Maria,CA,93458,5082,www.ci.santa-maria.ca.us/3075.html,1870,SMAT,34,120097,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9088,2. Public agency or authority that contracts for some or all transit service (not a State DOT),8. Other(Describe),,6,30,2005,Napa County Transportation Planning Agency,707 Randolph Street,Suite 100,Napa,CA,94559,2912,www.napavalleyvine.net,5001,NCTPA,45,131000,N,N,,"NCTPA is a joint powers agency whose board is made up of electeds from its member agencies.  Members are the Cities of Napa, American Canyon, Yountville, St Helena and Calistoga and Napa County.",,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9089,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,6,30,2005,Sonoma County Transit,355 West Robles Avenue,,Santa Rosa,CA,95407,,www.sctransit.com,2765,,390,468450,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9090,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Yolo County Transportation District,350 Industrial Way,,Woodland,CA,95776,,www.yolobus.com,5448,YoloBus,109,528880,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9091,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Visalia - Visalia City Coach,"425 East Oak Avenue, Suite 101",,Visalia,CA,93291,,www.ci.visalia.ca.us,2581,VCC,36,107550,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9092,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Fairfield - Fairfield-Suisun Transit,Fairfield Transportation Center,2000 Cadenasso Drive,Fairfield,CA,94533,,www.ci.fairfield.ca.us,1648,FST,41,119122,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
9093,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Redding Area Bus Authority,777 Cypress Avenue,,Redding,CA,96001,,www.ci.redding.ca.us/raba/rabahome.htm,1629,RABA,100,114462,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9095,2. Public agency or authority that contracts for some or all transit service (not a State DOT),8. Other(Describe),,6,30,2005,San Diego Association of Governments,401 B Street,Suite 800,San Diego,CA,92101,,www.sandag.org,1620,SANDAG,4261,2813833,N,N,,The San Diego Association of Governments (SANDAG) is the Regional Transportation Planning Agency (RTPA) for San Diego County.,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
9119,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Laguna Beach Municipal Transit,505 Forest Avenue,,Laguna Beach,CA,92651,,www.lagunabeachcity.net,,CLB,9,24970,N,N,,,,,,,N,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9121,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Antelope Valley Transit Authority,42210 6th Street West,,Lancaster,CA,93534,,www.avta.com,5564,AVTA,1200,349050,N,N,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
9127,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Chico Area Transit System City of Chico,411 Main Street,,Chico,CA,95927,,www.ci.chico.ca.us,1866,CATS,33,87581,N,,,,,3420,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9132,1. Public agency or authority that directly operates all transit service (not a State DOT),5. Unit of County Government,,6,30,2005,Maricopa County Special Transportation Services,Maricopa County Human Services Department,234 North Central Avenue,Phoenix,AZ,85004,,www.hsd.maricopa.gov,,MCHSD,416,3072149,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9134,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Peninsula Corridor Joint Powers Board,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,www.caltrain.com,5537,PCJPB,425,3690367,N,,,,,3006,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9135,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),2. Independent Agency with an appointed Board of Directors,,6,30,2005,"Sun Cities Area Transit System, Inc.",,,Sun City,AZ,85372,1972,,,SCAT,28,65500,N,,,,,1972,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9136,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,"Regional Public Transportation Authority, dba: Valley Metro",302 North First Avenue,Number 700,Phoenix,AZ,85003,,www.valleymetro.org,,RPTA,413,2061020,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9137,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Surprise Dial-A-Ride Transit System,15832 North Hollyhock Street,,Surprise,AZ,85374,,www.surpriseaz.com,,,74,100000,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9140,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,Peoria Transit,8401 West Monroe Avenue,,Peoria,AZ,85345,,www.peoriaaz.com,,,175,140000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
9142,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,"University of California, Davis",One Shields Avenue,5 South Hall,Davis,CA,95616,8759,www.unitrans.com,2085,Unitrans,19,66698,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
9144,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Livermore / Amador Valley Transit Authority,1362 Rutan Court,Suite 100,Livermore,CA,94551,,www.wheelsbus.com,5296,LAVTA,40,166972,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9146,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2005,Foothill Transit,100 North Barranca Avenue,Suite 100,West Covina,CA,91791,1600,www.foothilltransit.org,5551,,327,1515836,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9147,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Los Angeles Department of Transportation,221 North Figueroa Street,Suite 400,Los Angeles,CA,90012,,www.ladottransit.com,,LADOT,465,8626600,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9148,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Victor Valley Transit Authority,11741 East Santa Fe Avenue,,Hesperia,CA,92345,8305,www.vvta.org/,5538,VVTA,424,200346,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9149,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Lompoc - Lompoc Transit,100 Civic Center Plaza,,Lompoc,CA,93438,8001,www.cityoflompoc.com,1651,COLT,40,55666,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9150,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2005,City of Alameda Ferry Services,c/o: City of Alameda,2263 Santa Clara Avenue,Alameda,CA,94501,,www.ci.alameda.ca.us,,,22,72500,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9151,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Southern California Regional Rail Authority,700 South Flower Street,Suite 2600,Los Angeles,CA,90017,4101,www.metrolinktrains.com,5802,Metrolink,2291,8341002,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9154,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2005,Los Angeles County Metropolitan Transportation Authority,One Gateway Plaza,,Los Angeles,CA,90012,2952,www.metro.net,5566,LACMTA,1224,8493281,N,,,,,,,,Y,Y,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
