5 digit NTDID,4 digit NTDID,Reporter Name,Reporter Acronym,Reporter Status,Reporter Type,Organization Type,Fy End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,Po Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Mi,Service Area Pop,Primary UZA,UZA Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,VOMS
60129,6129,City of Conroe,Conroe,Active,Building Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,300 West Davis Street,Suite 230,Conroe,TX,77301,,,6,http://www.cityofconroe.org/,7111,021489661,53,"56,207",154,"Conroe-The Woodlands, TX","239,938","1,800",133,Y,,,
60130,6130,Alamo Area Council of Governments,Alamo Regional Transit - ART,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",8/31/2014,1/31/2015,8700 Tesoro Dr Suite 700,,San Antonio ,TX,78217,6218,,6,www.aacog.com,,010544658,"11,255","534,945",26,"San Antonio, TX","1,758,210","2,945",597,N,46,,46
60131,6131,San Marcos Urban Transit District,CARTS,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,8/31/2014,1/31/2015,2010 E 6th St,,Austin,TX,78762,,6050,6,http://www.RideCARTS.com/,5473,783733140,27,"52,826",479,"San Marcos, TX","52,826","1,987",27,Y,13,,13
60132,6132,"St. Martin, Iberia, Lafayette Community Action Age",SMILE,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,501 St. John St.,P O Box 3343,Lafayette,LA,70502,,3343,6,http://www.smilecaa.org/,,010390151,148,"73,999",148,"Lafayette, LA","252,720","1,415",179,Y,9,,9
60133,6133,McKinney Avenue Transit Authority,MATA,Active,Full Reporter: Operating,Private-Non-Profit Corporation,12/31/2014,4/30/2015,3153 Oak Grove Avenue,,Dallas,TX,75204,,,6,http://www.mata.org/,,161431168,5,"16,974",6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",Y,3,,3
66270,,Midtown Management District,,Active,Building Reporter,State Government Unit or Department of Transportation,9/30/2014,1/31/2015,410 Pierce Street,Suite 355,Houston,TX,77002,,,6,www.houstonmidtown.com,6227,809514610,,,7,"Houston, TX","4,944,332","2,979","1,660",,,,
66272,,City of Dallas,,Active,Building Reporter,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,1500 Marilla St.,Room 4EN,Dallas,TX,75201,,,6,http://www.dallascityhall.com,,,,,6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",,,,
70001,7001,StarTran,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",8/31/2014,1/31/2015,710 J Street,,Lincoln,NE,68508,,,7,http://www.lincoln.ne.gov/city/pworks/startran/index.htm/,1896,051259786,88,"258,719",145,"Lincoln, NE","258,719","2,924",88,Y,60,10,70
70002,7002,Transit Authority of Omaha,Metro,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,2222 Cuming Street,,Omaha,NE,68102,4392,,7,http://www.ometro.com/,1839,137920450,178,"561,920",58,"Omaha, NE-IA","725,008","2,673",271,Y,134,,134
70003,7003,City Utilities of Springfield ,CU Transit,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,Transit Services,1505 North Boonville Avenue,Springfield,MO,65803,,,7,http://www.cityutilities.net/transit/transit.htm/,1828,013120931,93,"175,803",138,"Springfield, MO","273,724","1,924",142,Y,25,,25
70005,7005,Kansas City Area Transportation Authority,KCATA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1200 East 18th Street,,Kansas City,MO,64108,,,7,http://www.kcata.org/,1827,073046773,332,"748,415",31,"Kansas City, MO-KS","1,519,417","2,242",678,Y,223,79,302
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",METRO,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,707 North First Street,,St. Louis,MO,63102,,,7,http://www.metrostlouis.org/,1830,006490569,558,"1,540,000",20,"St. Louis, MO-IL","2,150,706","2,329",924,Y,469,,469
70007,7007,Bettendorf Transit System,BT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1609 State Street,,Bettendorf,IA,52722,,,7,http://www.bettendorf.org/department/?fDD=22-0/,1818,078098613,22,"35,716",134,"Davenport, IA-IL","280,051","2,026",138,Y,5,7,12
70008,7008,Cedar Rapids Transit,CRT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,427 8th St NW,,Cedar Rapids,IA,52405,3801,,7,http://www.cedar-rapids.org/transit/,1820,155786874,78,"158,890",193,"Cedar Rapids, IA","177,844","2,131",83,Y,22,8,30
70009,7009,Davenport Public Transit,CITIBUS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,226 West Fourth Street,,Davenport,IA,52801,,,7,http://www.cityofdavenportiowa.com/,1822,020156857,26,"99,685",134,"Davenport, IA-IL","280,051","2,026",138,Y,18,,18
70010,7010,Des Moines Area Regional Transit Authority,DART,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1100 DART Way,,Des Moines,IA,50309,4530,,7,http://www.ridedart.com/,1831,078072675,163,"374,910",85,"Des Moines, IA","450,070","2,244",201,Y,222,2,224
70011,7011,City of Dubuque,The Jule,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2401 Central Avenue,,Dubuque,IA,52001,3302,,7,http://www.cityofdubuque.org/,1832,093105302,26,"58,000",409,"Dubuque, IA-IL","67,818","2,007",34,Y,25,,25
70012,7012,Sioux City Transit System,SCTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,509 Nebraska Street,,Sioux City,IA,51102,0447,447,7,http://www.sioux-city.org/transit/,1836,161922174,54,"106,494",292,"Sioux City, IA-NE-SD","106,494","1,959",54,Y,21,7,28
70013,7013,Metropolitan Transit Authority of Black Hawk County,MET Transit,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1515 Black Hawk Street,,Waterloo,IA,50702,,,7,http://www.mettransit.org/,1837,062765219,62,"113,418",278,"Waterloo, IA","113,418","1,823",62,Y,27,,27
70014,7014,Topeka Metropolitan Transit Authority,TMTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,201 North Kansas Avenue,,Topeka,KS,66603,3622,,7,http://www.topekametro.org/,1823,067933390,58,"127,473",217,"Topeka, KS","150,003","1,885",80,Y,33,7,40
70015,7015,Wichita Transit,WT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,777 East Waterman,,Wichita,KS,67202,,,7,http://www.wichitatransit.org/,1824,043063460,159,"382,386",83,"Wichita, KS","472,870","2,202",215,Y,57,111,168
70016,7016,City of Columbia,COMO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",9/30/2014,1/31/2015,701 East Broadway,,Columbia,MO,65205,6015,6015,7,http://www.gocolumbiamo.com/PublicWorks/Transportation/,1825,071989024,62,"117,381",255,"Columbia, MO","124,748","2,018",62,Y,37,,37
70018,7018,Iowa City Transit,ICT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,410 East Washington Street,,Iowa City,IA,52240,1825,,7,http://www.icgov.org/,1833,145409996,25,"68,947",290,"Iowa City, IA","106,621","2,339",46,Y,21,,21
70019,7019,University of Iowa,Cambus,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,100 WCTC,,Iowa City,IA,52242,1000,,7,http://www.uiowa.edu/~cambus/,1835,062761671,30,"71,372",290,"Iowa City, IA","106,621","2,339",46,Y,29,,29
70030,7030,Coralville Transit System,CTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1512 7th St.,,Coralville,IA,52241,0127,5127,7,http://www.coralville.org/,1834,080289036,12,"19,219",290,"Iowa City, IA","106,621","2,339",46,Y,7,,7
70032,7032,St. Joseph Transit,The Ride,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,10/31/2014,702 South 5th Street,,St. Joseph,MO,64501,,,7,http://www.stjoetransit.info/,1897,030656144,39,"78,004",354,"St. Joseph, MO-KS","81,176","1,940",42,Y,16,,16
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",The JO,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1701 West 56 Highway,,Olathe,KS,66061,,,7,http://www.thejo.com/,5400,073022857,142,"390,882",31,"Kansas City, MO-KS","1,519,417","2,242",678,Y,,92,92
70040,7040,City of Joplin Metro Area Public,MAPS,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",10/31/2014,4/30/2015,602 S. Main Street,,Joplin,MO,64801,,,7,http://joplinmo.org/,3087,010649846,105,"75,000",347,"Joplin, MO","82,775","1,285",64,Y,9,,9
70041,7041,Ames Transit Agency dba CyRide,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1700 University Blvd.,,Ames,IA,50010,,,7,http://www.cyride.com/,1817,147809784,15,"58,100",445,"Ames, IA","60,438","2,602",23,Y,72,5,77
70043,7043,City of Jefferson,JeffTran,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",10/31/2014,4/30/2015,320 East McCarty Street,,Jefferson City,MO,65101,,,7,http://www.jeffcitymo.org/transit/,6309,048127740,36,"43,330",452,"Jefferson City, MO","58,533","1,464",40,Y,17,,17
70045,7045,Johnson County SEATS,SEATS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,4810 Melrose Ave.,,Iowa City,IA,52246,,,7,http://www.johnson-county.com/dept_seats.aspx?id=581/,,075836403,614,"130,882",290,"Iowa City, IA","106,621","2,339",46,Y,22,,22
70046,7046,City of Independence,IndeBus,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,111 E Maple,,Independence,MO,64050,,,7,http://www.indebusmo.com/,,076259456,78,"116,830",31,"Kansas City, MO-KS","1,519,417","2,242",678,N,,9,9
70047,7047,Unified Government Transit Department,UGT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,5033 State Avenue,,Kansas City,KS,66102,,,7,http://www.wycokck.org/,,010652097,156,"155,085",31,"Kansas City, MO-KS","1,519,417","2,242",678,Y,17,,17
70048,7048,City of Lawrence,,Active,Full Reporter: Operating,Consolidated Reporter,12/31/2014,4/30/2015,933 New Hampshire Street,,Lawrence,KS,66044,,708,7,http://www.lawrencetransit.org/,5757,030692461,30,"87,643",332,"Lawrence, KS","88,053","2,892",30,Y,,54,54
70049,7049,River Bend Transit,RBT,Active,Full Reporter: Operating,Private-Non-Profit Corporation,6/30/2014,1/31/2015,7440 Vine Street CT,,Davenport,IA,52806,,,7,http://www.riverbendtransit.org/,,043280437,"2,172","539,775",134,"Davenport, IA-IL","280,051","2,026",138,Y,39,10,49
70050,7050,Southeast Missouri State University,noacronym,Active,Small Systems Reporter,University,6/30/2014,1/31/2015,One University Plaza,MS 7275,Cape Girardeau,MO,63701,,,7,http://www.semo.edu/dps/transit.htm/,,800913428,5,"11,690",478,"Cape Girardeau, MO-IL","52,900","1,510",35,N,13,,13
70051,7051,Cape Girardeau County Transit Authority,CTA,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,"937 Broadway, Suite 200",,Cape Girardeau,MO,63701,,,7,http://www.cgcta.com/,7229,003834888,579,"75,674",478,"Cape Girardeau, MO-IL","52,900","1,510",35,N,30,,30
70052,7052,Senior Citizen Industries,,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,Hall County Public Transportation,304 E. Third St.,Grand Island,NE,68801,,,7,,,021605345,28,"50,000",496,"Grand Island, NE","50,440","1,793",28,N,10,,10
70053,7053,Flint Hills Area Transportation ,aTa Bus,Active,Small Systems Reporter,Private-Non-Profit Corporation,6/30/2014,1/31/2015,5815 Marlatt Avenue,,Manhattan,KS,66503,8125,,7,http://www.rileycountyks.gov/ATA/,,023970242,"1,888","136,821",469,"Manhattan, KS","54,622","2,637",21,Y,18,,18
70054,7054,Sedgwick County Transportation - Dept. on Aging,SCT,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,2622 W. Central Ave,Suite 500,Wichita,KS,67203,4974,,7,http://www.sedgwickcounty.org/aging,7054,056577166,"1,008","498,365",83,"Wichita, KS","472,870","2,202",215,Y,3,27,30
70055,7055,City of Derby,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,611 Mulberry,Suite 300,Derby,KS,67037,,,7,http://www.derbyweb.com/,,134452486,10,"22,943",83,"Wichita, KS","472,870","2,202",215,Y,1,,1
70056,7056,Butler County Department on Aging,BCDoA,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,2101 Dearborn,Suite 302,Augusta,KS,67010,,,7,http://www.bucoks.com/,,097707004,"1,482","65,827",83,"Wichita, KS","472,870","2,202",215,Y,7,,7
70057,7057,Loop Trolley Transportation Development District,,Active,Building Reporter,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,6138A Delmar Blvd,,St. Louis,MO,63112,,,7,http://www.looptrolley.com,7125,078405687,,,20,"St. Louis, MO-IL","2,150,706","2,329",924,N,,,
80001,8001,Utah Transit Authority,UTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,669 West 200 South,,Salt Lake City,UT,84101,,,8,http://www.rideuta.com/,1167,069816163,737,"1,883,504",42,"Salt Lake City-West Valley City, UT","1,021,243","3,675",278,Y,"1,030",51,"1,081"
80002,8002,Su Tran LLC dba: Sioux Area Metro,SAM,Active,Full Reporter: Operating,Private Provider Reporting on Behalf of a Public Entity,12/31/2014,4/30/2015,500 East Sixth Street,,Sioux Falls,SD,57103,7016,,8,http://www.siouxareametro.org/,1163,078034683,64,"144,000",212,"Sioux Falls, SD","156,777","2,443",64,Y,50,,50
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",MAT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,650 23rd St N,,Fargo,ND,58102,,,8,http://www.matbus.com/,1156,070265871,45,"134,149",194,"Fargo, ND-MN","176,676","2,514",70,Y,,36,36
80004,8004,Billings Metropolitan Transit,Billings MET Transit ,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1705 Monad Road,,Billings,MT,59103,1178,1178,8,http://www.mettransit.com/,1150,801334830,34,"114,773",273,"Billings, MT","114,773","2,167",53,Y,31,,31
80005,8005,Mountain Metropolitan Transit,MMT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1015 Transit Drive,,Colorado Springs,CO,80903,,,8,http://www.springsgov.com/,1137,025951335,257,"527,294",73,"Colorado Springs, CO","559,409","2,978",188,Y,31,120,151
80006,8006,Denver Regional Transportation District,RTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,1600 Blake Street,,Denver,CO,80202,,,8,http://www.rtd-denver.com/,1136,069721371,"2,340","2,876,000",18,"Denver-Aurora, CO","2,374,203","3,554",668,Y,617,799,"1,416"
80007,8007,Pueblo Transit System,PT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,350 Alan Hamel Avenue,,Pueblo,CO,81003,,,8,http://www.pueblo.us/,1140,010620284,39,"108,249",236,"Pueblo, CO","136,550","1,840",74,Y,13,11,24
80008,8008,Cities Area Transit,CAT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015, 867 South 48th Street,,Grand Forks,ND,58206,5200,5200,8,http://www.grandforksgov.com/bus/,1157,071347249,9,"56,534",440,"Grand Forks, ND-MN","61,270","2,507",24,Y,8,10,18
80009,8009,Missoula Urban Transportation District,Mountain Line,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1221 Shakespeare St.,,Missoula,MT,59802,,,8,http://www.mountainline.com/,1149,086705613,70,"70,158",348,"Missoula, MT","82,157","1,818",45,Y,25,,25
80010,8010,City of Greeley - Transit Services,GET,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,1200 A Street,,Greeley,CO,80631,,,8,http://www.GreeleyEvansTransit.com/,1143,112066225,30,"96,539",264,"Greeley, CO","117,825","2,858",41,Y,18,,18
80011,8011,Transfort ,,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,6570 Portner Road,,Fort Collins,CO,80525,,,8,http://www.fcgov.com/transfort/,1138,078362597,54,"143,986",141,"Fort Collins, CO","264,465","2,412",110,Y,38,12,50
80012,8012,Great Falls Transit District,GFTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,3905 North Star Boulevard,,Great Falls,MT,59403,2353,2353,8,http://www.gftransit.com/,1148,028164515,20,"63,000",422,"Great Falls, MT","65,207","2,096",31,Y,19,,19
80013,8013,City of Casper,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,200 N David,,Casper,WY,82601,,,8,http://www.catcbus.com/,1171,155232234,93,"57,561",424,"Casper, WY","64,548","2,127",30,Y,,14,14
80014,8014,Rapid Transit System,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,333 Sixth Street,,Rapid City,SD,57701,,,8,http://www.rapidride.org/,1162,057222119,42,"67,956",352,"Rapid City, SD","81,251","1,923",42,Y,20,,20
80016,8016,Mesa County,GVT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,525 S. 6th Street,Department 5093,Grand Junction,CO,81502,5001,20000,8,http://gvt.mesacounty.us/,1139,014848873,66,"120,000",251,"Grand Junction, CO","128,124","1,626",79,Y,,16,16
80019,8019,Bis-Man Transit Board,CAT,Active,Small Systems Reporter,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,3750 East Rosser Avenue,,Bismarck,ND,58501,,,8,http://www.bismantransit.com/,1155,834410987,137,"94,719",349,"Bismarck, ND","81,955","2,115",39,Y,,28,28
80020,8020,The City of Cheyenne Transit Program,CTP,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,322 West Lincolnway,,Cheyenne,WY,82001,,,8,http://www.cheyennecity.org/index.asp?nid=252/,1169,075758169,18,"59,466",377,"Cheyenne, WY","73,588","2,095",35,Y,14,,14
80025,8025,City of Loveland Transit,COLT,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",12/31/2014,4/30/2015,410 East 5th Street,,Loveland,CO,80537,,,8,http://www.cityofloveland.org/,2768,076481407,30,"60,000",141,"Fort Collins, CO","264,465","2,412",110,Y,5,,5
80026,8026,City of St. George,SunTran,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,175 East 200 North,,St. George,UT,84770,,,8,http://sgcity.org/suntran/,6265,135260045,35,"75,561",305,"St. George, UT","98,370","2,191",45,Y,9,,9
80028,8028,Cache Valley Transit District,CVTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,12/31/2014,4/30/2015,754 West 600 North,,Logan,UT,84321,,,8,http://www.cvtdbus.org/,6697,791328482,33,"95,500",311,"Logan, UT","94,983","2,162",44,Y,22,,22
80106,8106,North Front Range Metropolitan Planning Organization,NFRMPO,Active,Full Reporter: Operating,"MPO, COG or Other Planning Agency",12/31/2014,4/30/2015,419 Canyon Avenue,Suite 300,Fort Collins,CO,80521,,,8,http://www.nfrmpo.org/,6789,195771709,56,"143,986",141,"Fort Collins, CO","264,465","2,412",110,Y,81,,81
80107,8107,The University of Montana - ASUM Transportation,ASUM OT,Active,Full Reporter: Operating,University,6/30/2014,1/31/2015,Campus Drive,,Missoula,MT,59812,,,8,http://umt.edu/transportation/,,010379790,6,"80,000",348,"Missoula, MT","82,157","1,818",45,N,6,,6
80109,8109,"vRide, Inc. - Denver",,Active,Full Reporter: Operating,Private Provider Reporting on Behalf of a Public Entity,12/31/2014,4/30/2015,400 South Colorado Blvd,Suite 240,Denver,CO,80246,,,8,http://www.vride.com/,,098675887,668,"2,803,394",18,"Denver-Aurora, CO","2,374,203","3,554",668,N,110,,110
80110,8110,Fargo Park District/ Valley Senior Services dba Valley Senior Services,,Active,Small Systems Reporter,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,2801 32nd Ave So.,PO Box 2217,Fargo,ND,58108,2217,2217,8,http://valleyseniorservices.org/,,132570615,"10,625","160,434",194,"Fargo, ND-MN","176,676","2,514",70,N,25,5,30
90001,9001,Regional Transportation Commission of Washoe County,RTC,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,2050 Villanova Drive,,Reno,NV,89520,,30002,9,http://www.rtcwashoe.com/,1669,167260892,136,"327,768",94,"Reno, NV-CA","392,141","2,386",164,Y,,165,165
90002,9002,City and County of Honolulu Department of Transportation Services,DTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,650 South King Street,Third Floor,Honolulu,HI,96813,,,9,http://www.thebus.org/,1703,614644565,277,"953,207",54,"Urban Honolulu, HI","802,459","4,716",170,Y,,696,696
90003,9003,San Francisco Bay Area Rapid Transit District,BART,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,300 Lakeside Drive,,Oakland,CA,94604,2688,12688,9,http://www.bart.gov/,1957,047409107,93,"833,762",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,534,,534
90004,9004,Golden Empire Transit District,GET,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1830 Golden State Avenue,,Bakersfield,CA,93301,,,9,http://www.getbus.org/,1695,075302935,98,"486,214",79,"Bakersfield, CA","523,994","3,785",138,Y,81,,81
90006,9006,Santa Cruz Metropolitan Transit District,SCMTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,110 Vernon Street,,Santa Cruz,CA,95060,,,9,http://www.scmtd.com/,1675,092207398,446,"254,538",204,"Santa Cruz, CA","163,703","2,806",58,Y,112,6,118
90007,9007,Modesto Area Express,MAX,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1010 Tenth Street,,Modesto,CA,95354,,642,9,http://www.modestoareaexpress.com/,1656,060125051,59,"253,607",105,"Modesto, CA","358,172","3,898",92,Y,,58,58
90008,9008,Santa Monica's Big Blue Bus,Big Blue Bus ,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1660 Seventh Street ,,Santa Monica,CA,90401,3324,,9,http://www.bigbluebus.com/,1664,833665896,51,"458,506",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,152,5,157
90009,9009,San Mateo County Transit District,SamTrans,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1250 San Carlos Avenue,,San Carlos,CA,94070,1306,3006,9,http://www.samtrans.com/,1671,060139359,97,"737,100",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,192,177,369
90010,9010,Torrance Transit System,TTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,20500 Madrona Avenue,,Torrance,CA,90503,,,9,http://Transit.TorranceCA.Gov/,1666,136190357,103,"606,847",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,48,36,84
90012,9012,San Joaquin Regional Transit District,RTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,PO Box 201010,,Stockton,CA,95201,,201010,9,http://www.sanjoaquinrtd.com/,1665,002250672,"1,426","695,750",102,"Stockton, CA","370,583","4,005",93,Y,47,54,101
90013,9013,Santa Clara Valley Transportation Authority,VTA,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,3331 North First Street,,San Jose,CA,95134,1927,,9,http://www.vta.org/,1674,092202837,346,"1,880,876",29,"San Jose, CA","1,664,496","5,820",286,Y,427,250,677
90014,9014, Alameda-Contra Costa Transit District,AC Transit,Active,Full Reporter: Operating/Building,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1600 Franklin Street,,Oakland,CA,94612,,,9,http://www.actransit.org/,1632,043236231,524,"1,425,275",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,458,200,658
90015,9015,San Francisco Municipal Railway,MUNI,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,1 South Van Ness Ave,8th Floor,San Francisco,CA,94103,5417,,9,http://www.sfmta.com/,1697,956617435,49,"836,620",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,798,712,"1,510"
90016,9016,"Golden Gate Bridge, Highway and Transportation District",GGBHTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,Presidio Station,,San Francisco,CA,94129,0601,9000,9,http://www.goldengate.org/,1701,058417718,160,"869,000",13,"San Francisco-Oakland, CA","3,281,212","6,266",524,Y,165,8,173
90017,9017,City of Santa Rosa,Santa Rosa CityBus,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,100 Santa Rosa Ave Room 6,,Santa Rosa,CA,95402,1678,1678,9,http://ci.santa-rosa.ca.us/,1677,071879464,51,"168,856",123,"Santa Rosa, CA","308,231","3,146",98,Y,22,11,33
90019,9019,Sacramento Regional Transit District,Sacramento RT,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,1400 29th Street,,Sacramento,CA,95812,2110,2110,9,http://www.sacrt.com/,1659,048947139,231,"1,035,779",28,"Sacramento, CA","1,723,634","3,660",471,Y,223,,223
90020,9020,Santa Barbara Metropolitan Transit District,SBMTD,Active,Full Reporter: Operating,Independent Public Agency or Authority of Transit Service,6/30/2014,1/31/2015,550 Olive Street,,Santa Barbara,CA,93101,1610,,9,http://www.sbmtd.gov/,1673,057362535,84,"306,101",184,"Santa Barbara, CA","195,861","3,507",56,Y,87,,87
90022,9022,Norwalk Transit System,NTS,Active,Full Reporter: Operating,"City, County or Local Government Unit or Department of Transportation",6/30/2014,1/31/2015,12700 Norwalk Boulevard,,Norwalk,CA,90650,,,9,http://www.ci.norwalk.ca.us/,1691,075279760,37,"637,365",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,19,7,26
90023,9023,Long Beach Transit,LBT,Active,Full Reporter: Operating,Other Publicly-Owned or Privately Chartered Corporation,6/30/2014,1/31/2015,1963 East Anaheim Street,,Long Beach,CA,90801,0731,,9,http://www.lbtransit.com/,1652,050125194,98,"800,000",2,"Los Angeles-Long Beach-Anaheim, CA","12,150,996","6,999","1,736",Y,185,13,198
