Trs_Id,Agency_Type_Desc,Institution_Type_Desc,Organization_Type_Desc,Fy_Month_Num,Fy_Day_Num,Fy_Year_Num,Company_Nm,Street1_Nm,Street2_Nm,City_Nm,State_Desc,Zip_Cd,Zip_4_Cd,Url_Cd,Ftavc_Cd,Logo_Cd,Service_Area,Service_Area_Population,Waiver_9_Req_Fl,Non_Uza_Served_Fl,Veh_Operated_Comment,Institutional_Structure_Desc,other_Url_Cd,Po_Box,Other_Cap_Use_Comment_Desc,Other_Option_B_Comment_Desc,Voluntary_Reporter_Fl,operate_fgw_mbdo_fl,operate_fgw_mbpt_fl,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
9140,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Peoria Transit,8401 West Monroe Avenue,,Peoria,AZ,85345,,www.peoriaaz.gov,,,175,140000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
9142,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,"University of California, Davis",One Shields Avenue,5 South Hall,Davis,CA,95616,8759,www.unitrans.com,2085,Unitrans,19,66698,N,,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
9144,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Livermore / Amador Valley Transit Authority,1362 Rutan Court,Suite 100,Livermore,CA,94551,,www.wheelsbus.com,5296,LAVTA,40,166972,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9146,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2007,Foothill Transit,100 South Vincent  Avenue,Suite 200,West Covina,CA,91790,2902,www.foothilltransit.org,5551,,327,1515836,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9147,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Los Angeles Department of Transportation,100 S Main St,10th Floor,Los Angeles,CA,90012,,www.ladottransit.com,,LADOT,465,8626600,N,,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
9148,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Victor Valley Transit Authority,11741 East Santa Fe Avenue,,Hesperia,CA,92345,8305,www.vvta.org/,5538,VVTA,424,334988,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9149,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Lompoc - Lompoc Transit,100 Civic Center Plaza,,Lompoc,CA,93438,8001,www.cityoflompoc.com,1651,COLT,40,55666,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9150,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Alameda Ferry Services,c/o: City of Alameda,2263 Santa Clara Avenue,Alameda,CA,94501,,www.ci.alameda.ca.us,,,22,72500,N,,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9151,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Southern California Regional Rail Authority,700 South Flower Street,Suite 2600,Los Angeles,CA,90017,4101,www.metrolinktrains.com,5802,Metrolink,2291,8341002,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9154,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Los Angeles County Metropolitan Transportation Authority,One Gateway Plaza,,Los Angeles,CA,90012,2952,www.metro.net,5566,LACMTA,1224,8493281,N,,,,,,,,Y,Y,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9155,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Vacaville,650 Merchant Street,,Vacaville,CA,95688,,www.cityofvacaville.com,5601,City Coach,27,97000,Y,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9156,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of San Luis Obispo,919 Palm Street,,San Luis Obispo,CA,93401,,www.slocity.org,1670,SLO Transit,12,50305,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9157,6. Other(Describe),1. Independent Agency with an elected Board of Directors,"Access Services, Inc (ASI) is a non-profit organization and operates as a quasi-governmental entity under a State mandate. ",6,30,2007,Access Services Incorporated,"707 Wilshire Boulevard, 9th Floor",,Los Angeles,CA,90017,684,www.asila.org,5830,ASI,1621,11638106,N,,,,,71684,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9159,2. Public agency or authority that contracts for some or all transit service (not a State DOT),8. Other(Describe),,6,30,2007,Western Contra Costa Transit Authority,601 Walter Avenue,,Pinole,CA,94564,,www.westcat.org,5624,WestCAT,20,62000,N,,,"Joint Powers Agreement with cities of Pinole and Hercules, Calfornia and County of Contra Costa",,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9161,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Union City Transit Division,34009 Alvarado-Niles Road,,Union City,CA,94587,,www.ci.union-city.ca.us,5651,UCT,18,70300,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
9162,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Eastern Contra Costa Transit Authority,801 Wilbur Avenue,,Antioch,CA,94509,7500,www.trideltatransit.com,5617,Tri Delta Transit,225,270000,N,N,,,,,,,Y,,Y,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
9163,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Camarillo Area Transit,c/o: City of Camarillo,,Camarillo,CA,93011,248,www.ci.camarillo.ca.us,5579,CAT,20,61000,Y,,,,,248,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9164,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Ventura Intercity Service Transit Authority,950 County Square Drive,Suite 207,Ventura,CA,93003,,www.goventura.org,5579,VISTA,24,127000,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9165,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Thousand Oaks Transit,c/o: City of Thousand Oaks,2100 Thousand Oak Boulevard,Thousand Oaks,CA,91362,,www.ci.thousand-oaks.ca.us,,TOT,55,120975,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
9166,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2007,LACMTA - Small Operators,One Gateway Plaza,,Los Angeles,CA,90012,,www.metro.net,5566,LACMTA,548,3864396,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
9167,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Davis Community Transit,23 Russell Boulevard,,Davis,CA,95616,,www.city.davis.ca.us/pcs/transit/,2085,DCT,11,60308,Y,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9168,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Roseville Transit,401 Vernon Street,,Roseville,CA,95678,,www.roseville.ca.us,5728,,36,104655,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9169,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),7. Private Operator,,12,31,2007,"Phoenix - VPSI, Inc.",4494 W. Peoria Ave. #105,,Glendale,AZ,85302,,www.vpsiinc.com,,,741,2700000,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
9171,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Santa Clarita Transit,28250 Constellation Road,,Santa Clarita,CA,91355,,www.santa-clarita.com,5550,SCT,48,151088,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9172,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Tempe Transportation Planning and Transit Division - dba Valley Metro,20 East 6th Street,,Tempe,AZ,85280,,www.tempe.gov/tim,,TIM - Tempe in Motion,40,160820,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9173,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,6,30,2007,Merced County Transit,880 Thornton Road,,Merced,CA,95340,,www.mercedthebus.com,5731,The Bus,30,120000,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9174,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Benicia,250 East L Street,,Benicia,CA,94510,,www.ci.benicia.ca.us,5772,Benicia Breeze,14,27343,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9175,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Lodi - Transit Division,221 West Pine Street,,Lodi,CA,95241,1910,www.lodi.gov/transit,5578,Grapeline,17,60000,N,,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9176,4. Private transportation provider reporting on behalf of a public agency or authority (not a broker),7. Private Operator,,12,31,2007,"Honolulu - VPSI, Inc.",711 Kapiolani Boulevard,Suite 985,Honolulu,HI,96813,,www.vpsiinc.com,,,139,632603,N,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9180,1. Public agency or authority that directly operates all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Coconino County Transportation Services,2300 South Huffer Lane,,Flagstaff,AZ,86001,,www.naipta.az.gov,5736,Mountain Line/Lift,28,49920,N,N,,,,,,,Y,N,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
9182,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Altamont Commuter Express,949 East Channel Street,,Stockton,CA,95202,,www.acerail.com,5859,ACE,28,4094704,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9186,5. Private transportation broker reporting on behalf of a public agency or authority,7. Private Operator,,6,30,2007,San Francisco Paratransit,68 12th Street,,San Francisco,CA,94103,1297,www.sfparatransit.com,,ATC,47,744041,N,,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
9191,1. Public agency or authority that directly operates all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Town of Oro Valley - Transit Services Division,11000 North La Canada Drive,,Oro Valley,AZ,85737,,www.townoforovalley.com,,Coyote Run,31,29700,Y,N,,,,,,,Y,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
9192,2. Public agency or authority that contracts for some or all transit service (not a State DOT),2. Independent Agency with an appointed Board of Directors,,6,30,2007,Yuma Metropolitan Planning Organization,502 South Orange Avenue,,Yuma,AZ,85364,,ympo.org,5109,YMPO,78,139005,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9193,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Chula Vista Transit,1800 Maxwell Road,,Chula Vista,CA,91911,,www.sdmts.com,,CVT,53,210000,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9194,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Atascadero,Department of Public Works,6907 El Camino Real,Atascadero,CA,93422,,www.atascadero.org,6337,No Acronym,25,26700,Y,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
9195,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,Paso Robles Transit Service,1000 Spring Street,,Paso Robles,CA,93446,,www.prcity.com,6337,PRCATS,17,29000,Y,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
9196,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,6,30,2007,Placer County Department of Public Works,3091 County Center Dr,Suite 220,Auburn,CA,95603,,www.placer.ca.gov,5618,PCDPW,827,311915,N,N,,,,,,,Y,N,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
9197,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Tracy,400 East Tenth Street,,Tracy,CA,95376,,http://www.ci.tracy.ca.us/,6200,TRACER,36,82000,Y,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9198,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Porterville,291 North Main Street,,Porterville,CA,93257,3737,www.ci.porterville.ca.us,6260,C.O.L.T.,28,59961,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9199,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Madera,205 West 4th Street,,Madera,CA,93637,,www.cityofmadera.com,6264,MAX/DAR,12,55780,Y,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
9200,2. Public agency or authority that contracts for some or all transit service (not a State DOT),5. Unit of County Government,,6,30,2007,Kings County Area Public Transit Agency,1340 North Drive,,Hanford,CA,93230,,www.KARTAITS.com,6259,KART,13,74468,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
9201,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Turlock,"156 South Broadway, Suite 150",,Turlock,CA,95380,5454,www.ci.turlock.ca.us,2715,BLAST and DART,15,67867,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
9204,6. Other(Describe),2. Independent Agency with an appointed Board of Directors,"We are a private provider of service, one of the only privately funded transportation systems in the nation.",12,31,2007,Las Vegas Monorail Company,3960 Howard Hughes Parkway,Suite 750,Las Vegas,NV,89169,,www.lvmonorail.com,,LVMC,280,1785303,N,N,,,,,,,N,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9205,2. Public agency or authority that contracts for some or all transit service (not a State DOT),4. Unit of City or Municipal Government,,6,30,2007,City of Elk Grove,10250 Iron Rock Way,Suite 200,Elk Grove,CA,95624,1355,www.e-tran.org,6652,etran,42,130874,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
9206,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2007,San Luis Obispo Regional Transit Authority,1150 Osos Street,Suite 206,San Luis Obispo,CA,93401,,www.slorta.org,,SLORTA,3320,206008,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
9208,2. Public agency or authority that contracts for some or all transit service (not a State DOT),3. Subsidiary Operating Unit of Regional Agency,,6,30,2007,Butte County Association of Governments,2580 Sierra Sunrise Terrace,Suite 100,Chico,CA,95928,,www.bcag.org,1627,BCAG,160,150000,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
9211,2. Public agency or authority that contracts for some or all transit service (not a State DOT),1. Independent Agency with an elected Board of Directors,,6,30,2007,Anaheim Transportation Network,2001 South Manchester Ave.,,Anaheim,CA,92802,,www.rideart.org,,ATN,25,350000,N,N,,,,,,,Y,,N,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
