NTDID,Agency,Abbr,Active,Agency Type,Organization Type,Organization Type Desc,Institutional Structure Desc,Fiscal Year End,NTD Report Due Date,Address,Address Line 2,City,State,Zip,Zip4,P.O. Box,Region,Website,FTA Recipient ID,DUNS Number,Service Area (SQ Mi),Service Area Population,UZA,UZA Name,UZA Population,UZA Density,UZA SQ Mi,SSW,Required to Report,Operates FG/HI MB/DO,Operates FG/HI MB/PT,Operates FG/HI CB/DO,Operates FG/HI CB/PT,Directly Operated Vehicles,Purchased Transportation Vehicles,Total Vehicles of Maximum Service
6101,Denton County Transportation Authority,DCTA,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,1660 S. Stemmons Suite 250,,Lewisville,TX,75067,,,6,www.dcta.net,6464,196704782,157,"234,552",104,"Denton-Lewisville, TX","366,174","2,522",145,N,Y,N,N,N,N,50,32,82
6102,Concho Valley Transit District,CVTD,A,1. Independent public agency or authority for transit service,Authority,,,9/30/2013,1/31/2014,"2801 W Loop 306, Suite A",,San Angelo,TX,76904,,60050,6,www.cvtd.org,6608,784383130,56,"88,128",315,"San Angelo, TX","92,984","1,992",47,N,Y,N,N,N,N,56,0,56
6103,Fort Bend County Public Transportation,Fort Bend Transit,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,12550 Emily Court,Suite 400,Sugar Land,TX,77478,,,6,www.FBCTransit.org,6479,81497075,861,"585,375",7,"Houston, TX","4,944,332","2,979","1,660",N,Y,,N,N,Y,0,37,37
6104,Jonesboro Economical Transportation System,JETS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,PO Box 1845,2630 Lacy Dr.,Jonesboro,AR,72403,1845,1845,6,www.ridejets.com,6507,73540288,39,"51,804",420,"Jonesboro, AR","65,419","1,394",47,Y,Y,N,N,N,N,6,0,6
6105,Intracity Transit,Intracity Transit,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,100 Broadway Terrace,,Hot Springs,AR,71901,5411,,6,www.cityhs.net,1504,135905193,35,"35,193",466,"Hot Springs, AR","55,121","1,227",45,Y,Y,N,N,N,N,5,0,5
6107,"Texoma Area Paratransit System, Inc",TAPS,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,3400 Texoma Parkway,,Sherman,TX,75090,,,6,www.tapsbus.com,6995,788368959,"6,295","804,455",438,"Sherman, TX","61,900","1,723",36,N,Y,N,N,N,N,99,1,100
6108,"Harris County Community Services Department, Office of Transit Services",Harris County Transit,A,"3. City, County or Local government unit or department of",City,,,2/28/2013,10/29/2013,8410 Lantern Point Drive,,Houston,TX,77054,1552,,6,www.harriscountytransit.com,6691,72206378,"1,660","4,944,332",7,"Houston, TX","4,944,332","2,979","1,660",Y,Y,,N,N,N,0,27,27
6109,St. Tammany Parish Government,goSTAT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,21410 Koop Drive,,Mandeville,LA,70471,,628,6,www.stpgov.org/gostat.php,5699,929281053,127,"181,284",318,"Slidell, LA","91,151","1,555",59,Y,Y,,N,N,N,0,10,10
6110,Collin County Committee on Aging,CCART,A,10. Private-non-profit corporation,Non-Profit,,,9/30/2013,1/31/2014,600 North Tennessee,,McKinney,TX,75069,,,6,www.cccoaweb.org,6297,799249672,20,"121,211",198,"McKinney, TX","170,030","2,295",74,Y,Y,N,N,N,N,,,
6111,Rio Metro Regional Transit District,RMRTD,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,809 Copper Avenue NW,,Albuquerque,NM,87102,,,6,www.riometro.org,6989,825882603,915,"929,543",56,"Albuquerque, NM","741,318","2,959",251,N,Y,N,N,N,N,23,69,92
6112,River Parishes Transit Authority,RPTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,,,LaPlace,LA,70069,2444,2444,6,www.rptarolls.org,6651,192877210,143,"98,704",49,"New Orleans, LA","899,703","3,579",251,Y,N,,N,N,N,0,5,5
6113,City of Cleburne,City/County Trans.,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,206 North Border Street,,Cleburne,TX,76033,,,6,www.ci.cleburne.tx.us/cletran.aspx,1588,3858545,725,"153,441",6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",Y,Y,,N,N,N,14,0,14
6114,STAR Transit,STAR,A,"3. City, County or Local government unit or department of",City,,,8/31/2013,1/31/2014,200 South Virginia,,Terrell,TX,75160,,703,6,www.terrelldepot.com/,1588,835751082,908,"184,648",6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",N,Y,N,N,N,N,43,0,43
6115,Public Transit Services,PTS,A,"3. City, County or Local government unit or department of",City,,,8/31/2013,1/31/2014,7611 Highway 180 East,,Mineral Wells,TX,76067,9516,,6,www.publictransitservices.org/home.php,1588,102480498,"1,855","147,568",6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",Y,Y,,N,N,N,26,2,28
6116,Special Programs for Aging Needs,SPAN,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,1800 Malone Street,,Denton,TX,76201,,,6,www.span-transit.org/v2/index.html,1588,88995790,878,"707,304",104,"Denton-Lewisville, TX","366,174","2,522",145,Y,Y,,N,N,N,26,0,26
6117,North Central Texas Council of Governments,NCTCOG,A,"7. MPO, COG or other planning agency (Describe)",MPO,Metropolitan Planning Organization and Council of Governments,Metropolitan Planning Organization,9/30/2013,1/31/2014,616 Six Flags Drive,,Arlington,TX,76011,,5888,6,www.nctcog.org,1588,102462256,,,6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",N,N,N,N,,,,0,
6118,City of Edmond,Citylink,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,10 South Littler Avenue,,Edmond,OK,73083,2970,2970,6,www.edmondok.com,,145689829,90,"81,405",51,"Oklahoma City, OK","861,505","2,098",411,Y,Y,,N,N,N,0,7,7
6119,Harris County Improvement District 1 a.k.a. Uptown-Houston,HCID1,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1980 Post Oak Boulevard,Suite 1580,Houston,TX,77056,,,6,www.uptown-houston.com,6777,804712628,,,7,"Houston, TX","4,944,332","2,979","1,660",N,N,N,N,,,,0,
6120,Westchase District,westchase district,A,4. State government unit or department of,State Government,,,12/31/2013,4/29/2014,10375 Richmond Avenue,Suite 1175,Houston,TX,77042,4163,,6,www.westchasedistrict.com,7012,930676622,,,7,"Houston, TX","4,944,332","2,979","1,660",N,N,N,N,,,,0,
6121,Greater Southeast Management District,GSMD,A,4. State government unit or department of,State Government,,,12/31/2013,4/29/2014,5445 Almeda Road,Suite 503,Houston,TX,77004,,,6,www.greatersoutheastonline.com,6616,809098911,,,7,"Houston, TX","4,944,332","2,979","1,660",N,N,N,N,,,,0,
6122,South Central Planning and Development Commission,SCPDC,A,"7. MPO, COG or other planning agency (Describe)",MPO,,,6/30/2013,10/29/2013,5058 West Main Street,,Houma,LA,70360,4900,,6,WWW.SCPDC.ORG,2965,87028361,,,226,"Houma, LA","144,875","1,585",91,N,N,N,N,,,,,
6124,"vRide, Inc. - El Paso",,A,11. Private provider reporting on behalf of a public entity,Contractor,,,12/31/2013,4/29/2014,4050 Rio Bravo Drive,Suite 121,El Paso,TX,79902,,,6,www.vride.com,,98675887,"1,051","820,790",53,"El Paso, TX-NM","803,086","3,205",251,N,N,,N,N,N,76,0,76
6125,City of Round Rock,CoRR,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,221 East Main Street,,Round Rock,TX,78664,,,6,www.roundrocktexas.gov/demandresponse,6631,102740792,67,"151,133",37,"Austin, TX","1,362,416","2,605",523,Y,N,,N,N,N,0,5,5
6126,Harris County Improvement District Number 3,UKMD,A,4. State government unit or department of,State Government,,,10/31/2013,4/29/2014,3015 Richmond,Suite 250,Hudson,TX,77098,,,6,www.upperkirbydistrict.org,6171,829644322,,,7,"Houston, TX","4,944,332","2,979","1,660",N,N,N,N,N,N,,0,
6127,Plaquemines Parish Government,PPG,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,8056 Hwy 23,Suite 200,Belle Chasse,LA,70037,2402,,6,www.plaqueminesparish.com,5836,72625080,4,"23,628",49,"New Orleans, LA","899,703","3,579",251,N,Y,,N,N,N,3,0,3
6128,Regional Planning Commission,RPC,A,"7. MPO, COG or other planning agency (Describe)",MPO,MPO for the New Orleans UZA,,9/30/2013,1/31/2014,10 Veterans Blvd,,New Orleans,LA,70124,,,6,www.norpc.org,1577,69305308,,,49,"New Orleans, LA","899,703","3,579",251,N,N,N,N,N,N,,,
6129,City of Conroe,Conroe,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,300 West Davis Street,Suite 230,Conroe,TX,77301,,,6,http://www.cityofconroe.org/,7111,21489661,53,"56,207",154,"Conroe-The Woodlands, TX","239,938","1,800",133,N,Y,,N,N,N,0,0,0
6131,San Marcos Urban Transit District,CARTS,A,1. Independent public agency or authority for transit service,Authority,,,8/30/2013,1/31/2014,2010 E 6th St,,Austin,TX,78762,,6050,6,www.RideCARTS.com,5473,783733140,27,"52,826",479,"San Marcos, TX","52,826","1,987",27,Y,Y,N,N,N,N,14,0,14
6132,"St. Martin, Iberia, Lafayette Community Action Age",SMILE,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,501 St. John St.,P O Box 3343,Lafayette,LA,70502,,3343,6,www.smilecaa.org,,10390151,"1,031","73,999",148,"Lafayette, LA","252,720","1,415",179,Y,Y,,N,N,N,9,0,9
6133,McKinney Avenue Transit Authority,MATA,A,10. Private-non-profit corporation,Non-Profit,,,12/31/2013,4/29/2014,3153 Oak Grove Avenue,,Dallas,TX,75204,,,6,http://www.mata.org/,,161431168,5,"17,095",6,"Dallas-Fort Worth-Arlington, TX","5,121,892","2,879","1,779",N,Y,,,N,N,3,0,3
7001,StarTran,,A,"3. City, County or Local government unit or department of",City,,,8/31/2013,1/31/2014,710 J Street,,Lincoln,NE,68508,,,7,www.lincoln.ne.gov/city/pworks/startran/index.htm,1896,51259786,88,"258,719",145,"Lincoln, NE","258,719","2,924",88,N,Y,N,N,N,N,60,10,70
7002,Transit Authority of Omaha,Metro,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,2222 Cuming Street,,Omaha,NE,68102,4392,,7,www.ometro.com,1839,137920450,178,"561,920",58,"Omaha, NE-IA","725,008","2,673",271,N,Y,N,N,N,N,137,0,137
7003,City Utilities of Springfield ,CU Transit,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,Transit Services,1505 North Boonville Avenue,Springfield,MO,65803,,,7,www.cityutilities.net/transit/transit.htm ,1828,13120931,78,"166,451",138,"Springfield, MO","273,724","1,924",142,N,Y,N,N,N,N,25,0,25
7005,Kansas City Area Transportation Authority,KCATA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1200 East 18th Street,,Kansas City,MO,64108,,,7,www.kcata.org,1827,73046773,332,"748,415",31,"Kansas City, MO-KS","1,519,417","2,242",678,N,Y,Y,N,N,N,232,72,304
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",METRO,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,707 North First Street,,St. Louis,MO,63102,,,7,www.metrostlouis.org,1830,6490569,558,"1,540,000",20,"St. Louis, MO-IL","2,150,706","2,329",924,N,Y,N,N,N,N,467,0,467
7007,Bettendorf Transit System,BT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1609 State Street,,Bettendorf,IA,52722,,,7,www.bettendorf.org/department/?fDD=22-0,1818,78098613,22,"35,716",134,"Davenport, IA-IL","280,051","2,026",138,Y,Y,N,N,N,N,9,4,13
7008,Cedar Rapids Transit,CRT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,427 8th St NW,,Cedar Rapids,IA,52405,3801,,7,www.cedar-rapids.org/transit/,1820,155786874,22,"97,716",193,"Cedar Rapids, IA","177,844","2,131",83,N,Y,N,N,N,N,22,10,32
7009,Davenport Public Transit,CITIBUS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,226 West Fourth Street,,Davenport,IA,52801,,,7,www.cityofdavenportiowa.com,1822,20156857,26,"99,685",134,"Davenport, IA-IL","280,051","2,026",138,Y,Y,N,N,N,N,20,0,20
7010,Des Moines Area Regional Transit Authority,DART,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1100 DART Way,,Des Moines,IA,50309,4530,,7,www.ridedart.com,1831,78072675,163,"374,910",85,"Des Moines, IA","450,070","2,244",201,N,Y,N,N,N,N,220,2,222
7011,City of Dubuque,The Jule,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,2401 Central Avenue,,Dubuque,IA,52001,3302,,7,http://www.cityofdubuque.org,1832,93105302,26,"58,000",409,"Dubuque, IA-IL","67,818","2,007",34,Y,Y,N,N,N,N,20,0,20
7012,Sioux City Transit System,SCTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,509 Nebraska Street,,Sioux City,IA,51102,447,447,7,www.sioux-city.org/transit,1836,161922174,51,"106,494",292,"Sioux City, IA-NE-SD","106,494","1,959",54,N,Y,N,,N,N,21,7,28
7013,Metropolitan Transit Authority of Black Hawk County,MET Transit,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1515 Black Hawk Street,,Waterloo,IA,50702,,,7,www.mettransit.org/,1837,62765219,62,"113,418",278,"Waterloo, IA","113,418","1,823",62,N,Y,N,N,N,N,27,0,27
7014,Topeka Metropolitan Transit Authority,TMTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,201 North Kansas Avenue,,Topeka,KS,66603,3622,,7,www.topekametro.org,1823,67933390,58,"127,473",217,"Topeka, KS","150,003","1,885",80,N,Y,N,N,N,N,35,5,40
7015,Wichita Transit,WT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,777 East Waterman,,Wichita,KS,67202,,,7,www.wichitatransit.org,1824,43063460,215,"472,870",83,"Wichita, KS","472,870","2,202",215,N,Y,N,N,N,N,57,103,160
7016,Columbia Transit,CT,A,"3. City, County or Local government unit or department of",City,,,9/30/2013,1/31/2014,701 East Broadway,,Columbia,MO,65205,6015,6015,7,www.gocolumbiamo.com/PublicWorks/Transportation,1825,71989024,63,"124,748",255,"Columbia, MO","124,748","2,018",62,N,Y,N,N,N,N,38,0,38
7018,Iowa City Transit,ICT,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,410 East Washington Street,,Iowa City,IA,52240,1825,,7,www.icgov.org,1833,145409996,25,"68,947",290,"Iowa City, IA","106,621","2,339",46,N,Y,N,N,N,N,21,0,21
7019,University of Iowa,Cambus,A,5. University,University,,State University - University of Iowa,6/30/2013,10/29/2013,100 WCTC,,Iowa City,IA,52242,1000,,7,www.uiowa.edu/~cambus/,1835,62761671,30,"71,372",290,"Iowa City, IA","106,621","2,339",46,N,Y,N,N,N,N,29,0,29
7030,Coralville Transit System,CTS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1512 7th St.,,Coralville,IA,52241,127,5127,7,www.coralville.org,1834,80289036,12,"19,219",290,"Iowa City, IA","106,621","2,339",46,N,Y,N,N,N,N,7,0,7
7032,St. Joseph Transit,The Ride,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,702 South 5th Street,,St. Joseph,MO,64501,,,7,www.stjoetransit.info,1897,30656144,39,"78,004",354,"St. Joseph, MO-KS","81,176","1,940",42,Y,Y,N,N,N,N,16,0,16
7035,"Johnson County Kansas, aka: Johnson County Transit",The JO,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1701 West 56 Highway,,Olathe,KS,66061,,,7,www.thejo.com,5400,73022857,142,"390,882",31,"Kansas City, MO-KS","1,519,417","2,242",678,N,Y,,N,N,N,0,88,88
7040,City of Joplin Metro Area Public,MAPS,A,"3. City, County or Local government unit or department of",City,,,10/31/2013,4/29/2014,602 S. Main Street,,Joplin,MO,64801,,,7,joplinmo.org,3087,10649846,105,"75,000",347,"Joplin, MO","82,775","1,285",64,Y,Y,,N,N,N,9,0,9
7041,Ames Transit Agency dba CyRide,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1700 University Blvd.,,Ames,IA,50010,,,7,www.cyride.com,1817,147809784,15,"56,900",445,"Ames, IA","60,438","2,602",23,N,Y,N,N,N,N,68,5,73
7043,City of Jefferson,JeffTran,A,"3. City, County or Local government unit or department of",City,,,10/31/2013,4/29/2014,320 East McCarty Street,,Jefferson City,MO,65101,,,7,www.jeffcitymo.org/transit,6309,48127740,36,"43,079",452,"Jefferson City, MO","58,533","1,464",40,Y,Y,N,N,N,N,17,0,17
7045,Johnson County SEATS,SEATS,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,4810 Melrose Ave.,,Iowa City,IA,52246,,,7,www.johnson-county.com/dept_seats.aspx?id=581,,75836403,614,"130,882",290,"Iowa City, IA","106,621","2,339",46,N,Y,,N,N,N,22,0,22
7046,City of Independence,IndeBus,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,111 E Maple,,Independence,MO,64050,,,7,www.indebusmo.com,,76259456,78,"116,830",31,"Kansas City, MO-KS","1,519,417","2,242",678,Y,N,,N,N,N,0,15,15
7047,Unified Government Transit Department,UGT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,5033 State Avenue,,Kansas City,KS,66102,,,7,www.wycokck.org,,10652097,156,"155,085",31,"Kansas City, MO-KS","1,519,417","2,242",678,Y,Y,N,N,N,N,17,0,17
7048,City of Lawrence,,A,12. Consolidated reporter,Consolidated,,,12/31/2013,4/29/2014,933 New Hampshire Street,,Lawrence,KS,66044,,708,7,www.lawrencetransit.org,5757,30692461,28,"87,965",332,"Lawrence, KS","88,053","2,892",30,N,Y,,N,N,N,0,52,52
7049,River Bend Transit,RBT,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,7440 Vine Street CT,,Davenport,IA,52806,,,7,www.riverbendtransit.org,,43280437,"2,172","555,635",134,"Davenport, IA-IL","280,051","2,026",138,N,Y,,N,N,N,39,9,48
7050,Southeast Missouri State University,noacronym,A,5. University,University,,,6/30/2013,10/29/2013,One University Plaza,MS 7275,Cape Girardeau,MO,63701,,,7,www.semo.edu/dps/transit.htm,,800913428,5,"11,690",478,"Cape Girardeau, MO-IL","52,900","1,510",35,Y,N,N,N,N,N,13,0,13
7051,Cape Girardeau County Transit Authority,CTA,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,"937 Broadway, Suite 200",,Cape Girardeau,MO,63701,,,7,www.cgcta.com,7229,3834888,579,"75,674",478,"Cape Girardeau, MO-IL","52,900","1,510",35,Y,N,N,N,N,N,25,0,25
7052,Senior Citzen Industries,,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,Hall County Public Transportation,304 E. Third St.,Grand Island,NE,68801,,,7,,,21605345,28,"50,000",496,"Grand Island, NE","50,440","1,793",28,Y,N,,N,N,N,9,0,9
7053,Flint Hills Area Transportation ,aTa Bus,A,10. Private-non-profit corporation,Non-Profit,,,6/30/2013,10/29/2013,5815 Marlatt Avenue,,Manhattan,KS,66503,8125,,7,www.rileycountyks.gov/ATA,,23970242,"1,888","136,821",469,"Manhattan, KS","54,622","2,637",21,Y,Y,N,N,N,N,16,0,16
7054,Sedgwick County Transportation - Dept. on Aging,SCT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,2622 W. Central Ave,Suite 500,Wichita,KS,67203,4974,,7,www.sedgwickcounty.org/aging/transportation.asp,,56577166,"1,008","498,365",83,"Wichita, KS","472,870","2,202",215,Y,Y,,N,N,N,2,28,30
7055,City of Derby,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,611 Mulberry,Suite 300,Derby,KS,67037,,,7,www.derbyweb.com,,134452486,10,"22,943",83,"Wichita, KS","472,870","2,202",215,Y,Y,,N,N,N,1,0,1
7056,Butler County Department on Aging,BCDoA,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,2101 Dearborn,Suite 302,Augusta,KS,67010,,,7,www.bucoks.com,,97707004,"1,482","65,827",83,"Wichita, KS","472,870","2,202",215,Y,Y,,N,N,N,5,0,5
8001,Utah Transit Authority,UTA,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,669 West 200 South,,Salt Lake City,UT,84101,,,8,www.rideuta.com,1167,69816163,732,"1,883,644",42,"Salt Lake City-West Valley City, UT","1,021,243","3,675",278,N,Y,Y,N,N,N,"1,052",62,"1,114"
8002,Su Tran LLC dba: Sioux Area Metro,SAM,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,500 East Sixth Street,,Sioux Falls,SD,57103,7016,,8,www.siouxareametro.org,1163,78034683,68,"144,000",212,"Sioux Falls, SD","156,777","2,443",64,N,Y,N,N,N,N,50,0,50
8003,"City of Fargo, DBA:  Metropolitan Area Transit",MAT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,650 23rd St N,,Fargo,ND,58102,,,8,www.matbus.com,1156,70265871,45,"134,149",194,"Fargo, ND-MN","176,676","2,514",70,N,Y,,N,N,N,0,34,34
8004,Billings Metropolitan Transit,Billings MET Transit ,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,1705 Monad Road,,Billings,MT,59103,1178,1178,8,www.mettransit.com,1150,801334830,34,"114,773",273,"Billings, MT","114,773","2,167",53,N,Y,N,N,N,N,31,0,31
8005,Mountain Metropolitan Transit,MMT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1015 Transit Drive,,Colorado Springs,CO,80903,,,8,www.springsgov.com,1137,25951335,167,"496,755",73,"Colorado Springs, CO","559,409","2,978",188,N,Y,,N,N,N,32,115,147
8006,Denver Regional Transportation District,RTD,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,1600 Blake Street,,Denver,CO,80202,,,8,www.rtd-denver.com,1136,69721371,"2,348","3,157,520",18,"Denver-Aurora, CO","2,374,203","3,554",668,N,Y,Y,Y,N,N,599,729,"1,328"
8007,Pueblo Transit System,PT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,350 Alan Hamel Avenue,,Pueblo,CO,81003,,,8,www.pueblo.us,1140,10620284,39,"105,000",236,"Pueblo, CO","136,550","1,840",74,N,Y,N,N,N,N,14,11,25
8008,Cities Area Transit,CAT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014, 867 South 48th Street,,Grand Forks,ND,58206,5200,5200,8,www.grandforksgov.com/bus,1157,71347249,9,"56,534",440,"Grand Forks, ND-MN","61,270","2,507",24,N,Y,N,N,N,N,8,10,18
8009,Missoula Urban Transportation District,Mountain Line,A,1. Independent public agency or authority for transit service,Authority,,,6/30/2013,10/29/2013,1221 Shakespeare St.,,Missoula,MT,59802,,,8,www.mountainline.com,1149,86705613,70,"69,999",348,"Missoula, MT","82,157","1,818",45,N,Y,N,N,N,N,25,0,25
8010,City of Greeley - Transit Services,GET,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,1200 A Street,,Greeley,CO,80631,,,8,www.GreeleyEvansTransit.com,1143,112066225,17,"93,000",264,"Greeley, CO","117,825","2,858",41,Y,Y,N,N,N,N,18,0,18
8011,Transfort ,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,6570 Portner Road,,Fort Collins,CO,80525,,,8,www.fcgov.com/transfort,1138,78362597,54,"143,986",141,"Fort Collins, CO","264,465","2,412",110,N,Y,N,N,N,N,26,12,38
8012,Great Falls Transit District,GFTD,A,1. Independent public agency or authority for transit service,Authority,,"Five member Board of Directors. Three are elected at large, one is appointed by the Great Falls City Commission and one is appointed by the Cascade County commission.",6/30/2013,10/29/2013,3905 North Star Boulevard,,Great Falls,MT,59403,2353,2353,8,www.gftransit.com,1148,28164515,20,"63,000",422,"Great Falls, MT","65,207","2,096",31,N,Y,N,N,N,N,19,0,19
8013,City of Casper,,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,200 N David,,Casper,WY,82601,,,8,www.catcbus.com,1171,155232234,93,"57,561",424,"Casper, WY","64,548","2,127",30,Y,Y,,N,N,N,0,14,14
8014,Rapid Transit System,,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,333 Sixth Street,,Rapid City,SD,57701,,,8,www.rapidride.org,1162,57222119,55,"67,956",352,"Rapid City, SD","81,251","1,923",42,Y,Y,N,N,N,N,21,0,21
8016,Mesa County,GVT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,525 S. 6th Street,Department 5093,Grand Junction,CO,81502,5001,20000,8,gvt.mesacounty.us,1139,14848873,66,"120,000",251,"Grand Junction, CO","128,124","1,626",79,N,Y,,N,N,N,0,16,16
8019,Bis-Man Transit Board,CAT,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,3750 East Rosser Avenue,,Bismarck,ND,58501,,,8,www.bismantransit.com,1155,834410987,137,"94,719",349,"Bismarck, ND","81,955","2,115",39,Y,Y,,N,N,N,0,28,28
8020,The City of Cheyenne Transit Program,CTP,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,322 West Lincolnway,,Cheyenne,WY,82001,,,8,www.cheyennecity.org/index.asp?nid=252,1169,75758169,18,"59,466",377,"Cheyenne, WY","73,588","2,095",35,Y,Y,N,N,N,N,16,0,16
8025,City of Loveland Transit,COLT,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,410 East 5th Street,,Loveland,CO,80537,,,8,www.cityofloveland.org,2768,76481407,30,"60,000",141,"Fort Collins, CO","264,465","2,412",110,N,Y,N,N,N,N,5,0,5
8026,City of St. George,SunTran,A,"3. City, County or Local government unit or department of",City,,,6/30/2013,10/29/2013,175 East 200 North,,St. George,UT,84770,,,8,sgcity.org/suntran/,6265,135260045,35,"75,561",305,"St. George, UT","98,370","2,191",45,Y,Y,N,N,N,N,10,0,10
8027,Berthoud Area Transportation Service,BATS,A,"3. City, County or Local government unit or department of",City,,,12/31/2013,4/29/2014,328 Massachusetts Ave,,Berthoud,CO,80513,1229,1229,8,www.berthoud.org,6775,15144736,100,"15,000",141,"Fort Collins, CO","264,465","2,412",110,Y,Y,,N,N,N,5,0,5
8028,Cache Valley Transit District,CVTD,A,1. Independent public agency or authority for transit service,Authority,,,12/31/2013,4/29/2014,754 West 600 North,,Logan,UT,84321,,,8,www.cvtdbus.org,6697,791328482,33,"95,500",311,"Logan, UT","94,983","2,162",44,N,Y,N,N,N,N,22,0,22
8106,North Front Range Metropolitan Planning Organization,NFRMPO,A,"7. MPO, COG or other planning agency (Describe)",MPO,North Front Range Metropolitan Planning Organization - NFRMPO,"The MPO is a local government entity, but is not designated as a city, county or state government.  An MPO is Federally appointed.",12/31/2013,4/29/2014,419 Canyon Avenue,Suite 300,Fort Collins,CO,80521,,,8,www.nfrmpo.org,6789,195771709,56,"143,986",141,"Fort Collins, CO","264,465","2,412",110,N,Y,,N,N,N,80,0,80
8107,The University of Montana - ASUM Transportation,ASUM OT,A,5. University,University,,,6/30/2013,10/29/2013,Campus Drive,,Missoula,MT,59812,,,8,umt.edu/transportation,,10379790,6,"80,000",348,"Missoula, MT","82,157","1,818",45,N,N,N,N,N,N,6,0,6
