State,Agency,AgencyID,OrgType,SSW,UZA Size,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount
TN,Jackson Transit Authority(JTA),4057,Authority,N,"Under 200,000",MB,Part Time,9,"3,358.00",889,0,0,"4,247.00",0,"4,247.00",1.5,0.7,0,0,2.2,0,2.2
TN,Jackson Transit Authority(JTA),4057,Authority,N,"Under 200,000",DR,Full Time,5,"13,677.00","3,500.00",0,"1,832.00","19,009.00",0,"19,009.00",5.8,1.8,0,0.9,8.5,0,8.5
TN,Jackson Transit Authority(JTA),4057,Authority,N,"Under 200,000",DR,Part Time,5,908,381,0,0,"1,289.00",0,"1,289.00",0.5,0.3,0,0,0.8,0,0.8
TN,Jackson Transit Authority(JTA),4057,Authority,N,"Under 200,000",Total,,14,"58,523.00","12,937.00",0,"6,032.00","77,492.00",0,"77,492.00",28,7,0,3,38,0,38
TN,Knoxville Area Transit(KAT),4002,City,N,"200,000 - 1 million",MB,Full Time,66,"348,520.00","82,205.00","1,721.00","22,198.00","454,644.00",0,"454,644.00",189,42.3,0.9,11.7,243.9,0,243.9
TN,Knoxville Area Transit(KAT),4002,City,N,"200,000 - 1 million",MB,Part Time,66,0,"4,117.00",0,0,"4,117.00",0,"4,117.00",0,5,0,0,5,0,5
TN,Knoxville Area Transit(KAT),4002,City,N,"200,000 - 1 million",DR,Full Time,28,"74,423.00","8,852.00",188,"2,350.00","85,813.00",0,"85,813.00",36.1,5.3,0.1,1.3,42.8,0,42.8
TN,Knoxville Area Transit(KAT),4002,City,N,"200,000 - 1 million",DR,Part Time,28,0,480,0,0,480,0,480,0,0.9,0,0,0.9,0,0.9
TN,Knoxville Area Transit(KAT),4002,City,N,"200,000 - 1 million",Total,,94,"422,943.00","95,654.00","1,909.00","24,548.00","545,054.00",0,"545,054.00",225.1,53.5,1,13,292.6,0,292.6
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,City,N,"200,000 - 1 million",DR,Full Time,42,"78,387.00",0,0,0,"78,387.00",0,"78,387.00",38,0,0,0,38,0,38
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,City,N,"200,000 - 1 million",DR,Part Time,42,"5,935.00",0,0,0,"5,935.00",0,"5,935.00",5,0,0,0,5,0,5
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,City,N,"200,000 - 1 million",Total,,42,"84,322.00",0,0,0,"84,322.00",0,"84,322.00",43,0,0,0,43,0,43
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,SR,Full Time,10,"53,416.00","29,340.00",0,"8,941.00","91,697.00",0,"91,697.00",28,18,0,5,51,0,51
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,SR,Part Time,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,MB,Full Time,120,"483,230.00","107,479.00","11,649.00","81,799.00","684,157.00",0,"684,157.00",233,65,7,53,358,0,358
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,MB,Part Time,120,"5,174.00",0,0,"1,292.00","6,466.00",0,"6,466.00",8,0,0,2,10,0,10
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,DR,Full Time,42,"109,821.00","10,525.00",70,"3,828.00","124,244.00",0,"124,244.00",66,6,0,2,74,0,74
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,DR,Part Time,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,Memphis Area Transit Authority(MATA),4003,City,N,Over 1 million,Total,,172,"651,641.00","147,344.00","11,719.00","95,860.00","906,564.00",0,"906,564.00",335,89,7,62,493,0,493
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,"200,000 - 1 million",MB,Full Time,137,"589,080.00","106,707.00","26,419.00","51,705.00","773,911.00",0,"773,911.00",299.1,58,17.4,27.2,401.7,0,401.7
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,"200,000 - 1 million",MB,Part Time,137,"10,934.00",0,0,"3,598.00","14,532.00",0,"14,532.00",8.6,0,0,4.9,13.5,0,13.5
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,"200,000 - 1 million",DR,Full Time,50,"238,166.00","46,454.00","11,502.00","22,509.00","318,631.00",0,"318,631.00",120.9,25,7.6,11.8,165.3,0,165.3
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,"200,000 - 1 million",DR,Part Time,50,"4,420.00",0,0,"1,567.00","5,987.00",0,"5,987.00",3.5,0,0,2.1,5.6,0,5.6
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,"200,000 - 1 million",Total,,187,"842,600.00","153,161.00","37,921.00","79,379.00","1,113,061.00",0,"1,113,061.00",432.1,83,25,46,586.1,0,586.1
TN,The Transportation Management Association Group(TMA),4178,Contractor,N,"200,000 - 1 million",VP,Full Time,22,"1,859.00",368,40,920,"3,187.00",0,"3,187.00",1,0.2,0.1,0.5,1.8,0,1.8
TN,The Transportation Management Association Group(TMA),4178,Contractor,N,"200,000 - 1 million",VP,Part Time,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,The Transportation Management Association Group(TMA),4178,Contractor,N,"200,000 - 1 million",Total,,22,"1,859.00",368,40,920,"3,187.00",0,"3,187.00",1,0.2,0.1,0.5,1.8,0,1.8
TX,Amarillo City Transit(ACT),6001,City,N,"Under 200,000",MB,Full Time,12,"51,062.00","14,149.00","2,166.00","9,196.00","76,573.00",0,"76,573.00",37,8,0.8,5,50.8,0,50.8
TX,Amarillo City Transit(ACT),6001,City,N,"Under 200,000",MB,Part Time,12,"2,638.00",0,0,0,"2,638.00",0,"2,638.00",5,0,0,0,5,0,5
TX,Amarillo City Transit(ACT),6001,City,N,"Under 200,000",DR,Full Time,8,"27,252.00","1,702.00",119,"2,667.00","31,740.00",0,"31,740.00",19,1,0.2,1.3,21.5,0,21.5
TX,Amarillo City Transit(ACT),6001,City,N,"Under 200,000",DR,Part Time,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Amarillo City Transit(ACT),6001,City,N,"Under 200,000",Total,,20,"80,952.00","15,851.00","2,285.00","11,863.00","110,951.00",0,"110,951.00",61,9,1,6.3,77.3,0,77.3
TX,Brazos Transit District(The District),6059,Authority,N,"Under 200,000",MB,Full Time,38,"56,172.00","8,650.00","1,140.00","14,360.00","80,322.00",0,"80,322.00",31,5,0.6,8,44.6,0,44.6
TX,Brazos Transit District(The District),6059,Authority,N,"Under 200,000",MB,Part Time,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Brazos Transit District(The District),6059,Authority,N,"Under 200,000",DR,Full Time,48,"50,652.00","7,168.00","1,328.00","12,864.00","72,012.00",0,"72,012.00",28,4,1.4,8,41.4,0,41.4
TX,Brazos Transit District(The District),6059,Authority,N,"Under 200,000",DR,Part Time,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Brazos Transit District(The District),6059,Authority,N,"Under 200,000",Total,,86,"106,824.00","15,818.00","2,468.00","27,224.00","152,334.00",0,"152,334.00",59,9,2,16,86,0,86
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,Over 1 million,VP,Full Time,101,0,0,"1,459.00","23,450.00","24,909.00",0,"24,909.00",0,0,1,12,13,0,13
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,Over 1 million,VP,Part Time,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,Over 1 million,Total,,101,0,0,"1,459.00","23,450.00","24,909.00",0,"24,909.00",0,0,1,12,13,0,13
TX,City of Brownsville - Brownsville Metro(BMetro),6014,City,N,"200,000 - 1 million",MB,Full Time,19,"100,106.00","8,588.00","22,147.00","12,276.00","143,117.00",0,"143,117.00",47.6,5.2,14.5,6,73.3,0,73.3
TX,City of Brownsville - Brownsville Metro(BMetro),6014,City,N,"200,000 - 1 million",MB,Part Time,19,"6,497.00","3,751.00",0,0,"10,248.00",0,"10,248.00",9,3.4,0,0,12.4,0,12.4
TX,City of Brownsville - Brownsville Metro(BMetro),6014,City,N,"200,000 - 1 million",DR,Full Time,7,"19,710.00","1,398.00","3,605.00","1,988.00","26,701.00",0,"26,701.00",10.4,0.8,2.4,1,14.6,0,14.6
TX,City of Brownsville - Brownsville Metro(BMetro),6014,City,N,"200,000 - 1 million",DR,Part Time,7,416,785,0,0,"1,201.00",0,"1,201.00",1.3,0.7,0,0,2,0,2
TX,City of Brownsville - Brownsville Metro(BMetro),6014,City,N,"200,000 - 1 million",Total,,26,"126,729.00","14,522.00","25,752.00","14,264.00","181,267.00",0,"181,267.00",68.3,10.1,16.9,7,102.3,0,102.3
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,"200,000 - 1 million",MB,Full Time,60,"84,080.00","55,587.00","3,923.00","13,425.00","157,015.00",0,"157,015.00",42,28,2,6.5,78.5,0,78.5
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,"200,000 - 1 million",MB,Part Time,60,"86,470.00",0,0,794,"87,264.00",0,"87,264.00",74,0,0,1,75,0,75
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,"200,000 - 1 million",DR,Full Time,29,"62,912.00","19,061.00","2,253.00","4,926.00","89,152.00",0,"89,152.00",32,9.8,1.2,2.5,45.5,0,45.5
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,"200,000 - 1 million",DR,Part Time,29,627,0,0,0,627,0,627,1,0,0,0,1,0,1
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,"200,000 - 1 million",Total,,89,"234,089.00","74,648.00","6,176.00","19,145.00","334,058.00",0,"334,058.00",149,37.8,3.2,10,200,0,200
TX,Concho Valley Transit District(CVTD),6102,Authority,N,"Under 200,000",MB,Full Time,10,"25,260.00",55,0,"6,767.00","32,082.00",0,"32,082.00",11,1,0,3,15,0,15
TX,Concho Valley Transit District(CVTD),6102,Authority,N,"Under 200,000",MB,Part Time,10,"2,040.00",0,0,0,"2,040.00",0,"2,040.00",2.5,0,0,0,2.5,0,2.5
TX,Concho Valley Transit District(CVTD),6102,Authority,N,"Under 200,000",DR,Full Time,46,"43,238.00","3,335.00",0,"10,958.00","57,531.00",0,"57,531.00",20,2,0,5,27,0,27
TX,Concho Valley Transit District(CVTD),6102,Authority,N,"Under 200,000",DR,Part Time,46,"7,969.00",0,0,0,"7,969.00",0,"7,969.00",7,0,0,0,7,0,7
TX,Concho Valley Transit District(CVTD),6102,Authority,N,"Under 200,000",Total,,56,"78,507.00","3,390.00",0,"17,725.00","99,622.00",0,"99,622.00",40.5,3,0,8,51.5,0,51.5
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,"200,000 - 1 million",MB,Full Time,48,"256,702.00","52,512.00","24,197.00","30,671.00","364,082.00",0,"364,082.00",134.3,31.3,15.5,20.2,201.3,0,201.3
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,"200,000 - 1 million",MB,Part Time,48,"3,208.00",0,0,"1,070.00","4,278.00",0,"4,278.00",5,0,0,1.6,6.6,0,6.6
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,"200,000 - 1 million",DR,Full Time,1,"3,417.00",0,23,659,"4,099.00",0,"4,099.00",2,0,0.1,0.4,2.5,0,2.5
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,"200,000 - 1 million",DR,Part Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Corpus Christi Regional Transportation Authority(The B),6051,Authority,N,"200,000 - 1 million",Total,,49,"263,327.00","52,512.00","24,220.00","32,400.00","372,459.00",0,"372,459.00",141.3,31.3,15.6,22.2,210.4,0,210.4
TX,"Dallas - vRide, Inc.",6084,Contractor,N,Over 1 million,VP,Full Time,188,0,0,0,"6,719.00","6,719.00",0,"6,719.00",0,0,0,7,7,0,7
TX,"Dallas - vRide, Inc.",6084,Contractor,N,Over 1 million,VP,Part Time,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Dallas - vRide, Inc.",6084,Contractor,N,Over 1 million,Total,,188,0,0,0,"6,719.00","6,719.00",0,"6,719.00",0,0,0,7,7,0,7
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,VP,Full Time,192,0,0,0,"1,728.00","1,728.00",0,"1,728.00",0,0,0,1,1,0,1
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,VP,Part Time,192,0,0,0,"2,074.00","2,074.00",0,"2,074.00",0,0,0,5,5,0,5
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,MB,Full Time,527,"2,679,145.00","722,130.00","149,269.00","501,202.00","4,051,746.00","71,394.00","4,123,140.00","1,548.00",411,89,306,"2,354.00",36,"2,390.00"
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,MB,Part Time,527,"61,398.00","5,750.00","1,904.00","5,956.00","75,008.00","1,123.00","76,131.00",46,4,3,12,65,2,67
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,LR,Full Time,102,"1,326,402.00","381,579.00","505,207.00","286,288.00","2,499,476.00","70,359.00","2,569,835.00",604,192,289,166,"1,251.00",35,"1,286.00"
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,LR,Part Time,102,"23,293.00","3,599.00","1,639.00","2,293.00","30,824.00","1,109.00","31,933.00",15,3,2,6,26,2,28
TX,Dallas Area Rapid Transit(DART),6056,Authority,N,Over 1 million,Total,,821,"4,090,238.00","1,113,058.00","658,019.00","799,541.00","6,660,856.00","143,985.00","6,804,841.00","2,213.00",610,383,496,"3,702.00",75,"3,777.00"
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,"200,000 - 1 million",MB,Full Time,41,"118,131.00","20,717.00","1,856.00","27,969.00","168,673.00",0,"168,673.00",68,8.5,0.8,12.6,89.9,0,89.9
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,"200,000 - 1 million",MB,Part Time,41,"35,776.00","1,506.00",0,0,"37,282.00",0,"37,282.00",24,0.8,0,0,24.8,0,24.8
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,"200,000 - 1 million",DR,Full Time,9,"30,372.00","3,668.00",328,"4,397.00","38,765.00",0,"38,765.00",18.1,1.5,0.2,2,21.8,0,21.8
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,"200,000 - 1 million",DR,Part Time,9,0,267,0,0,267,0,267,0,0.2,0,0,0.2,0,0.2
TX,Denton County Transportation Authority(DCTA),6101,Authority,N,"200,000 - 1 million",Total,,50,"184,279.00","26,158.00","2,184.00","32,366.00","244,987.00",0,"244,987.00",110.1,11,1,14.6,136.7,0,136.7
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,Over 1 million,MB,Full Time,129,"448,758.00","174,038.00","48,652.00","93,493.00","764,941.00",0,"764,941.00",233,88,27,49,397,0,397
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,Over 1 million,MB,Part Time,129,"11,706.00",0,0,"15,728.00","27,434.00",0,"27,434.00",12,0,0,30,42,0,42
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,Over 1 million,DR,Full Time,29,"128,396.00","22,302.00","9,693.00","15,709.00","176,100.00",0,"176,100.00",70,12,6,8,96,0,96
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,Over 1 million,DR,Part Time,29,"12,335.00",0,0,0,"12,335.00",0,"12,335.00",9,0,0,0,9,0,9
TX,Fort Worth Transportation Authority(The T),6007,Authority,N,Over 1 million,Total,,158,"601,195.00","196,340.00","58,345.00","124,930.00","980,810.00",0,"980,810.00",324,100,33,87,544,0,544
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,"Under 200,000",MB,Full Time,10,"21,080.00","4,809.00",727,"2,312.00","28,928.00",0,"28,928.00",12,2.7,0.4,1.3,16.4,0,16.4
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,"Under 200,000",MB,Part Time,10,"13,470.00","1,332.00",0,0,"14,802.00",0,"14,802.00",9,0.9,0,0,9.9,0,9.9
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,"Under 200,000",DR,Full Time,63,"101,529.00","4,227.00",558,"5,418.00","111,732.00",0,"111,732.00",56.5,2.4,0.3,3,62.2,0,62.2
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,"Under 200,000",DR,Part Time,63,"42,544.00",0,0,0,"42,544.00",0,"42,544.00",27,0,0,0,27,0,27
TX,Golden Crescent Regional Planning Commission(VICTORIA TRANSIT),6095,MPO,N,"Under 200,000",Total,,73,"178,623.00","10,368.00","1,285.00","7,730.00","198,006.00",0,"198,006.00",104.5,6,0.7,4.3,115.5,0,115.5
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,City,N,Over 1 million,DR,Full Time,14,"45,137.00",0,0,"3,403.00","48,540.00",0,"48,540.00",22,0,0,2,24,0,24
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,City,N,Over 1 million,DR,Part Time,14,"12,853.00",0,0,0,"12,853.00",0,"12,853.00",11,0,0,0,11,0,11
TX,Handitran Special Transit Division - City of Arlington(Handitran),6041,City,N,Over 1 million,Total,,14,"57,990.00",0,0,"3,403.00","61,393.00",0,"61,393.00",33,0,0,2,35,0,35
TX,Hill Country Transit District(The Hop),6091,Authority,N,"200,000 - 1 million",MB,Full Time,14,"67,402.00","6,845.00","2,558.00","5,564.00","82,369.00",0,"82,369.00",30.5,2.9,1.4,2.5,37.3,0,37.3
TX,Hill Country Transit District(The Hop),6091,Authority,N,"200,000 - 1 million",MB,Part Time,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Hill Country Transit District(The Hop),6091,Authority,N,"200,000 - 1 million",DR,Full Time,102,"221,955.00","14,012.00","4,237.00","14,909.00","255,113.00",0,"255,113.00",116.5,6.1,2.6,6.5,131.7,0,131.7
TX,Hill Country Transit District(The Hop),6091,Authority,N,"200,000 - 1 million",DR,Part Time,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Hill Country Transit District(The Hop),6091,Authority,N,"200,000 - 1 million",Total,,116,"289,357.00","20,857.00","6,795.00","20,473.00","337,482.00",0,"337,482.00",147,9,4,9,169,0,169
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,"200,000 - 1 million",MB,Full Time,35,"185,547.00","47,966.00","16,113.00","13,848.00","263,474.00",0,"263,474.00",100,24.8,9,8,141.8,0,141.8
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,"200,000 - 1 million",MB,Part Time,35,"10,550.00",0,0,0,"10,550.00",0,"10,550.00",9.5,0,0,0,9.5,0,9.5
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,"200,000 - 1 million",DR,Full Time,14,"39,106.00","6,788.00","4,732.00","2,936.00","53,562.00",0,"53,562.00",21.5,4.5,2.6,1.7,30.3,0,30.3
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,"200,000 - 1 million",DR,Part Time,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Laredo Transit Management, Inc.(El Metro)",6009,City,N,"200,000 - 1 million",Total,,49,"235,203.00","54,754.00","20,845.00","16,784.00","327,586.00",0,"327,586.00",131,29.3,11.6,9.7,181.6,0,181.6
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,"200,000 - 1 million",MB,Full Time,124,"926,463.00","208,306.00","54,370.00","86,677.00","1,275,816.00",0,"1,275,816.00",418,119,30,57,624,0,624
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,"200,000 - 1 million",MB,Part Time,124,0,0,0,"2,095.00","2,095.00",0,"2,095.00",0,0,0,1,1,0,1
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,"200,000 - 1 million",DR,Full Time,41,"28,766.00","7,495.00",0,"2,878.00","39,139.00",0,"39,139.00",72,18,0,8,98,0,98
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,"200,000 - 1 million",DR,Part Time,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Mass Transit Department - City of El Paso(Sun Metro),6006,City,N,"200,000 - 1 million",Total,,165,"955,229.00","215,801.00","54,370.00","91,650.00","1,317,050.00",0,"1,317,050.00",490,137,30,66,723,0,723
TX,McKinney Avenue Transit Authority(MATA),6133,Non-Profit,N,Over 1 million,SR,Full Time,3,"6,212.00","5,382.00",279,"1,255.00","13,128.00",0,"13,128.00",3.1,2.9,0.1,0.9,7,0,7
TX,McKinney Avenue Transit Authority(MATA),6133,Non-Profit,N,Over 1 million,SR,Part Time,3,"5,744.00","3,658.00",192,"2,865.00","12,459.00",0,"12,459.00",7,2.8,0.2,3,13,0,13
TX,McKinney Avenue Transit Authority(MATA),6133,Non-Profit,N,Over 1 million,Total,,3,"11,956.00","9,040.00",471,"4,120.00","25,587.00",0,"25,587.00",10.1,5.7,0.3,3.9,20,0,20
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,CB,Full Time,223,"365,357.00","147,663.00","37,266.00","96,674.00","646,960.00","7,140.00","654,100.00",185.7,75.3,20.1,52.9,334,3.9,337.9
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,CB,Part Time,223,"45,387.00",8,3,"3,466.00","48,864.00",0,"48,864.00",31.9,0,0,2.2,34.1,0,34.1
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,MB,Full Time,616,"2,569,515.00","1,038,496.00","262,085.00","679,896.00","4,549,992.00","50,212.00","4,600,204.00","1,306.20",529.6,141.3,371.8,"2,348.90",27.3,"2,376.20"
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,MB,Part Time,616,"319,198.00",56,18,"24,375.00","343,647.00",0,"343,647.00",224.1,0,0,15.8,239.9,0,239.9
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,LR,Full Time,22,"192,931.00","92,839.00","94,738.00",0,"380,508.00","117,118.00","497,626.00",110.2,67.9,50.6,0,228.7,71.3,300
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,LR,Part Time,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",6008,Authority,N,Over 1 million,Total,,861,"3,492,388.00","1,279,062.00","394,110.00","804,411.00","5,969,971.00","174,470.00","6,144,441.00","1,858.10",672.8,212,442.7,"3,185.60",102.5,"3,288.10"
TX,STAR Transit(STAR),6114,City,N,Over 1 million,MB,Full Time,1,"3,201.00",136,26,272,"3,635.00",0,"3,635.00",2,0.1,0.1,0.1,2.3,0,2.3
TX,STAR Transit(STAR),6114,City,N,Over 1 million,MB,Part Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,STAR Transit(STAR),6114,City,N,Over 1 million,DR,Full Time,42,"91,334.00","6,646.00","1,268.00","13,327.00","112,575.00",0,"112,575.00",58,2.9,0.9,6.9,68.7,0,68.7
TX,STAR Transit(STAR),6114,City,N,Over 1 million,DR,Part Time,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,STAR Transit(STAR),6114,City,N,Over 1 million,Total,,43,"94,535.00","6,782.00","1,294.00","13,599.00","116,210.00",0,"116,210.00",60,3,1,7,71,0,71
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",CB,Full Time,9,"14,833.00","1,866.00",325,586,"17,610.00",0,"17,610.00",7.3,0.9,0.2,0.3,8.7,0,8.7
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",CB,Part Time,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",MB,Full Time,5,"9,548.00",583,180,"2,637.00","12,948.00",0,"12,948.00",4.7,0.3,0.1,1.3,6.4,0,6.4
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",MB,Part Time,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",DR,Full Time,85,"116,412.00","9,213.00","3,104.00","26,076.00","154,805.00",0,"154,805.00",57.5,4.5,1.6,13,76.6,0,76.6
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",DR,Part Time,85,"29,703.00",0,0,0,"29,703.00",0,"29,703.00",22.1,0,0,0,22.1,0,22.1
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,"Under 200,000",Total,,99,"170,496.00","11,662.00","3,609.00","29,299.00","215,066.00",0,"215,066.00",91.6,5.7,1.9,14.6,113.8,0,113.8
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,"Under 200,000",MB,Full Time,15,"36,300.00","1,430.00",0,"4,052.00","41,782.00",0,"41,782.00",18,0.8,0,2.7,21.5,0,21.5
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,"Under 200,000",MB,Part Time,15,"5,886.00",0,0,0,"5,886.00",0,"5,886.00",4,0,0,0,4,0,4
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,"Under 200,000",DR,Full Time,14,"20,700.00","1,257.00",0,"3,812.00","25,769.00",0,"25,769.00",10.5,0.7,0,2.3,13.5,0,13.5
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,"Under 200,000",DR,Part Time,14,"6,010.00",0,0,0,"6,010.00",0,"6,010.00",4,0,0,0,4,0,4
TX,The Gulf Coast Center(Connect Transit),6082,Authority,N,"Under 200,000",Total,,29,"68,896.00","2,687.00",0,"7,864.00","79,447.00",0,"79,447.00",36.5,1.5,0,5,43,0,43
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,Over 1 million,MB,Full Time,352,"1,759,886.00","440,298.00","149,986.00","329,874.00","2,680,044.00","13,213.00","2,693,257.00",812.1,241.3,82.7,181.2,"1,317.30",6.8,"1,324.10"
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,Over 1 million,MB,Part Time,352,"373,062.00",0,0,"23,805.00","396,867.00",0,"396,867.00",260.8,0,0,15.3,276.1,0,276.1
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,Over 1 million,DR,Full Time,102,"382,406.00","50,456.00","5,087.00","46,065.00","484,014.00","2,109.00","486,123.00",182,27.4,2.9,25.2,237.5,1.1,238.6
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,Over 1 million,DR,Part Time,102,"18,201.00",0,0,157,"18,358.00",0,"18,358.00",12.5,0,0,0.1,12.6,0,12.6
TX,VIA Metropolitan Transit(VIA),6011,Authority,N,Over 1 million,Total,,454,"2,533,555.00","490,754.00","155,073.00","399,901.00","3,579,283.00","15,322.00","3,594,605.00","1,267.40",268.7,85.6,221.8,"1,843.50",7.9,"1,851.40"
TX,"vRide, Inc. - El Paso",6124,Contractor,N,"200,000 - 1 million",VP,Full Time,76,0,0,0,"2,512.00","2,512.00",0,"2,512.00",0,0,0,2,2,0,2
TX,"vRide, Inc. - El Paso",6124,Contractor,N,"200,000 - 1 million",VP,Part Time,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
