Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?,,,,,1
Butler County Regional Transit Authority,Hamilton,OH,5157,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",41,MB,DO,11,"50,810",,"2,612",,281,,"2,381",,0,,"56,084",,28.19,,1.35,,0.27,,1.43,,0.00,,31.24,,"$645,911",,"$49,320",,"$4,277",,"$62,350",,"$761,858",,$12.71,,$18.88,,$0.08,,$26.19,,$13.58,,No,,,,,
Butler County Regional Transit Authority,Hamilton,OH,5157,50157,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,624,827",41,CB,DO,6,"35,885",,"3,647",,393,,"1,415",,0,,"41,340",,19.91,,1.88,,0.38,,0.85,,0.00,,23.02,,"$440,409",,"$68,840",,"$5,970",,"$37,073",,"$552,292",,$12.27,,$18.88,,$0.17,,$26.20,,$13.36,,No,,,,,
City of Waukesha Transit Commission,Waukesha,WI,5096,50096,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476",41,DR,DO,5,"9,809",,"1,475",,189,,888,,0,,"12,361",,5.30,,0.90,,0.10,,0.50,,0.00,,6.80,,"$158,306",,"$36,991",,"$4,100",,"$29,708",,"$229,105",,$16.14,,$25.08,,$0.42,,$33.46,,$18.53,,No,,,,,
Baldwin County Commission,Bay Minette ,AL,4R01-005,40928,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"57,383",40,DR,DO,36,"58,603",,"1,873",,0,,"6,033",,0,,"66,509",,41.00,,1.50,,0.00,,4.50,,0.00,,47.00,,"$1,111,569",,"$70,951",,$0,,"$208,591",,"$1,391,111",,$18.97,,$37.88,,$0.00,,$34.58,,$20.92,,No,,,,,
Fayetteville Area System of Transit,Fayetteville,NC,4009,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"310,282",40,MB,DO,23,"128,768",,"17,491",,"1,919",,"13,695",,0,,"161,873",,70.30,,8.00,,1.10,,7.90,,0.00,,87.30,,"$1,962,618",,"$287,694",,"$27,665",,"$356,660",,"$2,634,637",,$15.24,,$16.45,,$0.21,,$26.04,,$16.28,,No,,,,,
Fayetteville Area System of Transit,Fayetteville,NC,4009,40009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"310,282",40,DR,DO,16,"49,039",,"6,661",,731,,"5,215",,0,,"61,646",,26.80,,3.03,,0.40,,3.00,,0.00,,33.23,,"$747,546",,"$109,580",,"$10,538",,"$136,945",,"$1,004,609",,$15.24,,$16.45,,$0.21,,$26.26,,$16.30,,No,,,,,
Baldwin County Commission,Bay Minette ,AL,4R01-005,40928,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"57,383",40,CB,DO,4,"6,494",,727,,0,,791,,0,,"8,012",,4.00,,0.50,,0.00,,0.50,,0.00,,5.00,,"$123,507",,"$7,883",,$0,,"$23,177",,"$154,567",,$19.02,,$10.84,,$0.00,,$29.30,,$19.29,,No,,,,,
County of Atlantic,Northfield,NJ,2199,20199,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"248,402",39,DR,DO,39,"55,428",,"1,009",,0,,"3,493",,0,,"59,930",,41.00,,0.50,,0.00,,2.00,,0.00,,43.50,,"$1,090,093",,"$27,250",,$0,,"$127,994",,"$1,245,337",,$19.67,,$27.01,,$0.00,,$36.64,,$20.78,,No,,,,,
Alaska Railroad Corporation,Anchorage,AK,0041,00041,State Government Unit or Department of Transportation,Full Reporter,"251,243",39,AR,DO,39,"172,302",,"76,619",,"110,745",,"85,993",,"127,281",,"572,940",,67.80,,43.60,,82.60,,55.30,,54.60,,303.90,,"$7,623,843",,"$3,540,191",,"$4,140,110",,"$4,097,842",,"$19,401,986",,$44.25,,$46.21,,$24.03,,$47.65,,$33.86,,No,,,,,
Anne Arundel County,Annapolis,MD,3R03-018,30129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663",39,DR,DO,34,"66,131",,"6,228",,0,,"3,900",,0,,"76,259",,38.00,,3.00,,0.00,,2.00,,0.00,,43.00,,"$944,909",,"$102,152",,$0,,"$152,483",,"$1,199,544",,$14.29,,$16.40,,$0.00,,$39.10,,$15.73,,No,,,,,
City of Harrisonburg Department of Public Transportation,Harrisonburg,VA,3094,30094,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"66,784",39,MB,DO,32,"90,886",,"12,558",,"1,916",,"7,442",,750,,"113,552",,97.90,,10.30,,1.38,,5.30,,0.50,,115.38,,"$1,504,437",,"$258,750",,"$41,561",,"$182,685",,"$1,987,433",,$16.55,,$20.60,,$0.46,,$24.55,,$17.50,,No,,,,,
Belle Urban System - Racine,Racine,WI,5006,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"133,700",39,MB,DO,29,"94,481",,"14,210",,"1,207",,"12,846",,0,,"122,744",,60.40,,7.90,,0.60,,7.00,,0.00,,75.90,,"$1,831,438",,"$254,785",,"$25,545",,"$279,505",,"$2,391,273",,$19.38,,$17.93,,$0.27,,$21.76,,$19.48,,No,,,,,
Belle Urban System - Racine,Racine,WI,5006,50006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"133,700",39,DR,DO,7,"13,918",,"1,903",,162,,"1,719",,0,,"17,702",,9.90,,1.30,,0.10,,0.90,,0.00,,12.20,,"$244,274",,"$33,967",,"$3,412",,"$37,284",,"$318,937",,$17.55,,$17.85,,$0.25,,$21.69,,$18.02,,No,,,,,
City of Harrisonburg Department of Public Transportation,Harrisonburg,VA,3094,30094,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"66,784",39,DR,DO,7,"15,559",,"2,001",,379,,"1,211",,270,,"19,420",,26.40,,2.00,,0.40,,0.62,,0.90,,30.32,,"$300,403",,"$35,000",,"$6,767",,"$29,739",,"$371,909",,$19.31,,$17.49,,$0.43,,$24.56,,$19.15,,No,,,,,
University of Michigan Parking and Transportation Services,Ann Arbor,MI,5158,50158,University,Full Reporter,"306,022",38,MB,DO,38,"191,779",,"19,824",,0,,"6,057",,0,,"217,660",,142.40,,11.40,,0.00,,3.30,,0.00,,157.10,,"$3,768,400",,"$546,564",,$0,,"$216,590",,"$4,531,554",,$19.65,,$27.57,,$0.00,,$35.76,,$20.82,,No,,,,,
Alamo Area Council of Governments,San Antonio ,TX,6130,60130,"MPO, COG or Other Planning Agency",Full Reporter,"1,758,210",38,DR,DO,38,"81,955",,"1,541",,0,,"9,614",,0,,"93,110",,58.54,,2.00,,0.00,,6.78,,0.00,,67.32,,"$1,032,595",,"$48,757",,$0,,"$231,775",,"$1,313,127",,$12.60,,$31.64,,$0.00,,$24.11,,$14.10,,No,,,,,
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,657",38,MB,DO,30,"123,426",,"24,516",,"1,965",,"7,454",,0,,"157,361",,71.00,,14.00,,1.00,,4.00,,0.00,,90.00,,"$2,173,356",,"$529,468",,"$37,588",,"$183,311",,"$2,923,723",,$17.61,,$21.60,,$0.30,,$24.59,,$18.58,,No,,,,,
Santa Fe Trails - City of Santa Fe,Santa Fe,NM,6077,60077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"89,284",38,MB,DO,26,"130,536",,"18,264",,"4,464",,"13,763",,0,,"167,027",,66.50,,10.40,,2.40,,7.60,,0.00,,86.90,,"$2,571,647",,"$448,322",,"$37,648",,"$366,465",,"$3,424,082",,$19.70,,$24.55,,$0.29,,$26.63,,$20.50,,No,,,,,
Green Bay Metro,Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"206,520",38,MB,DO,25,"96,915",,"17,954",,"1,401",,"6,497",,0,,"122,767",,46.00,,10.00,,1.00,,5.00,,0.00,,62.00,,"$2,211,080",,"$433,648",,"$27,385",,"$143,884",,"$2,815,997",,$22.81,,$24.15,,$0.28,,$22.15,,$22.94,,No,,,,,
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",38,MB,DO,20,"88,645",,"17,320",,"3,759",,"8,448",,0,,"118,172",,46.21,,8.53,,1.86,,5.78,,0.00,,62.38,,"$1,591,518",,"$390,509",,"$56,286",,"$248,884",,"$2,287,197",,$17.95,,$22.55,,$0.64,,$29.46,,$19.35,,No,,,,,
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853",38,DR,DO,18,"42,780",,"10,615",,"2,304",,"6,013",,0,,"61,712",,22.55,,5.23,,1.14,,3.61,,0.00,,32.53,,"$591,251",,"$128,770",,"$31,947",,"$155,517",,"$907,485",,$13.82,,$12.13,,$0.75,,$25.86,,$14.71,,No,,,,,
Rogue Valley Transportation District,Medford,OR,0034,00034,Independent Public Agency or Authority of Transit Service,Full Reporter,"154,081",38,MB,DO,18,"74,708",,"13,962",,"1,663",,"21,500",,0,,"111,833",,40.00,,7.00,,3.00,,10.00,,0.00,,60.00,,"$1,813,863",,"$316,508",,"$29,132",,"$512,647",,"$2,672,150",,$24.28,,$22.67,,$0.39,,$23.84,,$23.89,,No,,,,,
Placer County Department of Public Works and Facilities,Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,723,634",38,MB,DO,15,"82,583",,"9,512",,374,,"24,001",,0,,"116,470",,41.30,,5.10,,0.40,,13.10,,0.00,,59.90,,"$2,226,986",,"$283,373",,"$9,091",,"$733,429",,"$3,252,879",,$26.97,,$29.79,,$0.11,,$30.56,,$27.93,,No,,,,,
Santa Fe Trails - City of Santa Fe,Santa Fe,NM,6077,60077,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"89,284",38,DR,DO,12,"37,953",,"4,969",,713,,"3,441",,0,,"47,076",,20.00,,2.60,,0.60,,1.90,,0.00,,25.10,,"$625,767",,"$149,441",,"$12,549",,"$122,155",,"$909,912",,$16.49,,$30.07,,$0.33,,$35.50,,$19.33,,No,,,,,
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,"108,657",38,DR,DO,8,"21,570",,"2,372",,344,,"2,011",,0,,"26,297",,13.00,,1.20,,0.20,,1.00,,0.00,,15.40,,"$278,519",,"$32,970",,"$6,633",,"$42,894",,"$361,016",,$12.91,,$13.90,,$0.31,,$21.33,,$13.73,,No,,,,,
Knoxville-Knox County Community Action Committee,Knoxville,TN,4171,40171,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"558,696",37,DR,DO,37,"88,863",,0,,0,,0,,0,,"88,863",,44.00,,0.00,,0.00,,0.00,,0.00,,44.00,,"$1,387,278",,$0,,$0,,$0,,"$1,387,278",,$15.61,,,,$0.00,,,,$15.61,,No,,,,,
City of Rome Transit Department,Rome,GA,4058,40058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,851",37,MB,DO,31,"54,757",,"15,283",,"1,917",,"16,506",,0,,"88,463",,29.00,,11.00,,1.00,,11.00,,0.00,,52.00,,"$796,090",,"$162,942",,"$17,937",,"$206,765",,"$1,183,734",,$14.54,,$10.66,,$0.33,,$12.53,,$13.38,,No,,,,,
City of Columbia,Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,748",37,MB,DO,28,"125,139",,"7,179",,0,,"3,804",,0,,"136,122",,105.00,,4.00,,0.00,,4.00,,0.00,,113.00,,"$2,012,430",,"$189,723",,$0,,"$129,016",,"$2,331,169",,$16.08,,$26.43,,$0.00,,$33.92,,$17.13,,No,,,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",37,MB,DO,28,"121,318",,"18,777",,"12,220",,"17,075",,0,,"169,390",,46.00,,8.80,,7.20,,11.00,,0.00,,73.00,,"$2,171,148",,"$429,124",,"$154,838",,"$299,032",,"$3,054,142",,$17.90,,$22.85,,$1.28,,$17.51,,$18.03,,No,,,,,
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,"202,637",37,MB,DO,27,"82,432",,"14,936",,"8,790",,"8,127",,0,,"114,285",,46.00,,7.80,,4.90,,4.90,,0.00,,63.60,,"$1,591,980",,"$342,036",,"$131,422",,"$308,118",,"$2,373,556",,$19.31,,$22.90,,$1.59,,$37.91,,$20.77,,No,,,,,
Metropolitan Evansville Transit System,Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"229,351",37,MB,DO,24,"99,717",,"18,644",,"1,930",,"4,821",,0,,"125,112",,54.10,,13.00,,5.10,,3.20,,0.00,,75.40,,"$2,148,623",,"$331,210",,"$21,073",,"$105,819",,"$2,606,725",,$21.55,,$17.77,,$0.21,,$21.95,,$20.84,,No,,,,,
Topeka Metropolitan Transit Authority,Topeka,KS,7014,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,"150,003",37,MB,DO,22,"92,125",,"16,391",,"6,908",,"16,302",,0,,"131,726",,54.20,,9.10,,3.80,,10.00,,0.00,,77.10,,"$1,789,945",,"$323,434",,"$115,795",,"$412,487",,"$2,641,661",,$19.43,,$19.73,,$1.26,,$25.30,,$20.05,,No,,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",37,MB,DO,20,"93,326",,0,,0,,"9,980",,0,,"103,306",,78.00,,0.00,,0.00,,7.00,,0.00,,85.00,,"$1,447,552",,$0,,$0,,"$356,109",,"$1,803,661",,$15.51,,,,$0.00,,$35.68,,$17.46,,No,,,,,
Metropolitan Evansville Transit System,Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"229,351",37,DR,DO,13,"38,195",,"7,990",,827,,"3,018",,0,,"50,030",,21.00,,5.60,,2.20,,1.90,,0.00,,30.70,,"$583,030",,"$141,947",,"$9,031",,"$64,755",,"$798,763",,$15.26,,$17.77,,$0.24,,$21.46,,$15.97,,No,,,,,
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,"202,637",37,DR,DO,10,"25,236",,450,,52,,208,,0,,"25,946",,12.00,,0.20,,0.10,,0.10,,0.00,,12.40,,"$350,128",,"$8,911",,$758,,"$7,900",,"$367,697",,$13.87,,$19.80,,$0.03,,$37.98,,$14.17,,No,,,,,
Greater Lynchburg Transit Company,Lynchburg,VA,3008,30008,Independent Public Agency or Authority of Transit Service,Full Reporter,"116,636",37,DR,DO,9,"19,314",,580,,"3,055",,"5,209",,0,,"28,158",,19.00,,0.30,,1.80,,5.00,,0.00,,26.10,,"$264,795",,"$12,620",,"$42,402",,"$81,687",,"$401,504",,$13.71,,$21.76,,$2.20,,$15.68,,$14.26,,No,,,,,
City of Columbia,Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"124,748",37,DR,DO,9,"31,591",,"1,615",,0,,"2,793",,0,,"35,999",,19.00,,1.00,,0.00,,2.00,,0.00,,22.00,,"$460,333",,"$45,556",,$0,,"$43,710",,"$549,599",,$14.57,,$28.21,,$0.00,,$15.65,,$15.27,,No,,,,,
Topeka Metropolitan Transit Authority,Topeka,KS,7014,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,"150,003",37,DR,DO,8,"30,459",,"4,738",,"1,538",,"4,379",,0,,"41,114",,17.90,,2.60,,0.90,,2.50,,0.00,,23.90,,"$566,381",,"$94,014",,"$24,509",,"$109,056",,"$793,960",,$18.59,,$19.84,,$0.80,,$24.90,,$19.31,,No,,,,,
City of Rome Transit Department,Rome,GA,4058,40058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"60,851",37,DR,DO,6,"12,140",,"1,704",,"1,939",,"1,822",,0,,"17,605",,8.00,,1.00,,2.00,,2.00,,0.00,,13.00,,"$140,574",,"$12,503",,"$17,856",,"$22,665",,"$193,598",,$11.58,,$7.34,,$1.47,,$12.44,,$11.00,,No,,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689",37,DR,DO,4,"8,925",,0,,0,,"1,826",,0,,"10,751",,6.00,,0.00,,0.00,,1.00,,0.00,,7.00,,"$144,368",,$0,,$0,,"$62,843",,"$207,211",,$16.18,,,,$0.00,,$34.42,,$19.27,,No,,,,,
Unitrans - City of Davis/ASUCD,Davis,CA,9142,90142,University,Full Reporter,"72,794",36,MB,DO,36,"160,690",,"33,403",,"2,131",,"18,743",,0,,"214,967",,242.00,,39.50,,1.50,,24.00,,0.00,,307.00,,"$2,034,664",,"$764,278",,"$72,902",,"$419,377",,"$3,291,221",,$12.66,,$22.88,,$0.45,,$22.38,,$15.31,,No,,,,,
Muncie Indiana Transit System,Muncie,IN,5054,50054,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"90,580",36,MB,DO,26,"76,608",,"9,941",,"1,629",,"12,480",,0,,"100,658",,39.00,,5.00,,1.00,,8.00,,0.00,,53.00,,"$1,771,165",,"$241,393",,"$43,790",,"$254,451",,"$2,310,799",,$23.12,,$24.28,,$0.57,,$20.39,,$22.96,,No,,,,,
Bloomington-Normal Public Transit System,Normal,IL,5047,50047,Independent Public Agency or Authority of Transit Service,Full Reporter,"132,600",36,MB,DO,23,"124,953",,"16,139",,"7,595",,"20,428",,0,,"169,115",,72.18,,8.90,,4.19,,12.60,,0.00,,97.87,,"$2,889,403",,"$405,129",,"$185,636",,"$544,934",,"$4,025,102",,$23.12,,$25.10,,$1.49,,$26.68,,$23.80,,No,,,,,
Transit Services of Frederick County,Frederick,MD,3072,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"141,576",36,MB,DO,18,"77,060",,"1,053",,0,,"19,036",,0,,"97,149",,47.30,,0.69,,0.00,,12.16,,0.00,,60.15,,"$1,689,441",,"$13,133",,$0,,"$410,176",,"$2,112,750",,$21.92,,$12.47,,$0.00,,$21.55,,$21.75,,No,,,,,
Transit Services of Frederick County,Frederick,MD,3072,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"141,576",36,DR,DO,18,"31,238",,473,,0,,"10,832",,0,,"42,543",,21.45,,0.31,,0.00,,6.66,,0.00,,28.42,,"$708,398",,"$8,756",,$0,,"$179,796",,"$896,950",,$22.68,,$18.51,,$0.00,,$16.60,,$21.08,,No,,,,,
Bloomington-Normal Public Transit System,Normal,IL,5047,50047,Independent Public Agency or Authority of Transit Service,Full Reporter,"132,600",36,DR,DO,13,"35,241",,"4,821",,"2,268",,"8,755",,0,,"51,085",,18.82,,2.66,,1.25,,5.40,,0.00,,28.13,,"$841,065",,"$116,842",,"$57,430",,"$331,699",,"$1,347,036",,$23.87,,$24.24,,$1.63,,$37.89,,$26.37,,No,,,,,
Muncie Indiana Transit System,Muncie,IN,5054,50054,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"90,580",36,DR,DO,10,"25,462",,"3,187",,"1,082",,"4,593",,0,,"34,324",,13.00,,1.50,,1.00,,3.00,,0.00,,18.50,,"$584,562",,"$77,077",,"$14,597",,"$84,817",,"$761,053",,$22.96,,$24.18,,$0.57,,$18.47,,$22.17,,No,,,,,
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",34,MB,DO,24,"92,331",,"6,597",,"16,920",,"19,032",,0,,"134,880",,76.00,,4.00,,9.00,,11.00,,0.00,,100.00,,"$2,038,235",,"$156,769",,"$171,127",Q,"$695,386",Q,"$3,061,517",Q,$22.08,,$23.76,,$1.85,Q,$36.54,Q,$22.70,Q,Yes,,,,,
City of Santa Rosa,Santa Rosa,CA,9017,90017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"308,231",34,MB,DO,23,"154,119",,"8,766",,"2,573",,"19,083",,0,,"184,541",,63.50,,3.16,,1.24,,8.82,,0.00,,76.72,,"$3,618,954",,"$150,840",,"$58,993",,"$699,091",,"$4,527,878",,$23.48,,$17.21,,$0.38,,$36.63,,$24.54,,No,,,,,
Altoona Metro Transit,Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930",34,MB,DO,21,"57,460",,"14,610",,0,,"8,732",,0,,"80,802",,30.50,,8.02,,0.00,,4.93,,0.00,,43.45,,"$1,378,617",,"$353,359",,$0,,"$230,165",,"$1,962,141",,$23.99,,$24.19,,$0.00,,$26.36,,$24.28,,No,,,,,
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,"246,695",34,FB,DO,10,"792,853",,"59,357",,"16,016",,"155,269",,0,,"1,023,495",,489.00,,27.00,,8.00,,81.00,,0.00,,605.00,,"$15,026,764",,"$2,810,498",,"$695,386",,"$11,146,929",Q,"$29,679,577",Q,$18.95,,$47.35,,$0.88,,$71.79,Q,$29.00,Q,Yes,,,,,
Altoona Metro Transit,Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930",34,DR,DO,1,263,,52,,6,,34,,0,,355,,0.50,,0.03,,0.00,,0.02,,0.00,,0.55,,"$6,186",,$461,,$51,,$313,,"$7,011",,$23.52,,$8.87,,$0.19,,$9.21,,$19.75,,No,,,,,
Missoula Urban Transportation District,Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157",33,MB,DO,24,"66,375",,"14,678",,"1,067",,"17,098",,0,,"99,218",,40.25,,7.24,,0.51,,9.47,,0.00,,57.47,,"$1,554,951",,"$323,533",,"$9,754",,"$408,091",,"$2,296,329",,$23.43,,$22.04,,$0.15,,$23.87,,$23.14,,No,,,,,
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,4097,40097,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"376,047",33,DR,DO,24,"69,929",,0,,0,,"10,668",,0,,"80,597",,36.80,,0.00,,0.00,,6.00,,0.00,,42.80,,"$833,588",,$0,,$0,,"$357,378",,"$1,190,966",,$11.92,,,,$0.00,,$33.50,,$14.78,,No,,,,,
City of Brownsville - Brownsville Metro,Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",33,MB,DO,19,"88,904",,"8,276",,"20,300",,"11,748",,0,,"129,228",,46.00,,5.06,,12.00,,7.00,,0.00,,70.06,,"$918,758",,"$68,170",,"$209,566",,"$167,550",,"$1,364,044",,$10.33,,$8.24,,$2.36,,$14.26,,$10.56,,No,,,,,
Missoula Urban Transportation District,Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,"82,157",33,DR,DO,9,"14,687",,366,,27,,"4,274",,0,,"19,354",,7.97,,0.17,,0.01,,2.29,,0.00,,10.44,,"$355,275",,"$6,987",,$691,,"$65,204",,"$428,157",,$24.19,,$19.09,,$0.05,,$15.26,,$22.12,,No,,,,,
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,4097,40097,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"376,047",33,MB,DO,9,"37,576",,0,,0,,"16,192",,0,,"53,768",,23.75,,0.00,,0.00,,8.26,,0.00,,32.01,,"$478,474",,$0,,$0,,"$397,943",,"$876,417",,$12.73,,,,$0.00,,$24.58,,$16.30,,No,,,,,
City of Brownsville - Brownsville Metro,Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585",33,DR,DO,8,"21,283",,"1,489",,"3,654",,"2,554",,0,,"28,980",,10.00,,0.94,,2.00,,1.00,,0.00,,13.94,,"$249,528",,"$14,818",,"$45,554",,"$36,386",,"$346,286",,$11.72,,$9.95,,$2.14,,$14.25,,$11.95,,No,,,,,
Monsey New Square Trails Corporation,Spring Valley,NY,2135,20135,Private-For-Profit Corporation,Full Reporter,"18,351,295",32,CB,DO,32,"57,110",,"17,231",,0,,"20,254",,0,,"94,595",,29.00,,9.00,,0.00,,11.00,,0.00,,49.00,,"$992,418",,"$396,228",,$0,,"$221,945",,"$1,610,591",,$17.38,,$23.00,,$0.00,,$10.96,,$17.03,,No,,,,,
Saginaw Transit Authority Regional Service,Saginaw,MI,5039,50039,Independent Public Agency or Authority of Transit Service,Full Reporter,"126,265",32,MB,DO,28,"61,451",,"18,175",,"5,642",,"18,287",,0,,"103,555",,38.60,,9.20,,5.00,,13.40,,0.00,,66.20,,"$1,110,991",,"$246,520",,"$62,549",,"$436,106",,"$1,856,166",,$18.08,,$13.56,,$1.02,,$23.85,,$17.92,,No,,,,,
Fayette Area Coordinated Transportation,Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"51,370",32,DR,DO,20,"43,437",,"4,222",,"1,028",,"5,420",,208,,"54,315",,24.00,,2.14,,0.66,,2.80,,0.11,,29.71,,"$478,808",,"$160,446",,"$30,816",,"$177,854",,"$847,924",,$11.02,,$38.00,,$0.71,,$32.81,,$15.61,,No,,,,,
"Western Maine Transportation Services, Inc.",Auburn,ME,1098,10098,Private-Non-Profit Corporation,Full Reporter,"59,397",32,DR,DO,20,"51,532",,"4,753",,228,,911,,0,,"57,424",,26.00,,6.00,,1.00,,5.00,,0.00,,38.00,,"$790,599",,"$106,389",,"$3,184",,"$27,058",,"$927,230",,$15.34,,$22.38,,$0.06,,$29.70,,$16.15,,No,,,,,
"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,4071,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"286,692",32,DR,DO,19,"48,413",,"2,060",,148,,"2,783",,0,,"53,404",,27.40,,2.85,,0.09,,1.60,,0.00,,31.94,,"$831,851",,"$47,658",,"$3,593",,"$110,211",,"$993,313",,$17.18,,$23.14,,$0.07,,$39.60,,$18.60,,No,,,,,
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,"71,957",32,MB,DO,18,"106,664",,"10,868",,"6,138",,"20,648",,"1,872",,"146,190",,53.50,,5.16,,3.56,,12.21,,1.00,,75.43,,"$2,088,323",,"$259,255",,"$141,202",,"$648,995",,"$3,137,775",,$19.58,,$23.85,,$1.32,,$31.43,,$21.46,,No,,,,,
