Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Vehicle Operations Hours,Vehicle Operations Hours Questionable,Vehicle Maintenance Hours,Vehicle Maintenance Hours Questionable,Facility Maintenance Hours,Facility Maintenance Hours Questionable,General Administration Hours,General Administration Hours Questionable,Capital Labor Hours,Capital Labor Hours Questionable,Total Hours,Total Hours Questionable,Vehicle Operations Count,Vehicle Operations Count Questionable,Vehicle Maintenance Count,Vehicle Maintenance Count Questionable,Facility Maintenance Count,Facility Maintenance Count Questionable,General Administration Count,General Administration Count Questionable,Capital Labor Count,Capital Labor Count Questionable,Total Employee Count,Total Employee Count Questionable,Vehicle Operations Salary Expenses,Vehicle Operations Salary Expenses Questionable,Vehicle Maintenance Salary Expenses,Vehicle Maintenance Salary Expenses Questionable,Facility Maintenance Salary Expenses,Facility Maintenance Salary Expenses Questionable,General Administration Salary Expenses,General Administration Salary Expenses Questionable,Total Operating Salary Expenses,Total Operating Salary Expenses Questionable,Vehicle Operations Average Hourly Wage,Vehicle Operations Average Hourly Wage Questionable,Vehicle Maintenance Average Hourly Wage,Vehicle Maintenance Average Hourly Wage Questionable,Facility Maintenance Average Hourly Wage,Facility Maintenance Average Hourly Wage Questionable,General Administration Average Hourly Wage,General Administration Average Hourly Wage Questionable,Total Operating Average Hourly Wage,Total Operating Average Hourly Wage Questionable,Any data questionable?
Placer County Department of Public Works and Facilities,Auburn,CA,9196,90196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634,39,DR,DO,1,289,,50,,2,,18,,0,,359,,0.16,,0.03,,0,,0.01,,0,,0.2,,8939,,1533,,57,,568,,11097,,30.9308,,30.66,,0.1972,,31.5556,,30.9109,,No
Topeka Metropolitan Transit Authority,Topeka,KS,7014,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,150003,38,DR,DO,7,24947,,3477,,1196,,3286,,0,,32906,,14.4,,1.9,,0.7,,1.9,,0,,18.9,,500557,,72434,,20480,,84252,,677723,,20.0648,,20.8323,,0.8209,,25.6397,,20.5957,,No
University of Michigan Parking and Transportation Services,Ann Arbor,MI,5158,50158,University,Full Reporter,306022,38,MB,DO,38,200040,,19930,,0,,4076,,0,,224046,,152.9,,11.4,,0,,2.7,,0,,167,,3951798,,547402,,0,,201871,,4701071,,19.755,,27.4662,,0,,49.5267,,20.9826,,No
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,202637,38,MB,DO,27,87150,,14998,,8887,,7809,,0,,118844,,49,,7.8,,4.9,,4.9,,0,,66.6,,1746171,,348408,,139250,,315880,,2549709,,20.0364,,23.2303,,1.5978,,40.4508,,21.4543,,No
Topeka Metropolitan Transit Authority,Topeka,KS,7014,70014,Independent Public Agency or Authority of Transit Service,Full Reporter,150003,38,MB,DO,24,97212,,15788,,7110,,16150,,0,,136260,,56.9,,8.8,,3.9,,11.6,,0,,81.2,,1960656,,326418,,128137,,420405,,2835616,,20.1689,,20.6751,,1.3181,,26.0313,,20.8103,,No
The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,3096,30096,Independent Public Agency or Authority of Transit Service,Full Reporter,98081,38,DR,DO,23,56812,,6449,,0,,20996,,0,,84257,,25,,3,,0,,10,,0,,38,,696389,,120123,,0,,341028,,1157540,,12.2578,,18.6266,,0,,16.2425,,13.7382,,No
The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,3096,30096,Independent Public Agency or Authority of Transit Service,Full Reporter,98081,38,MB,DO,15,140876,,8384,,2256,,10509,,0,,162025,,72,,5,,1,,5,,0,,83,,1431676,,146816,,41206,,147324,,1767022,,10.1627,,17.5115,,0.2925,,14.0188,,10.9059,,No
The Tri-State Transit Authority,Huntington,WV,3002,30002,Independent Public Agency or Authority of Transit Service,Full Reporter,202637,38,DR,DO,11,27474,,394,,52,,208,,0,,28128,,13,,0.2,,0.1,,0.1,,0,,13.4,,401272,,7606,,784,,8100,,417762,,14.6055,,19.3046,,0.0285,,38.9423,,14.8522,,No
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,108657,37,DR,DO,8,18160,,2303,,179,,2165,,0,,22807,,13,,1.1,,0.09,,1,,0,,15.19,,265862,,34850,,3638,,46056,,350406,,14.64,,15.1324,,0.2003,,21.273,,15.364,,No
City of Rome Transit Department,Rome,GA,4058,40058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,60851,37,DR,DO,6,11988,,1550,,1584,,1628,,0,,16750,,8,,1,,1,,1,,0,,11,,119266,,13099,,18794,,20303,,171462,,9.9488,,8.451,,1.5677,,12.4711,,10.2365,,No
Knoxville-Knox County Community Action Committee,Knoxville,TN,4171,40171,"City, County or Local Government Unit or Department of Transportation",Full Reporter,558696,37,DR,DO,37,92846,,0,,0,,0,,0,,92846,,43,,0,,0,,0,,0,,43,,1385881,,0,,0,,0,,1385881,,14.9267,,,,0,,,,14.9267,,No
City of Rome Transit Department,Rome,GA,4058,40058,"City, County or Local Government Unit or Department of Transportation",Full Reporter,60851,37,MB,DO,31,57154,,14584,,1821,,15679,,0,,89238,,29,,11,,1,,10,,0,,51,,926857,,170712,,18968,,222873,,1339410,,16.2168,,11.7054,,0.3319,,14.2147,,15.0094,,No
Bloomington Public Transportation Corporation,Bloomington,IN,5110,50110,Independent Public Agency or Authority of Transit Service,Full Reporter,108657,37,MB,DO,29,129805,,25946,,2064,,8026,,0,,165841,,76.85,,12.8,,1,,4.2,,0,,94.85,,2217624,,547000,,41840,,184488,,2990952,,17.0843,,21.0822,,0.3223,,22.9863,,18.0351,,No
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,37,MB,DO,19,86402,,19727,,3980,,9055,,0,,119164,,46.2,,9.6,,2,,6.3,,0,,64.1,,1674080,,424618,,61517,,249426,,2409641,,19.3755,,21.5247,,0.712,,27.5457,,20.2212,,No
Beaver County Transit Authority,Rochester,PA,3023,30023,Independent Public Agency or Authority of Transit Service,Full Reporter,1733853,37,DR,DO,18,42982,,10162,,2051,,4755,,0,,59950,,22.8,,5,,1,,3,,0,,31.8,,563350,,135482,,29413,,154367,,882612,,13.1066,,13.3322,,0.6843,,32.4641,,14.7225,,No
City of Columbia,Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124748,36,DR,DO,9,30832,,1297,,0,,3002,,0,,35131,,19,,1,,0,,2,,0,,22,,446611,,37800,,0,,43306,,527717,,14.4853,,29.1442,,0,,14.4257,,15.0214,,No
North Central Alabama Regional Council of Governments,Decatur,AL,,40265,"MPO, COG or Other Planning Agency",Full Reporter,70436,36,DR,DO,36,53903,,1929,,0,,3289,,0,,59121,,47,,1,,0,,2,,0,,50,,584438,,37620,,0,,92535,,714593,,10.8424,,19.5023,,0,,28.1347,,12.087,,No
City of Columbia,Columbia,MO,7016,70016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124748,36,MB,DO,27,128981,,7503,,0,,3862,,0,,140346,,99,,6,,0,,2,,0,,107,,2029072,,167341,,0,,121065,,2317478,,15.7316,,22.3032,,0,,31.3477,,16.5126,,No
Muncie Indiana Transit System,Muncie,IN,5054,50054,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90580,36,MB,DO,26,73284,,9059,,1947,,12216,,0,,96506,,40,,5,,1,,7,,0,,53,,1744086,,242494,,41603,,262996,,2291179,,23.799,,26.7683,,0.5677,,21.5288,,23.7413,,No
Green Bay Metro,Green Bay,WI,5002,50002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,206520,36,MB,DO,24,95999,,17864,,1443,,5759,,0,,121065,,48,,9,,1,,4,,0,,62,,2300413,,443940,,28862,,150548,,2923763,,23.9629,,24.8511,,0.3006,,26.1413,,24.1504,,No
Metropolitan Evansville Transit System,Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,229351,36,MB,DO,22,97502,,17979,,1403,,4766,,0,,121650,,57.1,,13,,3.7,,3.2,,0,,77,,2024055,,330796,,16874,,101907,,2473632,,20.7591,,18.399,,0.1731,,21.3821,,20.334,,No
Transit Services of Frederick County,Frederick,MD,3072,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,141576,36,DR,DO,18,32413,,523,,0,,9570,,0,,42506,,20.5,,0.49,,0,,5.75,,0,,26.74,,757503,,8501,,0,,205865,,971869,,23.3703,,16.2543,,0,,21.5115,,22.8643,,No
Transit Services of Frederick County,Frederick,MD,3072,30072,"City, County or Local Government Unit or Department of Transportation",Full Reporter,141576,36,MB,DO,18,72058,,2101,,0,,19117,,0,,93276,,49.9,,1.51,,0,,12.2,,0,,63.61,,1906006,,24937,,0,,473302,,2404245,,26.451,,11.8691,,0,,24.7582,,25.7756,,No
Metropolitan Evansville Transit System,Evansville,IN,5043,50043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,229351,36,DR,DO,14,38959,,7705,,601,,2893,,0,,50158,,26,,5.6,,1.6,,1.9,,0,,35.1,,613406,,141770,,7232,,60898,,823306,,15.7449,,18.3997,,0.1856,,21.0501,,16.4143,,No
Muncie Indiana Transit System,Muncie,IN,5054,50054,"City, County or Local Government Unit or Department of Transportation",Full Reporter,90580,36,DR,DO,10,26190,,3260,,1028,,4640,,0,,35118,,14,,2,,1,,3,,0,,20,,598496,,79055,,13868,,87665,,779084,,22.8521,,24.25,,0.5295,,18.8933,,22.1847,,No
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,71957,35,DR,DO,7,14033,,1600,,728,,4878,,0,,21239,,11,,0.84,,0.43,,3.08,,0,,15.35,,310019,,38108,,13614,,125727,,487468,,22.0921,,23.8175,,0.9701,,25.7743,,22.9516,,No
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,75689,35,DR,DO,4,11602,,0,,0,,1932,,0,,13534,,7,,0,,0,,2,,0,,9,,132767,,0,,0,,64149,,196916,,11.4435,,,,0,,33.2034,,14.5497,,No
Unitrans - City of Davis/ASUCD,Davis,CA,9142,90142,University,Full Reporter,72794,35,MB,DO,35,148884,,34064,,2199,,19267,,0,,204414,,209,,41.5,,1.5,,37,,0,,289,,2022691,,747269,,76249,,433584,,3279793,,13.5857,,21.9372,,0.5121,,22.504,,16.0449,,No
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,246695,35,MB,DO,25,50694,,7012,,2094,,14668,,0,,74468,,40,,3,,1,,8,,0,,52,,1234804,,127257,,64223,,741069,Q,2167353,Q,24.358,,18.1485,,1.2669,,50.5228,Q,29.1045,Q,Yes
City of Santa Rosa,Santa Rosa,CA,9017,90017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231,35,MB,DO,24,122674,,6041,,1255,,15615,,0,,145585,,66.5,,3.2,,0.3,,7.5,,0,,77.5,,3818131,,220684,,35614,,653772,,4728201,,31.1242,,36.531,,0.2903,,41.8682,,32.4773,,No
Cedar Rapids Transit,Cedar Rapids,IA,7008,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,177844,35,MB,DO,22,91054,,7263,,1752,,5359,,0,,105428,,48,,4,,1,,4,,0,,57,,2513755,,187940,,44034,,197769,,2943498,,27.6073,,25.8764,,0.4836,,36.9041,,27.9195,,No
Northern Arizona Intergovernmental Public Transportation Authority,Flagstaff,AZ,9219,90219,Independent Public Agency or Authority of Transit Service,Full Reporter,71957,35,MB,DO,20,110605,,10228,,6735,,23880,,0,,151448,,63,,5.16,,3.56,,13.07,,0,,84.79,,2016209,,232660,,137253,,695954,,3082076,,18.2289,,22.7474,,1.2409,,29.1438,,20.3507,,No
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,75689,35,MB,DO,20,95720,,0,,0,,10954,,0,,106674,,60,,0,,0,,8,,0,,68,,1780253,,0,,0,,354426,,2134679,,18.5985,,,,0,,32.3559,,20.0112,,No
"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Woods Hole,MA,,10183,Independent Public Agency or Authority of Transit Service,Full Reporter,246695,35,FB,DO,10,779205,,55193,,30207,,235302,,0,,1099907,,533,,26,,15,,141,,0,,715,,16519781,,2925281,,926404,,11879220,,32250686,,21.2008,,53.0009,,1.1889,,50.485,,29.3213,,No
Anne Arundel County,Annapolis,MD,3R03-018,30129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663,34,DR,DO,29,69885,,5989,,0,,4010,,0,,79884,,39,,3,,0,,2,,0,,44,,946611,,103398,,0,,154343,,1204352,,13.5453,,17.2647,,0,,38.4895,,15.0763,,No
Altoona Metro Transit,Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,79930,34,MB,DO,21,59155,,13516,,0,,8574,,0,,81245,,30.5,,7.02,,0,,4.93,,0,,42.45,,1455045,,341066,,0,,236100,,2032211,,24.5972,,25.2342,,0,,27.5367,,25.0134,,No
Altoona Metro Transit,Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,79930,34,DR,DO,1,248,,47,,5,,33,,0,,333,,0.5,,0.02,,0,,0.02,,0,,0.54,,6335,,380,,42,,261,,7018,,25.5444,,8.0851,,0.1694,,7.9091,,21.0751,,No
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,4097,40097,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,376047,33,MB,DO,9,38756,,0,,0,,21296,,0,,60052,,27,,0,,0,,13.98,,0,,40.98,,570956,,0,,0,,464177,,1035133,,14.7321,,,,0,,21.7964,,17.2373,,No
Missoula Urban Transportation District,Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,82157,33,DR,DO,9,14740,,411,,38,,4658,,0,,19847,,7.22,,0.18,,0.02,,2.5,,0,,9.92,,395298,,8998,,890,,74341,,479527,,26.818,,21.8929,,0.0604,,15.9599,,24.1612,,No
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634,33,MB,DO,8,50044,,4333,,2233,Q,6493,,1855,,64958,Q,32,,2.5,,1,,3.5,,1,,40,,1151600,,153515,,27091,Q,316455,,1648661,Q,23.0117,,35.4293,,0.5413,Q,48.7379,,25.3804,Q,Yes
"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,4097,40097,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,376047,33,DR,DO,24,63777,,0,,0,,9262,,0,,73039,,28,,0,,0,,5.5,,0,,33.5,,834273,,0,,0,,394704,,1228977,,13.0811,,,,0,,42.6154,,16.8263,,No
Missoula Urban Transportation District,Missoula,MT,8009,80009,Independent Public Agency or Authority of Transit Service,Full Reporter,82157,33,MB,DO,24,67009,,15249,,1100,,18631,,0,,101989,,35.25,,6.83,,0.52,,10.02,,0,,52.62,,1725624,,333584,,10317,,423189,,2492714,,25.7521,,21.8758,,0.154,,22.7142,,24.441,,No
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634,33,DR,DO,15,33030,,2860,,1474,Q,4286,,1224,,42874,Q,21.12,,1.65,,0.66,,2.31,,0.66,,26.4,,764624,,101928,,17987,Q,210116,,1094655,Q,23.1494,,35.6392,,0.5446,Q,49.0238,,25.5319,Q,Yes
El Dorado County Transit Authority,Diamond Springs,CA,9229,90229,Independent Public Agency or Authority of Transit Service,Full Reporter,1723634,33,CB,DO,10,17015,,1473,,759,Q,2208,,631,,22086,Q,10.88,,0.85,,0.34,,1.19,,0.34,,13.6,,398810,,53140,,9378,Q,109542,,570870,Q,23.4387,,36.076,,0.5512,Q,49.6114,,25.8476,Q,Yes
Monsey New Square Trails Corporation,Spring Valley,NY,2135,20135,Private-For-Profit Corporation,Full Reporter,18351295,32,CB,DO,32,57236,,17336,,0,,20404,,0,,94976,,29,,9,,0,,11,,0,,49,,997966,,402161,,0,,219525,,1619652,,17.436,,23.198,,0,,10.7589,,17.0533,,No
"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,4071,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,286692,32,DR,DO,19,48109,,1744,,202,,3907,,0,,53962,,29.52,,1.07,,0.17,,2.34,,0,,33.1,,843454,,57780,,4666,,132563,,1038463,,17.5321,,33.1307,,0.097,,33.9296,,19.2443,,No
"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,4071,40071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,286692,32,MB,DO,13,49401,,3948,,748,,3914,,0,,58011,,33.92,,2.05,,1.08,,2.2,,0,,39.25,,919923,,78087,,15806,,130217,,1144033,,18.6215,,19.7789,,0.32,,33.2695,,19.721,,No
Fayette Area Coordinated Transportation,Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51370,31,MB,DO,7,21754,,2017,,449,,3971,,110,,28301,,12,,1,,0.4,,2,,0.07,,15.47,,274723,,63489,,15064,,95319,,448595,,12.6286,,31.4769,,0.6925,,24.0038,,15.8509,,No
Ozaukee County Transit Services,Port Washington,WI,5161,50161,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1376476,31,CB,DO,7,13649,,2193,,243,,957,,0,,17042,,6.1,,1.2,,0.1,,0.6,,0,,8,,335340,,58560,,9129,,58320,,461349,,24.5688,,26.7031,,0.6688,,60.9404,,27.0713,,No
Charlotte County Transit Division,Punta Gorda,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,169541,31,VP,DO,6,1248,,187,,62,,998,,0,,2495,,1,,0.15,,0.05,,0.8,,0,,2,,27115,,3212,,864,,17015,,48206,,21.7268,,17.1765,,0.6923,,17.0491,,19.321,,No
Decatur Public Transit System,Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,93863,31,DR,DO,6,18767,,3054,,2135,,5404,,0,,29360,,13.6,,1.75,,1.25,,3.65,,0,,20.25,,372598,,88711,,35848,,111978,,609135,,19.8539,,29.0475,,1.9102,,20.7213,,20.7471,,No
Billings Metropolitan Transit,Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,114773,31,MB,DO,20,53284,,6850,,5642,,5287,,0,,71063,,29,,3.8,,2.9,,3,,0,,38.7,,1207379,,145260,,142932,,230058,,1725629,,22.6593,,21.2058,,2.6825,,43.5139,,24.2831,,No
Fayette Area Coordinated Transportation,Lemont Furnace,PA,3087,30087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,51370,31,DR,DO,19,46481,,4433,,1874,,5993,,207,,58988,,25.5,,2.2,,1.2,,3,,0.11,,32.01,,514817,,168486,,56162,,169567,,909032,,11.0759,,38.0072,,1.2083,,28.2942,,15.4105,,No
Decatur Public Transit System,Decatur,IL,5061,50061,"City, County or Local Government Unit or Department of Transportation",Full Reporter,93863,31,MB,DO,19,81989,,9161,,6406,,5036,,0,,102592,,55.4,,5.25,,3.75,,5.35,,0,,69.75,,2188360,,266133,,129053,,117119,,2700665,,26.6909,,29.0506,,1.574,,23.2564,,26.3243,,No
Billings Metropolitan Transit,Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,114773,31,DR,DO,11,29734,,2016,,211,,747,,0,,32708,,15.8,,1.1,,0.1,,0.4,,0,,17.4,,698528,,60396,,4132,,31496,,794552,,23.4926,,29.9583,,0.139,,42.1633,,24.2923,,No
GO Transit,Oshkosh,WI,5009,50009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,74495,30,MB,DO,9,38354,,7190,,1889,,9004,,0,,56437,,21,,4,,1,,5,,0,,31,,1095615,,174591,,32918,,168675,,1471799,,28.5659,,24.2825,,0.8583,,18.7333,,26.0786,,No
City of Brownsville - Brownsville Metro,Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,217585,30,DR,DO,8,22975,,1820,,5194,,2940,,0,,32929,,9.13,,0.99,,2.34,,1.39,,0,,13.85,,286085,,17922,,53738,,42843,,400588,,12.452,,9.8473,,2.339,,14.5724,,12.1652,,No
LaCrosse Municipal Transit Utility,La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,100868,30,MB,DO,16,63616,,11364,,460,,4830,,155,,80425,,43,,6.3,,0.3,,3.1,,0.1,,52.8,,1679478,,252719,,9476,,236171,,2177844,,26.4002,,22.2386,,0.149,,48.8967,,27.0792,,No
City of Brownsville - Brownsville Metro,Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,217585,30,MB,DO,16,88131,,8292,,23661,,13392,,0,,133476,,36.46,,4.54,,10.66,,6.36,,0,,58.02,,1013641,,79241,,237600,,189432,,1519914,,11.5015,,9.5563,,2.696,,14.1452,,11.3872,,No
North Township of Lake County Dial-A-Ride,Hammond,IN,5103,50103,"City, County or Local Government Unit or Department of Transportation",Full Reporter,8608208,29,DR,DO,6,11598,,0,,0,,2993,,0,,14591,,8,,0,,0,,2,,0,,10,,140386,,0,,0,,50164,,190550,,12.1043,,,,0,,16.7604,,13.0594,,No
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295,29,FB,DO,4,971767,,192533,,132807,,51745,,29800,,1378652,,427,,89,,59,,26,,16,,617,,40324894,,7847588,,7255826,,2541828,,57970136,,41.4965,,40.7597,,7.4666,,49.1222,,42.0484,,No
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,62182,29,MB,DO,4,15545,,339,,0,,2300,,0,,18184,,11.5,,0.21,,0,,1.15,,0,,12.86,,249695,,6599,,0,,65344,,321638,,16.0627,,19.4661,,0,,28.4104,,17.688,,No
Greater Portland Transit District,Portland,ME,1016,10016,Independent Public Agency or Authority of Transit Service,Full Reporter,203914,29,MB,DO,29,112012,,19807,,4184,,14281,,0,,150284,,66.3,,9.85,,2.15,,8.7,,0,,87,,2766272,,513164,,104772,,443109,,3827317,,24.6962,,25.9082,,0.9354,,31.0279,,25.4672,,No
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,62182,29,DR,DO,25,49002,,744,,0,,3204,,0,,52950,,30.5,,0.37,,0,,1.63,,0,,32.5,,678035,,14491,,0,,67592,,760118,,13.8369,,19.4772,,0,,21.0961,,14.3554,,No
Norwalk Transit System,Norwalk,CA,9022,90022,"City, County or Local Government Unit or Department of Transportation",Full Reporter,12150996,29,MB,DO,24,116861,,27418,,3046,,17492,,0,,164817,,77,,18,,2,,14,,0,,111,,3910551,,1000165,,46754,,522591,,5480061,,33.4633,,36.4784,,0.4001,,29.876,,33.2494,,No
Handitran Special Transit Division - City of Arlington,Arlington,TX,6041,60041,"City, County or Local Government Unit or Department of Transportation",Full Reporter,5121892,29,DR,DO,16,53340,,0,,0,,5040,,0,,58380,,31,,0,,0,,3,,0,,34,,667000,,0,,0,,160525,,827525,,12.5047,,,,0,,31.8502,,14.1748,,No
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter,106383,28,DR,DO,4,13516,,1080,,0,,3281,,0,,17877,,8.3,,0.65,,0,,1.8,,0,,10.75,,215366,,21820,,0,,60250,,297436,,15.9342,,20.2037,,0,,18.3633,,16.6379,,No
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,106621,28,DR,DO,3,13829,,3192,,379,,383,,0,,17783,,18.15,,3.7,,0.55,,0.55,,0,,22.95,,195044,,63370,,7832,,5991,,272237,,14.104,,19.8528,,0.5663,,15.6423,,15.3088,,No
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,106621,28,MB,DO,25,99540,,18410,,1566,,1923,,0,,121439,,130.8,,18.7,,2.4,,3.2,,0,,155.1,,1406856,,363093,,28869,,69722,,1868540,,14.1336,,19.7226,,0.29,,36.2569,,15.3867,,No
Sioux City Transit System,Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,106494,28,MB,DO,21,54248,,4948,,1746,,7385,,0,,68327,,35,,3,,1,,4.5,,0,,43.5,,1204620,,140819,,31282,,235373,,1612094,,22.2058,,28.4598,,0.5766,,31.8718,,23.5938,,No
Ozark Regional Transit,Springdale,AR,6072,60072,Independent Public Agency or Authority of Transit Service,Full Reporter,295083,28,MB,DO,16,67722,,11615,,4199,,12092,,0,,95628,,36,,6,,2,,7,,0,,51,,1009715,,207876,,54198,,317105,,1588894,,14.9097,,17.8972,,0.8003,,26.2244,,16.6154,,No
Ozark Regional Transit,Springdale,AR,6072,60072,Independent Public Agency or Authority of Transit Service,Full Reporter,295083,28,DR,DO,12,31393,,5466,,1976,,5254,,0,,44089,,17,,3,,1,,3,,0,,24,,471823,,97137,,25326,,148178,,742464,,15.0296,,17.7711,,0.8067,,28.2029,,16.8401,,No
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter,106383,28,MB,DO,12,48148,,1245,,0,,3716,,0,,53109,,26.3,,0.75,,0,,2.35,,0,,29.4,,794416,,26810,,0,,92310,,913536,,16.4995,,21.5341,,0,,24.8412,,17.2012,,No
City of Montgomery-Montgomery Area Transit System,Montgomery,AL,4044,40044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,263907,27,DR,DO,8,23506,,6525,,466,,4273,,0,,34770,,14.75,,3.5,,0.25,,2.5,,0,,21,,503752,,136108,,5788,,69995,,715643,,21.4308,,20.8595,,0.2462,,16.3808,,20.5822,,No
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,210000,27,CB,DO,6,22054,,4029,,2806,,5199,,0,,34088,,12.93,,1.54,,0.62,,2.89,,0,,17.98,,429469,,103581,,51790,,207162,,792002,,19.4735,,25.7089,,2.3483,,39.8465,,23.234,,No
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,210000,27,DR,DO,4,8537,,1559,,1089,,2013,,0,,13198,,5,,0.6,,0.24,,1.12,,0,,6.96,,167452,,36266,,18133,,72531,,294382,,19.6149,,23.2623,,2.124,,36.0313,,22.305,,No
Laguna Beach Municipal Transit,Laguna Beach,CA,9119,90119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,583681,27,MB,DO,27,51508,,10198,,0,,9842,,0,,71548,,94,,5,,0,,11,,0,,110,,1284337,,250802,,0,,241900,,1777039,,24.9347,,24.5933,,0,,24.5783,,24.837,,No
City of Montgomery-Montgomery Area Transit System,Montgomery,AL,4044,40044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,263907,27,MB,DO,19,114480,,19574,,3280,,14318,,0,,151652,,72,,11.25,,1.75,,10,,0,,95,,2441817,,392572,,41497,,261007,,3136893,,21.3296,,20.0558,,0.3625,,18.2293,,20.6848,,No
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,91092,Independent Public Agency or Authority of Transit Service,Full Reporter,210000,27,MB,DO,15,49735,,7497,,5223,,9674,,1258,,73387,,28.07,,2.86,,1.15,,5.39,,0.64,,38.11,,799618,,174539,,87270,,349078,,1410505,,16.0776,,23.2812,,1.7547,,36.0841,,19.2201,,No
