State,Agency,AgencyNTDID,AgencyID,OrgType,ReporterType,UZA Size,WholeAgencyVOMsSize,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,TotalEmployeeHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,TotalEmployeeCount 
TX,Handitran Special Transit Division - City of Arlington(Handitran),60041,6041,City,Full Reporter: Operating,Over 1 million,10-24,DR,Part Time,14,"5,835",,,,"5,835",,"5,835",6.0,,,,6.0,,6.0
TX,Handitran Special Transit Division - City of Arlington(Handitran),60041,6041,City,Full Reporter: Operating,Over 1 million,10-24,Total,,14,"59,079",,,"4,179","63,258",,"63,258",30.0,,,2.0,32.0,,32.0
TX,Hill Country Transit District(The Hop),60091,6091,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,DR,Full Time,98,"226,938","12,188","5,437","16,777","261,340",,"261,340",133.2,6.2,2.6,9.4,151.4,,151.4
TX,Hill Country Transit District(The Hop),60091,6091,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,14,"70,156","5,519","2,928","6,424","85,027",,"85,027",34.8,2.8,1.4,3.6,42.6,,42.6
TX,Hill Country Transit District(The Hop),60091,6091,Authority,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,112,"297,094","17,707","8,365","23,201","346,367",,"346,367",168.0,9.0,4.0,13.0,194.0,,194.0
TX,"Laredo Transit Management, Inc.(El Metro)",60009,6009,City,Full Reporter: Operating,"200,000 - 1 million",25-49,DR,Full Time,14,"37,436","6,557","4,965","3,001","51,959",,"51,959",20.5,4.2,2.8,1.7,29.2,,29.2
TX,"Laredo Transit Management, Inc.(El Metro)",60009,6009,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Full Time,35,"182,096","48,900","19,860","13,620","264,476",,"264,476",100.0,25.0,11.4,8.0,144.4,,144.4
TX,"Laredo Transit Management, Inc.(El Metro)",60009,6009,City,Full Reporter: Operating,"200,000 - 1 million",25-49,MB,Part Time,35,"15,192",,,,"15,192",,"15,192",13.0,,,,13.0,,13.0
TX,"Laredo Transit Management, Inc.(El Metro)",60009,6009,City,Full Reporter: Operating,"200,000 - 1 million",25-49,Total,,49,"234,724","55,457","24,825","16,621","331,627",,"331,627",133.5,29.2,14.2,9.7,186.6,,186.6
TX,Mass Transit Department - City of El Paso(Sun Metro),60006,6006,City,Full Reporter: Operating,"200,000 - 1 million",100-249,MB,Full Time,124,"872,991","204,345","40,998","81,914","1,200,248",,"1,200,248",435.0,113.0,24.0,48.0,620.0,,620.0
TX,Mass Transit Department - City of El Paso(Sun Metro),60006,6006,City,Full Reporter: Operating,"200,000 - 1 million",100-249,Total,,124,"872,991","204,345","40,998","81,914","1,200,248",,"1,200,248",435.0,113.0,24.0,48.0,620.0,,620.0
TX,McKinney Avenue Transit Authority(MATA),60133,6133,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,SR,Full Time,3,"7,642","2,953",311,"1,000","11,906","2,953","14,859",3.0,1.4,0.2,1.0,5.6,1.4,7.0
TX,McKinney Avenue Transit Authority(MATA),60133,6133,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,SR,Part Time,3,"1,739",65,7,"1,589","3,400",65,"3,465",11.0,0.5,0.1,2.0,13.5,0.5,14.0
TX,McKinney Avenue Transit Authority(MATA),60133,6133,Non-Profit,Full Reporter: Operating,Over 1 million,under 10,Total,,3,"9,381","3,018",318,"2,589","15,306","3,018","18,324",14.0,1.9,0.2,3.0,19.1,1.9,21.0
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Full Time,230,"325,085","125,353","30,714","85,065","566,217","7,408","573,625",159.0,67.0,17.0,44.0,287.0,4.0,291.0
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Part Time,230,"25,388",,,"2,652","28,040",,"28,040",21.7,,,1.7,23.4,,23.4
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",LR,Full Time,27,"278,884","135,780","129,197","4,818","548,679","160,878","709,557",147.4,73.0,57.1,2.5,280.0,80.3,360.3
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,609,"2,766,307","1,066,690","261,364","723,858","4,818,219","63,044","4,881,263","1,359.0",553.0,146.0,382.0,"2,440.0",34.0,"2,474.0"
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Part Time,609,"216,035",,,"22,565","238,600",,"238,600",184.3,,,14.3,198.7,,198.7
TX,"Metropolitan Transit Authority of Harris County, Texas(Metro)",60008,6008,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,866,"3,611,699","1,327,823","421,275","838,958","6,199,755","231,330","6,431,085","1,871.4",693.0,220.1,444.5,"3,229.0",118.3,"3,347.3"
TX,STAR Transit(STAR),60114,6114,City,Full Reporter: Operating,Over 1 million,50-99,DR,Full Time,51,"106,367","5,538","1,529","25,990","139,424",,"139,424",56.0,3.9,1.0,12.7,73.6,,73.6
TX,STAR Transit(STAR),60114,6114,City,Full Reporter: Operating,Over 1 million,50-99,MB,Full Time,1,"3,040",113,31,530,"3,714",,"3,714",2.0,0.1,0.0,0.3,2.4,,2.4
TX,STAR Transit(STAR),60114,6114,City,Full Reporter: Operating,Over 1 million,50-99,Total,,52,"109,407","5,651","1,560","26,520","143,138",,"143,138",58.0,4.0,1.0,13.0,76.0,,76.0
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,CB,Full Time,12,"22,213","1,387",620,"5,341","29,561",,"29,561",15.5,1.0,0.7,6.4,23.6,,23.6
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,CB,Part Time,12,"1,443",,,72,"1,515",,"1,515",2.4,,,0.4,2.8,,2.8
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,DR,Full Time,85,"167,606","10,469","4,680","40,303","223,058",,"223,058",117.0,7.5,5.0,48.1,177.6,,177.6
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,DR,Part Time,85,"10,888",,,545,"11,433",,"11,433",18.3,,,3.3,21.6,,21.6
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,MB,Full Time,8,"12,116",757,338,"2,914","16,125",,"16,125",8.5,0.5,0.4,3.5,12.9,,12.9
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,MB,Part Time,8,787,,,39,826,,826,1.3,,,0.2,1.5,,1.5
TX,"Texoma Area Paratransit System, Inc(TAPS)",60107,6107,City,Full Reporter: Operating,"Under 200,000",100-249,Total,,105,"215,053","12,613","5,638","49,214","282,518",,"282,518",163.0,9.0,6.1,61.9,240.0,,240.0
TX,The Gulf Coast Center(Connect Transit),60082,6082,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,11,"20,582","1,083",,"3,727","25,392",,"25,392",10.5,0.6,,2.0,13.1,,13.1
TX,The Gulf Coast Center(Connect Transit),60082,6082,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,11,"4,645",,,,"4,645",,"4,645",4.0,,,,4.0,,4.0
TX,The Gulf Coast Center(Connect Transit),60082,6082,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,14,"36,115","1,277",,"4,263","41,655",,"41,655",18.7,0.7,,2.5,21.9,,21.9
TX,The Gulf Coast Center(Connect Transit),60082,6082,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,14,"8,715",,,,"8,715",,"8,715",7.0,,,,7.0,,7.0
TX,The Gulf Coast Center(Connect Transit),60082,6082,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,25,"70,057","2,360",,"7,990","80,407",,"80,407",40.2,1.3,,4.5,46.0,,46.0
TX,VIA Metropolitan Transit(VIA),60011,6011,Authority,Full Reporter: Operating,Over 1 million,500-999,DR,Full Time,90,"362,872","52,071","5,110","42,899","462,952","1,665","464,617",178.1,27.3,2.7,24.7,232.8,1.0,233.8
TX,VIA Metropolitan Transit(VIA),60011,6011,Authority,Full Reporter: Operating,Over 1 million,500-999,DR,Part Time,90,"22,087",,,155,"22,242",,"22,242",15.2,,,,15.2,,15.2
TX,VIA Metropolitan Transit(VIA),60011,6011,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Full Time,360,"1,862,873","502,149","149,403","331,150","2,845,575","11,578","2,857,153",864.4,259.0,77.4,183.2,"1,384.0",7.0,"1,391.0"
TX,VIA Metropolitan Transit(VIA),60011,6011,Authority,Full Reporter: Operating,Over 1 million,500-999,MB,Part Time,360,"302,354",,,"21,839","324,193",,"324,193",212.4,,,13.0,225.4,,225.4
TX,VIA Metropolitan Transit(VIA),60011,6011,Authority,Full Reporter: Operating,Over 1 million,500-999,Total,,450,"2,550,186","554,220","154,513","396,043","3,654,962","13,243","3,668,205","1,270.2",286.3,80.1,220.9,"1,857.4",8.1,"1,865.5"
TX,"vRide, Inc. - El Paso",60124,6124,Contractor,Full Reporter: Operating,"200,000 - 1 million",50-99,VP,Full Time,76,,,,"3,388","3,388",,"3,388",,,,2.0,2.0,,2.0
TX,"vRide, Inc. - El Paso",60124,6124,Contractor,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,76,,,,"3,388","3,388",,"3,388",,,,2.0,2.0,,2.0
TX,"Waco Transit System, Inc.(WTS)",60012,6012,City,Full Reporter: Operating,"Under 200,000",10-24,DR,Full Time,9,"20,074","3,513","2,449","2,678","28,714",,"28,714",12.2,1.8,1.4,2.0,17.4,,17.4
TX,"Waco Transit System, Inc.(WTS)",60012,6012,City,Full Reporter: Operating,"Under 200,000",10-24,DR,Part Time,9,"8,603",800,146,,"9,549",,"9,549",10.4,0.6,0.6,,11.6,,11.6
TX,"Waco Transit System, Inc.(WTS)",60012,6012,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Full Time,14,"77,521","14,052","9,798","10,710","112,081",,"112,081",48.8,7.2,5.6,8.0,69.6,,69.6
TX,"Waco Transit System, Inc.(WTS)",60012,6012,City,Full Reporter: Operating,"Under 200,000",10-24,MB,Part Time,14,"36,882","3,199",582,,"40,663",,"40,663",41.6,1.4,1.4,,44.4,,44.4
TX,"Waco Transit System, Inc.(WTS)",60012,6012,City,Full Reporter: Operating,"Under 200,000",10-24,Total,,23,"143,080","21,564","12,975","13,388","191,007",,"191,007",113.0,11.0,9.0,10.0,143.0,,143.0
UT,Cache Valley Transit District(CVTD),80028,8028,Authority,Full Reporter: Operating,"Under 200,000",10-24,DR,Full Time,5,"8,327","1,699",332,"2,625","12,983",148,"13,131",4.1,0.9,0.2,1.4,6.6,0.0,6.7
UT,Cache Valley Transit District(CVTD),80028,8028,Authority,Full Reporter: Operating,"Under 200,000",10-24,DR,Part Time,5,"8,968",653,,48,"9,669",,"9,669",12.1,1.3,,3.1,16.4,,16.4
UT,Cache Valley Transit District(CVTD),80028,8028,Authority,Full Reporter: Operating,"Under 200,000",10-24,MB,Full Time,17,"37,938","7,741","1,515","11,961","59,155",211,"59,366",18.9,4.1,0.8,6.5,30.3,0.1,30.3
UT,Cache Valley Transit District(CVTD),80028,8028,Authority,Full Reporter: Operating,"Under 200,000",10-24,MB,Part Time,17,"40,854","2,978",,218,"44,050",,"44,050",54.9,5.7,,13.9,74.6,,74.6
UT,Cache Valley Transit District(CVTD),80028,8028,Authority,Full Reporter: Operating,"Under 200,000",10-24,Total,,22,"96,087","13,071","1,847","14,852","125,857",359,"126,216",90.0,12.0,1.0,24.9,127.9,0.1,128.0
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Full Time,43,"85,352","23,705","11,632","18,320","139,009","1,260","140,269",50.8,14.2,7.1,12.8,84.9,0.7,85.6
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CB,Part Time,43,"3,301",,517,"1,419","5,237",,"5,237",4.4,,0.8,2.0,7.2,,7.2
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CR,Full Time,36,"144,324","61,124","149,925","95,087","450,460","7,647","458,107",79.1,33.7,87.2,66.7,266.7,4.4,271.1
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",CR,Part Time,36,"73,397",,"2,723","7,465","83,585",,"83,585",85.9,,4.2,10.4,100.5,,100.5
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",DR,Full Time,61,"234,363","57,766","16,999","49,860","358,988","2,015","361,003",132.0,34.2,10.4,32.7,209.3,1.2,210.5
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",DR,Part Time,61,"3,544",,756,"2,073","6,373",,"6,373",4.9,,1.2,2.9,9.0,,9.0
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",LR,Full Time,88,"362,858","193,588","180,733","110,328","847,507","23,200","870,707",179.4,113.5,105.1,78.0,476.0,12.3,488.3
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",LR,Part Time,88,250,,"2,665","2,991","5,906",,"5,906",0.5,,4.3,3.2,8.0,,8.0
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Full Time,378,"1,213,759","393,565","165,313","276,908","2,049,545","18,032","2,067,577",722.5,235.8,101.4,192.1,"1,251.8",10.5,"1,262.3"
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",MB,Part Time,378,"49,954",,"7,358","20,177","77,489",,"77,489",62.9,,11.4,28.1,102.4,,102.4
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",VP,Full Time,424,"2,588",,"2,250","18,452","23,290",272,"23,562",1.3,,1.4,11.9,14.6,0.2,14.8
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",VP,Part Time,424,,,731,"6,324","7,055",,"7,055",,,1.0,9.8,10.8,,10.8
UT,Utah Transit Authority(UTA),80001,8001,Authority,Full Reporter: Operating,Over 1 million,"1,000 & Over",Total,,1030,"2,173,690","729,748","541,602","609,404","4,054,444","52,426","4,106,870","1,323.7",431.4,335.5,450.6,"2,541.2",29.3,"2,570.5"
VA,Blacksburg Transit(BT),30091,3091,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,9,812,"1,863",53,"3,119","5,847",,"5,847",0.5,1.0,0.0,1.5,3.0,,3.0
VA,Blacksburg Transit(BT),30091,3091,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,9,"20,161",100,,886,"21,147",,"21,147",13.0,0.3,,0.8,14.1,,14.1
VA,Blacksburg Transit(BT),30091,3091,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,33,"21,880","15,071",426,"25,239","62,616",,"62,616",13.5,7.8,0.2,12.5,34.0,,34.0
VA,Blacksburg Transit(BT),30091,3091,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,33,"96,249",807,,"7,171","104,227",,"104,227",192.0,2.7,,4.8,199.4,,199.4
VA,Blacksburg Transit(BT),30091,3091,City,Full Reporter: Operating,"Under 200,000",25-49,Total,,42,"139,102","17,841",479,"36,415","193,837",,"193,837",219.0,11.8,0.3,19.5,250.5,,250.5
VA,City of Alexandria(DASH),30071,3071,City,Full Reporter: Operating/Building,Over 1 million,50-99,MB,Full Time,60,"227,180","41,297","1,822","20,651","290,950",,"290,950",128.0,19.0,1.0,16.0,164.0,,164.0
VA,City of Alexandria(DASH),30071,3071,City,Full Reporter: Operating/Building,Over 1 million,50-99,MB,Part Time,60,"17,804","1,096",,"4,827","23,727",,"23,727",20.0,1.0,,5.0,26.0,,26.0
VA,City of Alexandria(DASH),30071,3071,City,Full Reporter: Operating/Building,Over 1 million,50-99,Total,,60,"244,984","42,393","1,822","25,478","314,677",0,"314,677",148.0,20.0,1.0,21.0,190.0,0.0,190.0
VA,City of Fairfax CUE Bus(CUE),30058,3058,City,Full Reporter: Operating,Over 1 million,under 10,MB,Full Time,8,"37,778","4,327",,"2,088","44,193",,"44,193",21.7,2.4,,1.8,25.9,,25.9
VA,City of Fairfax CUE Bus(CUE),30058,3058,City,Full Reporter: Operating,Over 1 million,under 10,MB,Part Time,8,"14,369",,,,"14,369",,"14,369",19.0,,,,19.0,,19.0
VA,City of Fairfax CUE Bus(CUE),30058,3058,City,Full Reporter: Operating,Over 1 million,under 10,Total,,8,"52,147","4,327",,"2,088","58,562",,"58,562",40.7,2.4,,1.8,44.9,,44.9
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),30094,3094,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,8,"10,489","1,290",18,"2,360","14,157",120,"14,277",4.6,0.8,0.2,1.8,7.4,0.1,7.5
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),30094,3094,City,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,8,"5,209",320,49,72,"5,650",,"5,650",12.0,0.8,0.4,0.2,13.4,,13.4
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),30094,3094,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,31,"31,368","10,300",48,"4,660","46,376","2,158","48,534",16.4,5.0,0.4,3.0,24.8,1.0,25.8
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),30094,3094,City,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,31,"46,419","1,055",391,242,"48,107",,"48,107",67.0,3.5,0.5,0.8,71.8,,71.8
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),30094,3094,City,Full Reporter: Operating,"Under 200,000",25-49,Total,,39,"93,485","12,965",506,"7,334","114,290","2,278","116,568",100.0,10.1,1.5,5.8,117.4,1.1,118.5
VA,Greater Lynchburg Transit Company(GLTC),30008,3008,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,9,"4,987",495,"2,415","4,275","12,172",,"12,172",3.0,0.3,1.0,3.0,7.3,,7.3
VA,Greater Lynchburg Transit Company(GLTC),30008,3008,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,9,"10,318",,665,778,"11,761",,"11,761",11.0,,1.0,,12.0,,12.0
VA,Greater Lynchburg Transit Company(GLTC),30008,3008,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,27,"81,879","14,577","7,205","6,156","109,817",,"109,817",54.0,6.7,5.0,10.0,75.7,,75.7
VA,Greater Lynchburg Transit Company(GLTC),30008,3008,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,27,"3,154",,"3,902","2,487","9,543",,"9,543",9.0,,3.0,1.0,13.0,,13.0
VA,Greater Lynchburg Transit Company(GLTC),30008,3008,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,36,"100,338","15,072","14,187","13,696","143,293",,"143,293",77.0,7.0,10.0,14.0,108.0,,108.0
VA,Greater Richmond Transit Company(GRTC Transit System),30006,3006,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Full Time,124,"318,161","83,799","37,092","96,651","535,703",,"535,703",246.0,38.0,16.0,41.0,341.0,,341.0
VA,Greater Richmond Transit Company(GRTC Transit System),30006,3006,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Part Time,124,"17,630","6,229",,"21,317","45,176",,"45,176",17.0,5.0,,16.0,38.0,,38.0
VA,Greater Richmond Transit Company(GRTC Transit System),30006,3006,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",250-499,Total,,124,"335,791","90,028","37,092","117,968","580,879",,"580,879",263.0,43.0,16.0,57.0,379.0,,379.0
VA,Greater Roanoke Transit Company(Valley Metro),30007,3007,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",50-99,CB,Part Time,1,"4,428","1,936",300,"1,085","7,749",,"7,749",3.5,1.0,0.5,1.0,6.0,,6.0
VA,Greater Roanoke Transit Company(Valley Metro),30007,3007,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Full Time,34,"136,741","21,830","21,502","17,348","197,421",,"197,421",74.0,11.0,4.0,9.0,98.0,,98.0
VA,Greater Roanoke Transit Company(Valley Metro),30007,3007,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",50-99,MB,Part Time,34,"3,825","2,140",,"2,707","8,672",,"8,672",4.0,1.5,,3.0,8.5,,8.5
VA,Greater Roanoke Transit Company(Valley Metro),30007,3007,Semi-Public Corp,Full Reporter: Operating,"200,000 - 1 million",50-99,Total,,35,"144,994","25,906","21,802","21,140","213,842",,"213,842",81.5,13.5,4.5,13.0,112.5,,112.5
VA,"JAUNT, Inc.",30045,3045,Semi-Public Corp,Full Reporter: Operating,"Under 200,000",50-99,DR,Full Time,55,"128,069","4,797",240,"18,049","151,155",,"151,155",63.0,2.0,,9.0,74.0,,74.0
VA,"JAUNT, Inc.",30045,3045,Semi-Public Corp,Full Reporter: Operating,"Under 200,000",50-99,DR,Part Time,55,"39,556",,,,"39,556",,"39,556",38.0,,,,38.0,,38.0
VA,"JAUNT, Inc.",30045,3045,Semi-Public Corp,Full Reporter: Operating,"Under 200,000",50-99,Total,,55,"167,625","4,797",240,"18,049","190,711",,"190,711",101.0,2.0,,9.0,112.0,,112.0
VA,"Martz Group, National Coach Works of Virginia(NCW)",30103,3103,For-Profit,Full Reporter: Operating,Over 1 million,10-24,CB,Full Time,18,"36,683","3,707","2,631","4,187","47,208",,"47,208",32.9,2.5,1.2,2.5,39.1,,39.1
VA,"Martz Group, National Coach Works of Virginia(NCW)",30103,3103,For-Profit,Full Reporter: Operating,Over 1 million,10-24,CB,Part Time,18,"3,104",617,"1,047","1,109","5,877",,"5,877",14.0,1.0,1.0,1.0,17.0,,17.0
VA,"Martz Group, National Coach Works of Virginia(NCW)",30103,3103,For-Profit,Full Reporter: Operating,Over 1 million,10-24,Total,,18,"39,787","4,324","3,678","5,296","53,085",,"53,085",46.9,3.5,2.2,3.5,56.1,,56.1
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,LR,Full Time,6,"78,748","54,987","16,454","24,519","174,708",,"174,708",39.5,29.2,7.9,14.4,90.9,,90.9
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,LR,Part Time,6,"26,750",,415,"1,231","28,396",,"28,396",51.3,,1.1,1.2,53.7,,53.7
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,MB,Full Time,233,"895,646","297,442","13,640","217,459","1,424,187",,"1,424,187",414.1,157.7,8.7,127.1,707.6,,707.6
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,MB,Part Time,233,"188,674","8,742","1,381","16,988","215,785",,"215,785",186.0,6.0,0.9,13.2,206.1,,206.1
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,VP,Full Time,47,"9,574","3,785",,"3,106","16,465",,"16,465",7.5,2.0,,1.7,11.1,,11.1
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,VP,Part Time,47,"1,082",,,,"1,082",,"1,082",0.7,,,,0.7,,0.7
VA,Transportation District Commission of Hampton Roads(HRT),30083,3083,Authority,Full Reporter: Operating,Over 1 million,250-499,Total,,286,"1,200,474","364,956","31,890","263,303","1,860,623",,"1,860,623",699.0,194.9,18.6,157.7,"1,070.2",,"1,070.2"
VA,Williamsburg Area Transit Authority(WATA),30076,3076,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Full Time,4,"7,429",,,"1,706","9,135",,"9,135",4.0,,,1.0,5.0,,5.0
VA,Williamsburg Area Transit Authority(WATA),30076,3076,Authority,Full Reporter: Operating,"Under 200,000",25-49,DR,Part Time,4,851,,,,851,,851,1.0,,,,1.0,,1.0
VA,Williamsburg Area Transit Authority(WATA),30076,3076,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Full Time,23,"59,430",,,"10,237","69,667",,"69,667",36.0,,,7.0,43.0,,43.0
VA,Williamsburg Area Transit Authority(WATA),30076,3076,Authority,Full Reporter: Operating,"Under 200,000",25-49,MB,Part Time,23,"20,420",,,"1,182","21,602",,"21,602",31.0,,,1.0,32.0,,32.0
VA,Williamsburg Area Transit Authority(WATA),30076,3076,Authority,Full Reporter: Operating,"Under 200,000",25-49,Total,,27,"88,130",,,"13,125","101,255",,"101,255",72.0,,,9.0,81.0,,81.0
VT,Chittenden County Transportation Authority(CCTA),10066,1066,Authority,Full Reporter: Operating,"Under 200,000",50-99,CB,Full Time,14,"23,417","11,837",96,"3,985","39,335",311,"39,646",12.0,6.0,0.1,2.4,20.4,0.2,20.6
VT,Chittenden County Transportation Authority(CCTA),10066,1066,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Full Time,40,"128,055","26,296",511,"21,792","176,654","1,701","178,355",63.0,13.0,0.3,12.6,88.9,0.8,89.7
VT,Chittenden County Transportation Authority(CCTA),10066,1066,Authority,Full Reporter: Operating,"Under 200,000",50-99,MB,Part Time,40,549,,,,549,,549,2.0,,,,2.0,,2.0
VT,Chittenden County Transportation Authority(CCTA),10066,1066,Authority,Full Reporter: Operating,"Under 200,000",50-99,Total,,54,"152,021","38,133",607,"25,777","216,538","2,012","218,550",77.0,19.0,0.3,15.0,111.3,1.0,112.3
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,DR,Full Time,60,"150,489","21,748","2,330","18,721","193,288",,"193,288",83.0,12.4,1.3,10.3,107.0,,107.0
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,DR,Part Time,60,"20,329",140,,"1,849","22,318",,"22,318",26.0,0.4,,3.9,30.3,,30.3
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Full Time,51,"164,995","24,817","2,636","21,183","213,631",,"213,631",92.0,14.1,1.5,11.7,119.2,,119.2
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,MB,Part Time,51,"22,684",160,,"2,092","24,936",,"24,936",30.0,1.0,,4.0,35.0,,35.0
WA,Ben Franklin Transit(BFT),00018,0018,Authority,Full Reporter: Operating,"200,000 - 1 million",250-499,VP,Full Time,279,"7,106","4,497",449,"3,608","15,660",,"15,660",4.0,2.6,0.3,2.0,8.8,,8.8
