5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"30,974",,,,"126,695",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"747,946",,,,,,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,DR,DO,,,,,,,,,"17,379",,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Urban,MB,DO,0,,,,"96,085",,,,"17,205",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"49,599",,,,"112,481",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,DO,0,,,,"16,825",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"43,628",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,DO,"17,176",,,,0,,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,"728,127",,,,0,,,,,,,,,,
50042,5042,East Chicago Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"5,331",,,,,,
50042,5042,East Chicago Transit,Full Reporter,Urban,MB,DO,0,,,,"32,421",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,0,,"3,936",,"84,878",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,0,,,,"198,049",,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,"47,182",,,,0,,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,"289,575",,,,0,,,,,,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,"21,275",,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,,"200,237",,,,,,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,"30,236",,,,0,,,,"21,936",,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,"311,985",,,,0,,,,,,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,0,,,,"339,898",,,,"14,643",,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"1,742,613","1,304,184",,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,0,,"16,009",,"2,875",,,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,"204,250",,"273,093",,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,"31,103",,,,0,,,,"14,353",,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,"185,023",,"250,783",,0,,,,,,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Urban,MB,DO,0,,,,"40,865",,,,"39,046",,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Urban,DR,DO,0,,,,"5,589",,,,"4,010",,,,,,
50054,5054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,0,,,,"22,228",,,,,,,,"17,668",,
50054,5054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,"177,450",,,,0,,,,,,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"67,406",,,,"68,465",,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,"545,386",,,,0,,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"28,106",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,0,,"493,025",,"88,044",,,,"18,466",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"12,950",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,0,,,,"9,652",,,,,,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,0,,,,"71,719",,,,"29,917",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,0,,,,"330,052",,,,,,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,"16,960",,,,0,,,,"48,731",,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,"176,415",,"246,248",,0,,,,,,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"32,084",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"2,617",,,,"26,821",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,"774,675",,,,0,,,,,,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"22,937",,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Urban,MB,DO,"213,681",,,,0,,,,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"440,132,268",,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"16,595,000","78,473",,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter,Urban,DR,DO,0,,,,"17,846",,,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter,Urban,MB,DO,0,,,,"118,788",,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Urban,DR,PT,"22,905",,,,0,,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Urban,MB,PT,"279,193",,,,0,,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,CB,PT,0,,,,"135,546",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,DO,0,,,,"18,273",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,PT,0,,,,"3,406",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,MB,DO,0,,,,"189,282",,,,,,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Urban,DR,PT,0,,,,"4,441",,,,"37,614",,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Urban,MB,DO,0,,,,"137,028",,,,,,,,,,
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter,Urban,DR,DO,,,,,,,,,"20,607",,,,,,
50104,5104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,,,,,,,"20,912,500",,,,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,"25,145",,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,,"288,675",,,,"7,600",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,VP,DO,,,,,,,,,"717,690",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,0,,,,"258,694",,,,"432,059",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,DO,0,,,,"20,648",,,,"10,051",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,DO,0,,"167,597",,"5,443,785",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,PT,0,,,,"371,356",,,,,,,,,,
50117,5117,Laketran,Full Reporter,Urban,DR,DO,0,,,,"223,252",,,,"10,157",,,,,,
50117,5117,Laketran,Full Reporter,Urban,MB,DO,0,,,,"106,884",,,,"3,836",,,,,,
50117,5117,Laketran,Full Reporter,Urban,CB,DO,0,,,,"90,621",,,,,,,,,,
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Full Reporter,Urban,CR,DO,0,,,,"25,760,341",,"71,319,130",,,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,0,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Urban,MB,DO,0,,,,"3,075,299",,,,,,,,,,
50131,5131,"Opportunity Enterprises, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"56,230",,,,,,
50141,5141,Detroit Transportation Corporation,Full Reporter,Urban,MG,DO,,,,,,,"4,344,000",,,,,,,,
50143,5143,Brunswick Transit Alternative,Full Reporter,Urban,MB,DO,0,,,,"11,701",,,,,,,,,,
50145,5145,City of Kokomo,Full Reporter,Urban,DR,DO,0,,,,"14,975",,,,"41,896",,,,,,
50145,5145,City of Kokomo,Full Reporter,Urban,MB,DO,0,,,,"25,005",,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,VP,DO,,,,,,,,,"57,434",,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,DR,PT,"76,966",,,,0,,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,MB,PT,"883,551",,,,0,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,PT,0,,"26,088",,266,,,,"102,303",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,CB,DO,,,"20,097",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,DO,,,"243,866",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,MB,DO,0,,"87,490",,"2,955",,,,,,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,"18,310",,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Urban,MB,PT,0,,,,"98,002",,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,DR,PT,"13,476",,,,0,,,,"311,834",,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,VP,PT,,,,,,,,,"79,674",,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,MB,PT,"601,842",,,,0,,,,,,,,,,
50155,5155,Metro Mobility,Full Reporter,Urban,DR,PT,,,,,,,,,"2,970,962",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,DR,DO,0,,,,59,,,,"54,755",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"14,445",,,,"35,548",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"62,699",,,,600,,,,,,
50158,5158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,MB,DO,"282,276",,,,0,,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"3,486",,,,"16,848",,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,CB,PT,0,,,,"38,549",,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,MB,PT,0,,,,"180,799",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter,Urban,DR,PT,0,,,,"20,122",,,,"82,535",,,,,,
50160,5160,Washington County Transit,Full Reporter,Urban,CB,PT,0,,,,"74,287",,,,,,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Urban,DR,PT,,,,,,,,,"84,313",,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Urban,CB,DO,0,,,,"60,899",,,,,,,,,,
50163,5163,Licking County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"39,452",,,,"128,266",,,,,,
50165,5165,Greene County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"6,538",,,,"151,284",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,DR,PT,,,,,,,,,"57,387",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,DR,DO,"6,756",,,,"16,777",,,,"21,488",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,MB,DO,"4,504",,,,"11,184",,,,"14,325",,,,,,
50167,5167,"South Lake County Community Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"44,915",,,,,,
50169,5169,Miami County Public Transit,Full Reporter,Urban,DR,PT,0,,,,699,,,,"57,650",,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"33,204",,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,DR,PT,0,,,,"236,129",,,,"3,421,902",,,,,,
50183,5183,City of Valparaiso,Full Reporter,Urban,MB,PT,,,,,,,,,"25,699",,,,,,
50183,5183,City of Valparaiso,Full Reporter,Urban,CB,PT,0,,,,"35,364",,,,,,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"26,577",,,,"43,945",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"24,268",,,,"40,128",,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"39,081",,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter,Urban,VP,DO,,,,,,,,,"474,339",,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"25,562",,,,"73,488",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Urban,DR,DO,0,,,,"24,551",,,,"11,727",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Urban,MB,DO,0,,,,"9,883",,,,"3,479",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Urban,MB,DO,,,,,,,,,"43,588",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Urban,DR,DO,0,,,,194,,,,"22,384",,,,,,
50211,5211,Rides Mass Transit District,Full Reporter,Urban,MB,DO,"21,687",,,,"175,466",,,"31,503","283,524",,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Urban,MB,PT,0,,,,"115,273",,,,"13,044",,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Urban,DR,DO,,,,,,,,"1,577",692,,,,,,
50516,5219,City of Plymouth,Full Reporter,Urban,DR,PT,0,,,,0,,,,"39,507",,,,,,
50516,5219,City of Plymouth,Full Reporter,Urban,MB,PT,0,,,,"168,313",,,,"14,733",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Urban,DR,PT,,,,,,,,,"33,476",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Urban,MB,PT,0,,,,"3,434",,,,,,,,,,
50518,5221,SouthWest Transit,Full Reporter,Urban,DR,PT,0,,,,"22,669",,,,"8,084",,,,,,
50518,5221,SouthWest Transit,Full Reporter,Urban,MB,PT,0,,,,"433,891",,,,,,,,,,
50519,5222,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT,"1,140,512",,,,0,,,,"21,161",,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Urban,MB,DO,,,"2,820,968",,,,,,"7,516",,,0,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Urban,DR,PT,,,"365,300",,,,,,0,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"9,606",,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,0,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO,,,"264,261",,,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO,,,"1,843,786",,,,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,DR,PT,0,,,,"168,656",,,,"1,728,024",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,VP,PT,,,,,,,,,"627,870",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,MB,DO,0,,"883,721",,"7,032,134",,,,"144,810",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,CB,DO,0,,,,"1,865,878",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,CB,PT,0,,,,"568,057",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,LR,DO,,,,,,,"23,258,759",,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Full Reporter,Urban,MB,PT,0,,,,"1,542,860",,,,,,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO,0,,,,"34,889",,,,"2,012",,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO,0,,"294,073",,"314,739",,,,,,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Urban,DR,DO,0,,,,"17,951",,,,"93,163",,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Urban,MB,DO,0,,,,"452,598",,,,,,,,,,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"378,244",,,,"246,870",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"298,480",,,,,,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"140,857",,,,"722,945",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,"483,381",,"6,544,406","38,800",,,,,,,"130,537",,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Urban,DR,DO,0,,,,"54,252",,,,"3,599",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Urban,MB,DO,0,,,,"169,768",,,,,,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,CB,PT,0,,,,"23,935",,,,"70,664",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,DR,DO,0,,,,"2,926",,,,"33,057",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,MB,DO,0,,,,"225,209",,,,"8,981",,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Urban,DR,PT,0,,,,"32,968",,,,,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Urban,MB,PT,0,,"261,950",,562,,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,PT,,,"10,928",,,,,,"9,874",,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO,0,,,,"72,116",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT,0,,,,"4,935",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO,0,,"27,610",,"648,001",,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT,0,,"265,993",,0,,,,"3,433",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO,0,,"250,816",,"328,084",,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT,,,"23,794",,,,,,,,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Urban,DR,DO,,,,,,,,,"287,813",,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Urban,MB,DO,,,"375,991",,"1,288,218",,,,,,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Urban,DR,PT,0,,,,"11,192",,,,"105,539",,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"771,282",,,,,,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Urban,DR,DO,,,"11,045",,,,,,"51,317",,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Urban,MB,DO,0,,"251,124",,"320,662",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,PT,"50,472",,,,0,,,,"130,822",,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT,0,,,,"195,415",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,PT,"1,653,856",,,,0,,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,,"4,481,160",,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"61,683",,,,"27,402",,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,MB,DO,0,,"210,535",,"469,593",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"424,320",,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"22,387",,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Urban,MB,DO,0,,"279,348",,"128,829",,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Urban,DR,DO,0,,,,"48,879",,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Urban,MB,PT,0,,"7,210",,"6,172",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"329,634",,,,"280,311",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"124,054",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"4,500,233",,,,"22,213",,,,"2,184",,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"334,486",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT,0,,,,"160,418",,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"23,070",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,0,,,,"8,453",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,"280,548",,,,,,0,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,"636,606",,"374,492",,,,0,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT,0,,"67,821",,0,,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"197,210",,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT,0,,,,"1,255,687",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT,0,,"461,170",,"19,317",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,LR,DO,,,,,,,"120,155,681",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,MB,DO,0,,"7,886,622",,"380,044",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,SR,DO,,,,,,,"191,829",,,,,,,,
60059,6059,Brazos Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"134,089",,,,,,
60059,6059,Brazos Transit District,Full Reporter,Urban,MB,DO,0,,,,"123,651",,,,"2,954",,,,0,,
60072,6072,Ozark Regional Transit,Full Reporter,Urban,MB,DO,0,,"13,526",,"69,866",,,,"44,759",,,,,,
60072,6072,Ozark Regional Transit,Full Reporter,Urban,DR,DO,0,,270,,135,,,,"32,544",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Urban,DR,DO,,,"18,904",,,,,,"9,632",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Urban,MB,DO,0,,"212,854",,"2,177",,,,,,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Urban,MB,DO,0,,,,"20,757",,,,"74,848",,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Urban,DR,DO,0,,,,"1,493",,,,"21,518",,,,,,
60084,6084,"Ft.Worth - vRide, Inc.",Full Reporter,Urban,VP,DO,,,,,,,,,"168,297",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Urban,DR,PT,,,,,"3,193",,,,"75,182",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Urban,MB,PT,,,,,"413,989",,,,,,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,MB,DO,0,,,,"55,251",,,,"57,083",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,CB,DO,0,,,,"10,718",,,,"56,995",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,DR,DO,0,,,,"6,195",,,,"10,113",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Urban,DR,DO,0,,,,"191,904",,,,"100,264",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Urban,MB,DO,0,,,,"188,192",,,,91,,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"295,151",,,,"86,019",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"59,515",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"39,271",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,YR,PT,0,,,,"386,622",,,,,,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Urban,DR,DO,0,,,,"2,088",,,,"135,345",,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Urban,MB,DO,0,,,,"27,616",,,,"4,241",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,DR,PT,0,,,,"107,096",,,,"12,532",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,MB,PT,0,,,,"25,262",,,,"2,956",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,CB,PT,0,,,,"118,301",,,,,,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,DR,PT,0,,,,0,,,,"41,134",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"65,184",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,DO,,,,,,,,,"7,709",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,MB,DO,,,,,,,,,"4,110",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,PT,0,,,,"47,135",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CR,PT,0,,,,"1,070,479",,,,,,,,,,
60114,6114,STAR Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"277,060",,,,0,,
60114,6114,STAR Transit,Full Reporter,Urban,CB,DO,,,,,,,,,"21,312",,,,,,
60114,6114,STAR Transit,Full Reporter,Urban,MB,DO,,,,,,,,,"6,089",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Urban,DR,DO,,,,,,,,,"15,684",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Urban,FB,DO,0,,,,"324,000",,,,,,,,,,
