5 Digit NTD ID,Legacy NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Vehicle Operations Hours Worked,Full Time Vehicle Maintenance Hours Worked,Full Time Non-Vehicle Maintenance Hours Worked,Full Time General Administration Maintenance Hours Worked,Total Full Time Operating Labor Hours Worked,Total Full Time Capital Labor Hours Worked,Total Full Time Hours Worked,Full Time Vehicle Operations Employee Count,Full Time Vehicle Maintenance Employee Count,Full Time Non-Vehicle Maintenance Employee Count,Full Time General Administration Employee Count,Total Full Time Operating Employee Count,Total Full Time Capital Employee Count,Total Full Time Employee Count,Part Time Vehicle Operations Hours Worked,Part Time Vehicle Maintenance Hours Worked,Part Time Non-Vehicle Maintenance Hours Worked,Part Time General Administration Hours Worked,Total Part Time Operating Labor Hours Worked,Total Part Time Capital Labor Hours Worked,Total Part Time Hours Worked,Part Time Vehicle Operations Employee Count,Part Time Vehicle Maintenance Employee Count,Part Time Non-Vehicle Maintenance Employee Count,Part Time General Administration Employee Count,Total Part Time Operating Employee Count,Total Part Time Capital Employee Count,Total Part Time Employee Count
40046,4046,Sarasota County Area Transit,Full Reporter,Urban,CB,DO,"20,103","2,171","1,277","2,194","25,745",,"25,745",9.8,0.9,0.5,0.9,12.1,,12.1,,,,,0,,0,,,,,0.0,,0.0
40047,4047,Athens Transit System,Full Reporter,Urban,MB,DO,"71,352","16,304","5,597","4,999","98,252",,"98,252",38.1,8.1,3.6,2.7,52.5,,52.5,"26,881",,"1,563",675,"29,119",,"29,119",20.7,,0.9,,21.6,,21.6
40047,4047,Athens Transit System,Full Reporter,Urban,DR,DO,"8,702","1,812",622,555,"11,691",,"11,691",3.9,0.9,0.4,0.3,5.5,,5.5,"2,182",,174,75,"2,431",,"2,431",1.3,,0.1,,1.4,,1.4
40051,4051,Chapel Hill Transit,Full Reporter,Urban,MB,DO,"274,690","49,227","2,155","24,122","350,194",,"350,194",132.0,24.4,1.0,11.5,168.9,,168.9,"1,431",,"1,334",,"2,765",,"2,765",0.8,,0.8,,1.6,,1.6
40051,4051,Chapel Hill Transit,Full Reporter,Urban,DR,DO,"47,022","9,335",341,"4,457","61,155",,"61,155",23.0,4.6,0.2,2.5,30.3,,30.3,"1,556",,154,,"1,710",,"1,710",0.8,,0.1,,0.9,,0.9
40053,4053,Greenville Transit Authority,Full Reporter,Urban,MB,DO,"70,739","16,861","2,025","25,638","115,263",,"115,263",41.0,6.9,0.9,15.0,63.8,,63.8,"4,987",,,,"4,987",,"4,987",7.0,,,,7.0,,7.0
40053,4053,Greenville Transit Authority,Full Reporter,Urban,DR,DO,"9,969","1,269",152,"5,215","16,605",,"16,605",9.0,0.6,0.1,3.0,12.7,,12.7,,,,,0,,0,,,,,0.0,,0.0
40057,4057,Jackson Transit Authority,Full Reporter,Urban,MB,DO,"38,885","8,002",,"4,060","50,947",,"50,947",21.3,4.2,,2.1,27.6,,27.6,"2,511",923,,,"3,434",,"3,434",1.2,0.7,,,1.9,,1.9
40057,4057,Jackson Transit Authority,Full Reporter,Urban,DR,DO,"14,671","3,430",,"1,740","19,841",,"19,841",6.8,1.8,,0.9,9.5,,9.5,"1,507",396,,,"1,903",,"1,903",0.8,0.3,,,1.1,,1.1
40058,4058,City of Rome Transit Department,Full Reporter,Urban,MB,DO,"51,356","13,985","1,917","15,085","82,343",,"82,343",26.0,8.0,1.0,10.0,45.0,,45.0,"3,401","1,298",,"1,421","6,120",,"6,120",3.0,3.0,,1.0,7.0,,7.0
40058,4058,City of Rome Transit Department,Full Reporter,Urban,DR,DO,"10,033","1,704","1,722","1,558","15,017",,"15,017",6.0,1.0,1.0,1.0,9.0,,9.0,"2,107",,217,264,"2,588",,"2,588",2.0,,1.0,1.0,4.0,,4.0
40063,4063,Space Coast Area Transit,Full Reporter,Urban,MB,DO,"116,600",,,"9,840","126,440",,"126,440",53.0,,,5.0,58.0,0.0,58.0,"7,000",,,,"7,000",0,"7,000",7.0,,,,7.0,0.0,7.0
40063,4063,Space Coast Area Transit,Full Reporter,Urban,DR,DO,"57,120",,,"5,960","63,080",,"63,080",28.0,,,3.0,31.0,,31.0,"7,650",,,,"7,650",,"7,650",7.5,,,,7.5,,7.5
40068,4068,Northwest Alabama Council of Local Governments,Full Reporter,Urban,DR,DO,"7,171",,,"3,505","10,676",,"10,676",4.0,,,2.0,6.0,,6.0,"32,570",,,600,"33,170",,"33,170",32.0,,,1.0,33.0,,33.0
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,MB,DO,"35,125","4,084",308,"2,461","41,978",,"41,978",17.9,2.0,0.2,1.2,21.3,,21.3,"16,959",609,209,227,"18,004",,"18,004",12.7,2.1,0.1,0.2,15.1,,15.1
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Full Reporter,Urban,DR,DO,"34,294","2,015",148,"2,544","39,001",,"39,001",17.1,1.1,0.1,1.4,19.6,,19.6,"14,119",45,,239,"14,403",,"14,403",10.3,1.8,,0.2,12.3,,12.3
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,MB,DO,"104,391","5,695","1,174","7,426","118,686",,"118,686",57.2,3.8,0.8,5.0,66.8,,66.8,,,,,0,,0,,,,,0.0,,0.0
40074,4074,Pasco County Public Transportation,Full Reporter,Urban,DR,DO,"21,664",654,366,"1,052","23,736",,"23,736",11.9,0.4,0.2,0.7,13.3,,13.3,,,,,0,,0,,,,,0.0,,0.0
40082,4082,Douglas County Rideshare,Full Reporter,Urban,DR,DO,"7,680",,,0,"7,680",,"7,680",4.0,,,0.0,4.0,,4.0,"1,157",,,800,"1,957",,"1,957",2.0,,,0.5,2.5,,2.5
40082,4082,Douglas County Rideshare,Full Reporter,Urban,VP,DO,"2,000","1,832",,"3,496","7,328",,"7,328",1.0,1.0,,2.0,4.0,,4.0,,,,"3,276","3,276",,"3,276",,,,3.0,3.0,,3.0
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,MB,DO,"663,555","342,192","113,076","182,126","1,300,949",,"1,300,949",354.0,188.0,67.0,104.0,713.0,,713.0,,,,,0,,0,,,,,0.0,,0.0
40086,4086,Metropolitan Bus Authority,Full Reporter,Urban,DR,DO,"154,377","20,518","6,205","10,629","191,729",,"191,729",85.0,13.0,3.0,7.0,108.0,,108.0,,,,,0,,0,,,,,0.0,,0.0
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,DR,DO,"69,929",,,"10,668","80,597",,"80,597",36.8,,,6.0,42.8,,42.8,,,,,0,,0,,,,,0.0,,0.0
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter,Urban,MB,DO,"33,459",,,"16,192","49,651",,"49,651",17.8,,,8.3,26.0,,26.0,"4,117",,,,"4,117",,"4,117",6.0,,,,6.0,,6.0
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,DR,DO,"18,300","3,198",,"4,482","25,980",,"25,980",9.6,1.6,,2.2,13.4,,13.4,"4,424",955,428,203,"6,010",,"6,010",2.8,0.6,0.3,0.6,4.4,,4.4
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,MB,DO,"14,900","5,197",,"7,283","27,380",,"27,380",7.2,2.6,,3.6,13.4,,13.4,"6,745","1,552",695,330,"9,322",,"9,322",4.3,1.0,0.5,1.0,6.9,,6.9
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter,Urban,CB,DO,"8,519","1,599",,"2,241","12,359",,"12,359",5.3,0.8,,1.1,7.2,,7.2,"4,133",477,214,101,"4,925",,"4,925",3.6,0.3,0.2,0.3,4.4,,4.4
40103,4103,Wiregrass Transit Authority,Full Reporter,Urban,DR,DO,"21,713",,,"1,817","23,530",,"23,530",21.0,,,0.9,21.9,,21.9,"6,375",,338,,"6,713",,"6,713",14.0,,1.0,,15.0,,15.0
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,MB,DO,"171,069","39,697",,"24,162","234,928",,"234,928",88.0,21.0,,16.5,125.5,,125.5,"9,612",,,"3,057","12,669",,"12,669",15.0,,,2.0,17.0,,17.0
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,DR,DO,"51,857","5,223",,"6,041","63,121",,"63,121",22.0,3.0,,4.0,29.0,,29.0,"1,600",,,764,"2,364",,"2,364",2.0,,,1.0,3.0,,3.0
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter,Urban,VP,DO,"7,347","7,313",,"20,135","34,795",,"34,795",4.0,4.0,,13.5,21.5,,21.5,,,,"2,548","2,548",,"2,548",,,,2.0,2.0,,2.0
40129,4129,Charlotte County Transit Division,Full Reporter,Urban,VP,DO,,,,,0,,0,,,,,0.0,,0.0,"1,822",132,20,"1,218","3,192",,"3,192",1.0,0.2,0.1,0.8,2.0,,2.0
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter,Urban,VP,DO,,,,"6,105","6,105",,"6,105",,,,4.0,4.0,,4.0,,,,693,693,,693,,,,1.0,1.0,,1.0
40153,4153,"vRide, Inc. - Atlanta",Full Reporter,Urban,VP,DO,,,,"8,474","8,474",,"8,474",,,,6.0,6.0,,6.0,,,,"3,470","3,470",,"3,470",,,,3.0,3.0,,3.0
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter,Urban,DR,DO,"88,863",,,,"88,863",0,"88,863",44.0,,,,44.0,0.0,44.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,DR,DO,"48,351","5,933",,"12,237","66,521",,"66,521",25.0,3.0,,7.0,35.0,,35.0,"26,165",,,,"26,165",,"26,165",20.0,,,,20.0,,20.0
40172,4172,Western Piedmont Regional Transit Authority,Full Reporter,Urban,MB,DO,"23,815","2,475",,"4,983","31,273",,"31,273",12.0,1.3,,3.0,16.3,,16.3,"11,807",,,,"11,807",,"11,807",9.0,,,,9.0,,9.0
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter,Urban,VP,DO,,,,"6,629","6,629",,"6,629",,,,4.0,4.0,,4.0,,,,61,61,,61,,,,1.0,1.0,,1.0
40175,4175,Puerto Rico Maritime Transport Authority,Full Reporter,Urban,FB,DO,"190,685","125,368","19,370","72,020","407,443",,"407,443",113.0,68.0,13.0,37.0,231.0,,231.0,,,,,0,,0,,,,,0.0,,0.0
40178,4178,The Transportation Management Association Group,Full Reporter,Urban,VP,DO,508,258,50,"1,199","2,015",,"2,015",0.3,0.1,0.0,0.7,1.1,,1.1,,,,,0,,0,,,,,0.0,,0.0
40180,4180,University of Georgia Transit System,Full Reporter,Urban,MB,DO,"93,134","18,520",,"7,921","119,575",,"119,575",49.1,11.0,,3.7,63.7,,63.7,"120,799",,,465,"121,264",,"121,264",159.5,,,1.8,161.3,,161.3
40180,4180,University of Georgia Transit System,Full Reporter,Urban,DR,DO,"5,908","1,785",,763,"8,456",,"8,456",2.9,1.1,,0.4,4.3,,4.3,"10,199",,,45,"10,244",,"10,244",31.5,,,0.2,31.7,,31.7
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,DR,DO,"100,078","2,345","2,167","12,345","116,935",,"116,935",84.0,1.0,1.0,6.0,92.0,,92.0,"9,387",0,,,"9,387",,"9,387",8.0,0.0,,,8.0,,8.0
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,MB,DO,"9,822",81,223,"1,050","11,176",,"11,176",6.0,0.0,0.1,0.5,6.7,,6.7,,,,"3,250","3,250",,"3,250",,,,4.5,4.5,,4.5
40191,4191,Transit Authority of Central Kentucky,Full Reporter,Urban,VP,DO,0,260,235,965,"1,460",0,"1,460",0.0,0.2,0.2,0.5,0.8,0.0,0.8,,,,,0,,0,0.0,,,,0.0,,0.0
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter,Urban,VP,DO,744,,,"8,439","9,183",,"9,183",0.5,,,5.5,6.0,,6.0,,,,,0,,0,,,,,0.0,,0.0
40203,4203,Enterprise Rideshare,Full Reporter,Urban,VP,DO,,,,"3,988","3,988",,"3,988",,,,2.0,2.0,,2.0,,,,,0,,0,,,,,0.0,,0.0
40208,4208,City of Clemson/ Clemson Area Transit,Full Reporter,Urban,MB,DO,"22,069","8,198",,"11,314","41,581",,"41,581",12.0,4.0,,6.0,22.0,,22.0,"39,039",,,336,"39,375",,"39,375",51.0,,,2.0,53.0,,53.0
40230,4230,City of Atlanta - Department of Public Works - Transit Division,Full Reporter,Urban,SR,DO,"25,143","8,966","3,984","14,286","52,379",,"52,379",17.0,7.0,2.0,9.0,35.0,,35.0,939,,,,939,,939,1.0,,,,1.0,,1.0
40244,,"Spartanburg Regional Health Services, Inc.",Full Reporter,Urban,DR,DO,"88,240",,,"22,464","110,704",,"110,704",45.0,0.0,0.0,12.0,57.0,,57.0,"14,334",,,936,"15,270",,"15,270",9.0,,,1.0,10.0,,10.0
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Urban,DR,DO,"61,290",,,"17,595","78,885",,"78,885",31.0,,,9.0,40.0,,40.0,"13,258",,,"2,024","15,282",,"15,282",14.0,,,2.0,16.0,,16.0
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Full Reporter,Urban,MB,DO,"16,496",,,"17,584","34,080",,"34,080",7.0,,,9.0,16.0,,16.0,"1,290",,,"1,951","3,241",,"3,241",2.0,,,2.0,4.0,,4.0
40258,,"The Looper Group, Inc.",Full Reporter,Urban,MB,DO,"1,945",,,"2,822","4,767",,"4,767",1.0,,,1.5,2.5,,2.5,"5,294",0,804,,"6,098",,"6,098",7.3,0.0,2.3,,9.5,,9.5
40259,,"Jolley Trolley Transportation of Clearwater, Inc.",Full Reporter,Urban,MB,DO,"10,500","1,800","1,880","4,100","18,280",,"18,280",5.0,1.0,1.0,2.0,9.0,,9.0,,,,,0,,0,,,,,0.0,,0.0
40928,4R01-005,Baldwin County Commission,Full Reporter,Urban,DR,DO,"46,458","1,873",,"6,033","54,364",,"54,364",27.0,1.5,,4.5,33.0,,33.0,"12,145",,,,"12,145",,"12,145",14.0,,,,14.0,,14.0
40928,4R01-005,Baldwin County Commission,Full Reporter,Urban,CB,DO,"5,145",727,,791,"6,663",,"6,663",3.0,0.5,,0.5,4.0,,4.0,"1,349",,,,"1,349",,"1,349",1.0,,,,1.0,,1.0
41068,4R02-028,Flagler Co. Public Transportation,Full Reporter,Urban,DR,DO,"53,664",,,"4,160","57,824",,"57,824",24.0,,,2.0,26.0,,26.0,"7,488",0,,,"7,488",,"7,488",6.0,0.0,,,6.0,,6.0
41105,4R04-020,"Audubon Area Community Services, Inc.",Full Reporter,Urban,DR,DO,"122,764","8,068","3,835","13,787","148,454",0,"148,454",70.0,6.0,2.0,9.0,87.0,0.0,87.0,"36,696",,0,"1,186","37,882",,"37,882",55.0,,0.0,3.0,58.0,,58.0
50001,5001,City of Appleton - Valley Transit,Full Reporter,Urban,MB,DO,"75,901","7,969",,"13,580","97,450",,"97,450",38.0,4.0,,7.0,49.0,,49.0,"3,308","3,934",,,"7,242",,"7,242",6.0,6.0,,,12.0,,12.0
50002,5002,Green Bay Metro,Full Reporter,Urban,MB,DO,"96,915","17,954",,"5,044","119,913",,"119,913",46.0,10.0,,3.0,59.0,,59.0,,,"1,401","1,453","2,854",,"2,854",0.0,0.0,1.0,2.0,3.0,,3.0
50003,5003,Kenosha Transit,Full Reporter,Urban,MB,DO,"53,186","13,400","1,000","11,173","78,759",,"78,759",30.0,6.5,0.5,6.7,43.7,,43.7,"23,612","2,005","1,200","1,351","28,168",,"28,168",24.0,2.0,1.2,1.5,28.7,,28.7
50003,5003,Kenosha Transit,Full Reporter,Urban,SR,DO,"2,500","2,000",0,550,"5,050",,"5,050",1.5,1.0,0.0,0.3,2.8,,2.8,350,,250,,600,,600,0.5,,0.2,,0.7,,0.7
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter,Urban,MB,DO,"57,865","11,003",450,"6,051","75,369",150,"75,519",38.0,6.3,0.3,3.5,48.1,0.1,48.2,"3,950",,,,"3,950",,"3,950",6.0,,,,6.0,,6.0
50005,5005,Metro Transit System,Full Reporter,Urban,MB,DO,"562,523","132,441","17,061","59,516","771,541",,"771,541",304.0,66.7,10.0,33.6,414.3,,414.3,"18,545",,,"10,669","29,214",,"29,214",31.0,,,7.0,38.0,,38.0
50005,5005,Metro Transit System,Full Reporter,Urban,DR,DO,"37,089","2,703",86,"2,395","42,273",,"42,273",20.0,1.3,0.1,1.4,22.8,,22.8,,,,,0,,0,,,,,0.0,,0.0
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,MB,DO,"72,649","12,797","1,207","12,846","99,499",,"99,499",41.4,6.9,0.6,7.0,55.9,,55.9,"21,832","1,413",,,"23,245",,"23,245",19.0,1.0,,,20.0,,20.0
50006,5006,Belle Urban System - Racine,Full Reporter,Urban,DR,DO,"1,756",490,162,"1,719","4,127",,"4,127",0.9,0.3,0.1,0.9,2.2,,2.2,"12,162","1,413",,,"13,575",,"13,575",9.0,1.0,,,10.0,,10.0
50008,5008,Milwaukee County Transit System,Full Reporter,Urban,MB,DO,"1,896,577","289,502","32,847","128,386","2,347,312",,"2,347,312",768.5,152.9,13.8,77.5,"1,012.7",,"1,012.7",,,,,0,,0,,,,,0.0,,0.0
50009,5009,GO Transit,Full Reporter,Urban,MB,DO,"36,857","6,644","1,852","8,023","53,376",,"53,376",21.0,4.0,1.0,4.0,30.0,,30.0,"1,480",,,,"1,480",,"1,480",1.0,,,,1.0,,1.0
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,MB,DO,"403,274","99,096","3,087","87,755","593,212",,"593,212",197.3,45.0,2.0,42.5,286.7,,286.7,,,,"2,120","2,120",,"2,120",,,,2.1,2.1,,2.1
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,DR,DO,"98,575","18,319","1,083","18,475","136,452",,"136,452",45.1,11.3,0.7,10.3,67.4,,67.4,"64,298",,,"2,206","66,504",,"66,504",41.0,,,1.5,42.5,,42.5
50010,5010,METRO Regional Transit Authority,Full Reporter,Urban,CB,DO,"13,578","3,581",446,"1,900","19,505",,"19,505",6.7,1.9,0.3,1.3,10.1,,10.1,,,,202,202,,202,,,,0.2,0.2,,0.2
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"189,051","33,930","3,179","22,808","248,968",,"248,968",99.0,18.5,2.0,12.5,132.0,,132.0,,,,,0,,0,,,,,0.0,,0.0
50011,5011,Stark Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"116,934","17,479","1,638","11,750","147,801",,"147,801",64.0,9.5,1.0,6.5,81.0,,81.0,,,,,0,,0,,,,,0.0,,0.0
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter,Urban,MB,DO,"1,100,378","332,852","50,859","146,311","1,630,400",,"1,630,400",502.0,169.0,26.0,80.0,777.0,,777.0,"1,965",,,"3,748","5,713",,"5,713",3.0,,,2.0,5.0,,5.0
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,MB,DO,"1,924,394","523,137","158,109","419,227","3,024,867",,"3,024,867",824.6,248.4,67.4,216.7,"1,357.1",,"1,357.1","187,846","40,033",,"5,149","233,028",,"233,028",144.8,27.4,,8.2,180.5,,180.5
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,DR,DO,"323,274","58,797","26,787","67,714","476,572",,"476,572",141.9,27.0,13.6,36.3,218.8,,218.8,"17,372",,"3,427",281,"21,080",,"21,080",15.7,,2.0,1.6,19.3,,19.3
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,HR,DO,"212,463","162,162","276,899","25,299","676,823",,"676,823",92.2,69.7,121.1,13.8,296.8,,296.8,"18,294",,,119,"18,413",,"18,413",14.0,,,0.5,14.4,,14.4
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,LR,DO,"99,796","47,315","80,792","17,709","245,612",,"245,612",43.9,20.3,35.3,9.7,109.2,,109.2,"7,669",,,83,"7,752",,"7,752",5.9,,,0.3,6.2,,6.2
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter,Urban,RB,DO,"62,763","17,548","5,917","15,809","102,037",,"102,037",28.5,8.6,2.5,8.6,48.1,,48.1,"6,209",929,,176,"7,314",,"7,314",4.7,0.6,,0.3,5.6,,5.6
50016,5016,Central Ohio Transit Authority,Full Reporter,Urban,MB,DO,"1,373,087","291,142","59,019","200,004","1,923,252",,"1,923,252",713.0,130.0,29.0,105.0,977.0,,977.0,"12,289",,,"21,184","33,473",,"33,473",8.0,,,19.0,27.0,,27.0
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,MB,DO,"586,237","107,666","23,929","76,153","793,985","2,227","796,212",276.1,51.0,13.3,44.0,384.4,1.1,385.5,,,,,0,,0,,,,,0.0,,0.0
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,DR,DO,"251,737","41,907","12,050","46,446","352,140","1,268","353,408",106.6,19.9,6.1,23.9,156.5,0.8,157.3,,,,,0,,0,,,,,0.0,,0.0
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter,Urban,TB,DO,"104,886","38,809","32,598","20,579","196,872",967,"197,839",51.6,19.3,18.9,11.7,101.5,0.6,102.1,,,,,0,,0,,,,,0.0,,0.0
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,MB,DO,"46,830","13,010","1,069","11,682","72,591","1,008","73,599",23.6,6.8,0.5,6.3,37.2,0.5,37.7,"62,040","1,411","4,725",917,"69,093",,"69,093",87.1,3.2,,0.5,90.8,,90.8
50021,5021,Portage Area Regional Transportation Authority,Full Reporter,Urban,DR,DO,"42,370","11,771",967,"10,569","65,677",912,"66,589",21.4,6.2,0.5,5.7,33.8,0.5,34.3,"21,836","1,277","4,275",830,"28,218",,"28,218",20.0,2.9,,0.5,23.4,,23.4
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,MB,DO,"334,047","55,909","6,117","19,905","415,978","1,172","417,150",145.0,29.0,3.0,10.7,187.7,0.7,188.4,"16,517","2,247","2,926","1,982","23,672",,"23,672",14.0,2.0,3.0,4.0,23.0,,23.0
50022,5022,Toledo Area Regional Transit Authority,Full Reporter,Urban,DR,DO,"150,419","13,013","2,298","8,361","174,091",577,"174,668",77.0,7.0,1.0,4.3,89.3,0.3,89.6,"23,353",,330,500,"24,183",,"24,183",16.0,,1.0,1.0,18.0,,18.0
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO,"120,367","26,569","1,944","8,302","157,182",,"157,182",57.0,14.7,0.9,4.5,77.1,,77.1,,,,,0,,0,,,,,0.0,,0.0
50024,5024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO,"39,111",558,194,923,"40,786",,"40,786",20.0,0.3,0.1,0.5,20.9,,20.9,,,,,0,,0,,,,,0.0,,0.0
50025,5025,Duluth Transit Authority,Full Reporter,Urban,MB,DO,"174,498","25,368","19,781","27,686","247,333",,"247,333",96.0,14.0,11.0,16.0,137.0,,137.0,"8,763",,,"3,474","12,237",,"12,237",11.0,,,3.0,14.0,,14.0
50027,5027,Metro Transit,Full Reporter,Urban,MB,DO,"3,519,770","819,276","248,885","414,548","5,002,479","56,017","5,058,496","1,738.0",405.0,123.0,204.0,"2,470.0",28.0,"2,498.0","592,228",432,50,"10,566","603,276","6,011","609,287",382.0,0.3,0.1,7.0,389.4,3.9,393.3
50027,5027,Metro Transit,Full Reporter,Urban,LR,DO,"375,812","186,382","171,846","490,905","1,224,945","130,947","1,355,892",180.6,89.6,82.6,237.0,589.8,63.0,652.8,"5,864",78,"1,030","1,795","8,767","6,350","15,117",3.8,0.1,1.0,1.2,6.1,4.0,10.1
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,MB,DO,"107,585","12,068","1,232","12,283","133,168",,"133,168",60.5,6.2,0.6,5.9,73.1,,73.1,"11,646","2,812","1,211","7,140","22,809",,"22,809",11.7,3.3,1.6,5.8,22.4,,22.4
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,DR,DO,"59,728","5,468",558,"5,554","71,308",,"71,308",33.2,2.8,0.3,2.7,39.0,,39.0,"8,746","1,274",314,"1,320","11,654",,"11,654",8.6,1.5,0.5,1.3,11.8,,11.8
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Urban,CB,DO,"6,681","1,320",135,"1,027","9,163",,"9,163",3.1,0.7,0.1,0.5,4.3,,4.3,"2,403",308,76,280,"3,067",,"3,067",5.7,0.4,0.1,0.2,6.4,,6.4
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,"68,602","15,807","3,900","15,211","103,520",,"103,520",34.0,9.0,2.0,8.0,53.0,,53.0,"13,641",,,,"13,641",,"13,641",12.0,,,,12.0,,12.0
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,"38,589","7,102","1,752","6,834","54,277",,"54,277",19.0,4.0,1.0,4.0,28.0,,28.0,,,,,0,,0,,,,,0.0,,0.0
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,MB,DO,"931,168","216,871","31,991","136,190","1,316,220",,"1,316,220",369.0,110.0,17.0,80.0,576.0,,576.0,,,,,0,,0,,,,,0.0,,0.0
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Urban,DR,DO,"317,640","28,867","6,480","45,857","398,844",,"398,844",148.0,19.0,4.0,28.0,199.0,,199.0,,,,,0,,0,,,,,0.0,,0.0
50032,5032,Mass Transportation Authority,Full Reporter,Urban,DR,DO,"300,841","17,811","12,478","34,778","365,908",169,"366,077",165.0,8.6,7.8,21.6,203.0,0.1,203.1,"79,526",,0,"5,023","84,549",,"84,549",80.0,,0.0,4.4,84.4,,84.4
50032,5032,Mass Transportation Authority,Full Reporter,Urban,MB,DO,"177,600","73,083","12,838","35,814","299,335",175,"299,510",95.0,38.0,8.1,22.2,163.3,0.1,163.4,"104,859",0,0,"5,172","110,031",,"110,031",88.0,,0.0,4.6,92.6,,92.6
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,MB,DO,"488,611","55,624","16,175","62,573","622,983",,"622,983",252.6,29.9,8.2,32.1,322.8,,322.8,"27,203",,,"1,787","28,990",,"28,990",9.8,0.0,,2.0,11.8,,11.8
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,RB,DO,"31,188","3,530","1,090","4,218","40,026",,"40,026",16.4,1.9,0.6,2.2,21.1,0.0,21.1,890,,,,890,,890,0.2,0.0,0.0,,0.2,0.0,0.2
50033,5033,Interurban Transit Partnership,Full Reporter,Urban,VP,DO,,0,909,"3,515","4,424",0,"4,424",0.0,0.0,0.5,1.6,2.1,,2.1,,,,,0,,0,0.0,0.0,0.0,0.0,0.0,,0.0
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,MB,DO,"31,909","11,426","2,549","6,574","52,458",,"52,458",18.0,6.0,1.0,4.0,29.0,,29.0,"8,423","1,506",,,"9,929",,"9,929",5.0,1.0,,,6.0,,6.0
50034,5034,City of Jackson Transportation Authority,Full Reporter,Urban,DR,DO,"20,616","7,383","1,647","4,248","33,894",,"33,894",11.0,4.0,1.0,2.0,18.0,,18.0,"5,442",973,,,"6,415",,"6,415",4.0,1.0,0.0,,5.0,,5.0
50035,5035,Kalamazoo Metro Transit System,Full Reporter,Urban,MB,DO,"104,427","27,603","1,173","5,580","138,783","2,008","140,791",72.9,18.8,,4.2,95.9,1.8,97.7,"3,622",,,750,"4,372",,"4,372",6.0,,,0.8,6.8,,6.8
