Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,60244,6R03-009,Golden Spread Rural Frontier Coalition(RFE),Active,Rural Reporter,Clayton,NM,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,936,,,,,,,,,,
2017,60246,6R01-002,Central Arkansas Development Council(CADC/SCAT),Active,Rural Reporter,Benton,AR,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"107,063","91,381","105,683","117,578","124,433","200,308","224,154","255,289","252,131","273,320","278,424"
2017,60247,6R02-004,Avoyelles Council on Aging,Active,Rural Reporter,Marksville,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,"36,180","12,598","9,604","13,987","10,846","7,933","8,293","7,883","10,092"
2017,60249,6R02-001,Allen Council on Aging,Active,Rural Reporter,Oakdale,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"10,754","10,754","15,150","15,434","24,569","17,455","14,943","12,290","12,770","13,154"
2017,60250,6R01-001,Black River Area Development(BRAD),Active,Rural Reporter,Pocahontas,AR,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"3,653","3,588","3,764","4,122","5,050","4,891","4,812","4,756","5,151","5,334","6,066"
2017,60251,6R02-005,Bienville Council on Aging,Active,Rural Reporter,Arcadia,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"1,281","12,987","15,686","11,764","18,634","12,778","15,303","15,903","13,050","13,610"
2017,60252,6R03-035,City of Ruidoso Downs(LCT),Active,Rural Reporter,Ruidoso Downs,NM,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,"5,354","8,868","9,445","10,013","8,206","4,301","4,262","5,271","3,234"
2017,60252,6R03-035,City of Ruidoso Downs(LCT),Active,Rural Reporter,Ruidoso Downs,NM,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,60253,6R03-007,City of Portales(PATS),Active,Rural Reporter,Portales,NM,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,800,"3,145","3,380","8,461","11,057","5,915","7,062","6,859","6,719","4,885","5,328"
2017,60253,6R03-007,City of Portales(PATS),Active,Rural Reporter,Portales,NM,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,102,,,,,,,,,,
2017,60256,6R05-023,Southwest Area Regional Transit District(SARTD),Active,Rural Reporter,Uvalde ,TX,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"31,479","50,547","62,930","58,704","64,045","64,316","56,030","57,269","47,343","45,249","51,611"
2017,60257,6R01-018,"Area Agency on Aging of Western Arkansas, Inc.(WTS)",Active,Rural Reporter,Fort Smith,AR,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,34,"1,623","4,898","6,678","5,029","4,710"
2017,60258,6R04-008,"Big Five Community Services, Inc.(Southern Oklahoma Rural Tansportation System SORTS)",Active,Rural Reporter,Durant,OK,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"102,000","94,239","54,248","62,650","60,206","55,550","64,449","70,667","53,042","44,660","40,889"
2017,60259,6R04-013,Central Oklahoma Community Action Agency(Central Oklahoma Transit System         COTS),Active,Rural Reporter,Shawnee,OK,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"8,840","7,847","17,562","15,118","16,050","15,957","15,374","17,717","13,943","16,123","15,245"
2017,60260,6R05-012,"Community Services, Inc. (CSI)",Active,Reduced Reporter,Corsicana ,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"17,964","20,659","24,717","17,847","18,097","17,544","14,768","15,755","13,114","10,998","11,429"
2017,60261,6R02-010,Desoto Council on Aging,Active,Rural Reporter,Mansfield,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"6,635","12,000","12,654","8,399","12,235","7,506","6,871","7,960","8,869","8,501"
2017,60262,6R05-005,Central Texas Rural Transit District(CARR),Active,Rural Reporter,Coleman,TX,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"56,104","70,504","76,655","87,599","88,620","76,887","74,269","69,930","62,619","61,350","61,252"
2017,60263,6R02-028,Vernon Council on Aging,Active,Rural Reporter,Leesville,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"10,030","10,000","22,456","14,903","15,744","12,589","11,669","10,007","9,777","8,516"
2017,60264,6R05-016,"The Transit System, Inc.",Active,Rural Reporter,Glen Rose ,TX,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"14,872","12,215","11,990","13,000","13,881","15,570","14,377","13,597","14,918","12,327","15,622"
2017,60266,6R04-006,Grand Gateway EDA/ Pelivan,Active,Rural Reporter,Big Cabin,OK,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"46,563","69,645","85,158","73,927","92,741","100,426","96,925","69,006","65,667","68,510","70,387"
2017,60269,,Texas State University(TxState),Active,Full Reporter,San Marcos,TX,2010,"San Marcos, TX",479,27,"52,826",New in 2017,MB,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,820"
2017,60270,,City of McKinney,Active,Separate Service,McKinney,TX,2010,"McKinney, TX",198,74,"170,030",Existing 2017,DR,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2017,60270,,City of McKinney,Active,Separate Service,McKinney,TX,2010,"McKinney, TX",198,74,"170,030",New in 2017,DT,PT,Separate,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2017,60620,6T15,Pueblo of Laguna(POL),Active,Reduced Reporter,Laguna,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,"4,032",,"4,863","4,913","4,285","4,546","4,185"
2017,60620,6T15,Pueblo of Laguna(POL),Active,Reduced Reporter,Laguna,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,485,"1,456","1,524","1,887"
2017,66140,6T01,Cherokee Nation,Active,Reduced Reporter,Tahlequah,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"42,069",,
2017,66140,6T01,Cherokee Nation,Active,Reduced Reporter,Tahlequah,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,748,,
2017,66146,6T10,Ponca Tribe of Oklahoma,Active,Reduced Reporter,Ponca City,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,486,,,"366,912","10,360","8,288","9,324","12,432","2,304","2,771"
2017,66152,6T11,Pueblo of Santa Ana,Active,Reduced Reporter,Santa Ana Pueblo,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,"1,120","5,180","5,651","6,840","6,676","13,029","3,047","4,019","6,007"
2017,66158,6T12,Seminole Nation Public Transit(SNPT),Active,Reduced Reporter,Wewoka,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,8,"2,976",,"12,480","3,680","17,280","11,448",,,
2017,66158,6T12,Seminole Nation Public Transit(SNPT),Active,Reduced Reporter,Wewoka,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,"1,264","6,624","10,160",,,,,"9,799","9,445","10,519"
2017,66158,6T12,Seminole Nation Public Transit(SNPT),Active,Reduced Reporter,Wewoka,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,"8,640",,,,,
2017,66164,6T06,Kiowa Tribe,Active,Reduced Reporter,Carnegie,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,"4,057","3,924","3,104",,,,,,
2017,66164,6T06,Kiowa Tribe,Active,Reduced Reporter,Carnegie,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,"4,160","3,893","4,910","2,080","16,965","7,039","8,017","1,814","1,625"
2017,66170,6T08,Muscogee (Creek) Nation(MCN),Active,Reduced Reporter,Okmulgee,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,"1,248","1,638","3,152",,,,,"1,590","1,901"
2017,66170,6T08,Muscogee (Creek) Nation(MCN),Active,Reduced Reporter,Okmulgee,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,"1,576","5,422","3,213","7,671","8,727","11,722","16,239","21,131","19,307"
2017,66176,6T13,United Keetoowah Band of Cherokee Indians in Oklahoma,Active,Reduced Reporter,Tahlequah,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,"2,284","2,080","2,112","1,920","2,389","2,730","5,103","5,921"
2017,66176,6T13,United Keetoowah Band of Cherokee Indians in Oklahoma,Active,Reduced Reporter,Tahlequah,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,66176,6T13,United Keetoowah Band of Cherokee Indians in Oklahoma,Active,Reduced Reporter,Tahlequah,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,66188,6T09,Ohkay Owingeh Pueblo(PM),Active,Reduced Reporter,Ohkay Owingeh,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,"3,092","1,548","5,816","5,605","5,270","5,482","5,228","5,512"
2017,66194,6T14,Cheyenne & Arapaho Tribes (CATT),Active,Reduced Reporter,Concho,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,79,193,557,726,534,643,262
2017,66194,6T14,Cheyenne & Arapaho Tribes (CATT),Active,Reduced Reporter,Concho,OK,2010,Oklahoma Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,649,"3,525","7,655","6,929","7,090","6,997","8,657","6,684"
2015,66212,6T17,Delaware Nation ,Inactive,Reduced Reporter,,OK,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,0,"1,440",184,"3,840",216,,
2015,66212,6T17,Delaware Nation ,Inactive,Reduced Reporter,,OK,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2015,66212,6T17,Delaware Nation ,Inactive,Reduced Reporter,,OK,2010,,,,,Pre 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,"4,888",,,,
2017,66218,6T18,Pueblo of San Ildefonso,Active,Reduced Reporter,Santa Fe,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,"1,600",558,,,
2017,66242,6T22,Zuni Pueblo,Active,Reduced Reporter,Zuni,NM,2010,New Mexico Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,872,"3,835"
2015,66254,,The Pueblo of Jemez,Inactive,Reduced Reporter,,NM,2010,,,,,Pre 2017,MB,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,238,546,,
2017,66267,,Iberville Sheriff's Office,Active,Rural Reporter,Plaquemine,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,"7,199","13,505","13,710","13,824"
2017,66268,,Madison Voluntary Council on Aging,Active,Rural Reporter,Tallulah,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,500,"1,467","2,847","4,657"
2017,66270,,Midtown Management District,Active,Building Reporter,Houston,TX,2010,"Houston, TX",7,"1,660","4,944,332",Existing 2017,MB,DO,Building,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0
2017,66271,,Capital Area Rural Transportation System (CARTS - RURAL),Active,Rural Reporter,Austin,TX,2010,,,,,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,"3,451","2,551","21,494","3,582","35,559","31,958"
2017,66271,,Capital Area Rural Transportation System (CARTS - RURAL),Active,Rural Reporter,Austin,TX,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,"91,490","118,549","139,645","151,928","137,773","115,619","154,934","92,718","59,775","49,237","44,281"
2017,66271,,Capital Area Rural Transportation System (CARTS - RURAL),Active,Rural Reporter,Austin,TX,2010,,,,,Existing 2017,DT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,"14,612",,,,,
2017,66271,,Capital Area Rural Transportation System (CARTS - RURAL),Active,Rural Reporter,Austin,TX,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,"33,106","28,488","2,505","23,127","36,011","2,520","2,470"
2014,66272,,City of Dallas,Inactive,Full Reporter,Dallas,TX,2010,"Dallas-Fort Worth-Arlington, TX",6,"1,779","5,121,892",Pre 2017,SR,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2017,66273,,St. Helena Council on Aging,Active,Rural Reporter,Greensburg,LA,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"1,265","5,631","6,413"
2017,66274,,"MAGB Transportation, Inc.(MAGB)",Active,Rural Reporter,Fairview,OK,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"37,817","31,300","35,172"
2017,66276,,McLennan County,Active,Rural Reporter,Waco,TX,2010,,,,,New in 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,863"
2017,66276,,McLennan County,Active,Rural Reporter,Waco,TX,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"1,984","10,680","20,411"
2017,66276,,McLennan County,Active,Rural Reporter,Waco,TX,2010,,,,,New in 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,354"
2017,66277,,Calhoun County Senior Citizens,Active,Rural Reporter,Port Lavaca,TX,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"5,839","5,330","4,783"
2017,66278,,Friends of Elder Citizens-Jackson and Matagorda,Active,Rural Reporter,Palacios,TX,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"14,154","13,384","12,213"
2017,66279,,Gonzalez County Senior Citizens Association,Active,Rural Reporter,Gonzales,TX,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"4,192","3,123","1,708"
2017,66280,,Lavaca County,Active,Rural Reporter,Hallettsville,TX,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"9,588","7,263","4,127"
2017,66281,,Goliad County,Active,Rural Reporter,Goliad,TX,2010,,,,,Existing 2017,DR,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"4,121","4,089","4,326"
2017,66282,,Rapides Senior Center,Active,Rural Reporter,"Pineville, La.",LA,2010,,,,,New in 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,637
2017,66283,,South Central Regional Transit District,Active,Rural Reporter,Las Cruces,NM,2010,,,,,New in 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,556"
2017,70001,7001,StarTran,Active,Full Reporter,Lincoln,NE,2010,"Lincoln, NE",145,88,"258,719",Existing 2017,DR,DO,Operating,"14,982","16,975","17,348","17,193","17,145","17,097","14,545","14,181","14,112","14,256","16,648","16,727","14,865","16,168","14,213","15,371","15,423","15,646","16,388","16,385","16,483","18,279","17,912","17,901","18,278","18,288","23,015"
2017,70001,7001,StarTran,Active,Full Reporter,Lincoln,NE,2010,"Lincoln, NE",145,88,"258,719",Existing 2017,DR,PT,Discontinued,"14,358","10,637","8,586","8,081","6,064","5,779","5,173","5,186","5,200","5,459","5,037","5,536","4,141","4,015","4,560","5,413","5,864","5,599","5,749",,0,0,,0,,,
2017,70001,7001,StarTran,Active,Full Reporter,Lincoln,NE,2010,"Lincoln, NE",145,88,"258,719",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"6,377","6,236","6,513","6,936","6,186","5,677","6,163","6,293"
2017,70001,7001,StarTran,Active,Full Reporter,Lincoln,NE,2010,"Lincoln, NE",145,88,"258,719",Existing 2017,MB,DO,Operating,"100,149","98,571","88,253","88,065","93,089","95,096","95,110","96,208","97,802","97,152","100,674","104,605","103,751","109,569","109,327","109,264","112,547","110,731","105,703","105,925","102,213","101,160","108,476","114,295","113,841","120,949","131,373"
2017,70002,7002,Transit Authority of Omaha(Metro),Active,Full Reporter,Omaha,NE,2010,"Omaha, NE-IA",58,271,"725,008",Existing 2017,DR,DO,Operating,"21,303","15,300","22,333","25,301","27,638","27,720","28,231","27,605","14,129","23,145","23,530","28,650","12,342","27,240","27,121","29,192","29,373","34,708","38,578","42,908","46,346","50,062","57,729","58,322","55,973","63,149","55,238"
2017,70002,7002,Transit Authority of Omaha(Metro),Active,Full Reporter,Omaha,NE,2010,"Omaha, NE-IA",58,271,"725,008",Existing 2017,DR,PT,Discontinued,"6,383","6,433","5,223","4,328","5,018","5,328","6,890","7,781","7,296",,,,,,,,,,,,0,0,,0,,,
2017,70002,7002,Transit Authority of Omaha(Metro),Active,Full Reporter,Omaha,NE,2010,"Omaha, NE-IA",58,271,"725,008",Existing 2017,DT,PT,Discontinued,,,,,,,,,,,,,,,,,,,,,"13,361","5,534",,0,,,
2017,70002,7002,Transit Authority of Omaha(Metro),Active,Full Reporter,Omaha,NE,2010,"Omaha, NE-IA",58,271,"725,008",Existing 2017,MB,DO,Operating,"299,015","293,644","290,688","290,317","287,703","283,212","286,518","289,276","281,443","281,276","272,411","290,346","283,476","293,602","276,332","279,149","282,544","286,600","292,650","301,903","292,404","285,639","282,046","280,616","285,537","289,451","287,105"
2017,70003,7003,City Utilities of Springfield (CU Transit),Active,Full Reporter,Springfield,MO,2010,"Springfield, MO",138,142,"273,724",Existing 2017,DR,DO,Operating,"8,567","8,326","10,037","9,803","10,070","10,353","10,445","9,365","8,624","9,107","9,147","9,231","9,009","8,667","8,729","8,179","7,901","7,879","7,929","8,106","9,294","8,672","8,897","8,749","8,938","8,696","9,102"
2017,70003,7003,City Utilities of Springfield (CU Transit),Active,Full Reporter,Springfield,MO,2010,"Springfield, MO",138,142,"273,724",Existing 2017,MB,DO,Operating,"78,705","77,764","73,320","73,024","73,015","73,400","61,162","62,961","62,802","68,123","68,720","72,978","73,053","72,189","72,373","73,334","73,414","74,149","76,572","77,236","77,297","76,801","76,990","76,767","74,364","76,254","73,669"
2017,70004,7T04,Winnebago Tribe of Nebraska,Active,Reduced Reporter,Winnebago,NE,2010,Nebraska Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,"1,920",,"2,280","2,088","1,566","1,020","1,040"
2017,70004,7T04,Winnebago Tribe of Nebraska,Active,Reduced Reporter,Winnebago,NE,2010,Nebraska Non-UZA,0,0,0,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,"4,745","4,745","4,015","4,015","4,015","4,368","3,966","6,205","4,680"
2017,70004,7T04,Winnebago Tribe of Nebraska,Active,Reduced Reporter,Winnebago,NE,2010,Nebraska Non-UZA,0,0,0,Existing 2017,VP,DO,Discontinued,,,,,,,,,,,,,,,,,"2,912","1,920",,,,"1,920",,,,,
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,DR,DO,Operating,,,"2,292","4,330","4,845","4,864","5,546","5,546","18,295","19,395","28,551","32,399","32,804","34,638","35,913","43,553","43,725","51,547","42,413","44,253","41,105","39,652","28,287","25,873","26,012","25,906","22,338"
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,DR,PT,Operating,"45,210","68,813","87,180","66,729","52,795","77,867","86,077","103,885","76,149","94,841","82,194","81,920","66,733","73,526","68,313","75,369","90,564","87,135","189,925","170,461","176,551","174,357","172,444","162,840","150,081","151,809","143,780"
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,DT,PT,Operating,,,,,,,,,,,,,,,,,,,,"3,842","4,325","4,190","3,680","4,593","10,932","13,137","20,212"
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,MB,DO,Operating,"570,926","548,347","525,478","575,771","522,582","503,249","500,707","527,243","561,094","567,550","580,068","525,300","504,378","512,668","630,525","648,966","643,883","645,906","615,523","580,551","587,023","579,042","536,231","540,346","544,566","546,623","536,501"
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,MB,PT,Discontinued,"9,329","5,281","2,061",832,"4,410",,,,,"1,220","1,910",,,,,,,,,,0,0,,0,,,
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,RB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,"44,395","44,362","44,373","44,789","44,835"
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",Existing 2017,VP,DO,Discontinued,,,,,,,,37,"3,072","7,258","8,200","10,645","10,889","11,332","12,457","13,849","13,411","12,440","10,230","10,451","10,797","11,423","12,278","13,276","11,903","8,123",479
2017,70005,7005,Kansas City Area Transportation Authority(KCATA),Active,Full Reporter,Kansas City,MO,2010,"Kansas City, MO-KS",31,678,"1,519,417",New in 2017,VP,PT,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,859"
2017,70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",Active,Full Reporter,St. Louis,MO,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,DR,DO,Operating,"57,314","75,238","108,748","102,002","127,164","155,114","166,723","171,913","181,224","187,978","195,871","246,251","269,957","307,132","303,706","299,838","295,617","307,362","322,410","290,620","299,656","306,134","310,857","311,539","305,467","303,336","293,281"
2017,70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",Active,Full Reporter,St. Louis,MO,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,DR,PT,Discontinued,"30,151","28,447",,,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",Active,Full Reporter,St. Louis,MO,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,LR,DO,Operating,,,,"79,739","100,148","100,207","103,526","102,604","102,898","101,405","110,422","176,605","179,495","189,931","172,331","169,145","258,205","280,961","275,057","233,643","262,552","265,882","263,893","265,347","264,701","265,590","264,889"
2017,70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",Active,Full Reporter,St. Louis,MO,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,MB,DO,Operating,"1,223,701","1,256,106","1,275,276","1,290,093","1,274,784","1,246,353","1,237,894","1,219,577","1,215,539","1,227,842","1,249,022","1,111,018","1,074,228","1,262,408","1,250,428","1,226,765","1,251,616","1,299,495","1,246,146","1,168,117","1,327,507","1,359,695","1,354,047","1,360,959","1,363,927","1,382,193","1,397,333"
2017,70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro(METRO)",Active,Full Reporter,St. Louis,MO,2010,"St. Louis, MO-IL",20,924,"2,150,706",Existing 2017,MB,PT,Discontinued,"25,778","26,384","18,943",,,,,,,,,,,,,,,,,,0,0,,0,,,
2017,70007,7007,Bettendorf Transit System(BT),Active,Reduced Reporter,Bettendorf,IA,2010,"Davenport, IA-IL",134,138,"280,051",Existing 2017,DR,PT,Operating,"2,307","2,353","2,457","3,228","3,540","3,770","3,221","3,783","3,522","3,558","3,525","3,492","3,527","3,541","3,546","3,552","3,525","3,528","3,665","3,698","3,531","1,532","2,002","2,101","2,661","2,723","3,591"
2017,70007,7007,Bettendorf Transit System(BT),Active,Reduced Reporter,Bettendorf,IA,2010,"Davenport, IA-IL",134,138,"280,051",Existing 2017,MB,DO,Operating,"9,175","9,561","9,586","12,126","12,288","12,446","12,800","13,005","13,107","13,209","13,208","13,104","13,208","12,964","16,744","16,711","16,520","16,585","17,173","18,704","21,289","21,351","20,669","18,176","18,251","17,608","16,268"
2017,70007,7007,Bettendorf Transit System(BT),Active,Reduced Reporter,Bettendorf,IA,2010,"Davenport, IA-IL",134,138,"280,051",Existing 2017,MB,PT,Operating,,,,738,936,936,936,884,867,900,954,936,945,936,936,928,954,936,936,918,900,962,"1,377","1,328","1,328","1,302","1,316"
2017,70008,7008,Cedar Rapids Transit(CRT),Active,Full Reporter,Cedar Rapids,IA,2010,"Cedar Rapids, IA",193,83,"177,844",Existing 2017,DR,PT,Operating,"6,096","6,005","8,344","8,398","9,671","11,167","12,624","13,587","14,134","15,093","16,325","18,964","21,121","22,272","22,550","24,728","31,806","37,091","33,725","34,114","32,826","20,803","19,469","16,800","14,607","14,593","27,967"
2017,70008,7008,Cedar Rapids Transit(CRT),Active,Full Reporter,Cedar Rapids,IA,2010,"Cedar Rapids, IA",193,83,"177,844",Existing 2017,MB,DO,Operating,"76,866","76,824","78,868","77,718","78,429","68,166","69,277","74,174","74,830","76,498","75,773","75,634","75,652","71,326","74,597","74,501","73,918","69,869","69,278","68,123","69,903","70,390","70,219","70,095","70,093","70,577","68,873"
2017,70009,7009,Davenport Public Transit(CITIBUS),Active,Reduced Reporter,Davenport,IA,2010,"Davenport, IA-IL",134,138,"280,051",Existing 2017,DR,PT,Separate,"8,048","8,102","8,061","8,224","8,132","10,151","10,168","11,037","10,697","10,792","10,678","10,640","10,628","10,674","10,666","10,631","9,812","9,732","10,085","10,970","11,270","11,942",,0,,0,0
