Last Report Year,AgencyID,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,99256,9T08,Susanville Indian Rancheria(SIR),Active,Reduced Reporter,Susanville,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$76,791 ","$35,670 ","$248,132 ","$372,158 ","$181,980 ","$215,617 ","$472,450 ","$271,680 ","$241,997 ","$250,979 "
2017,99262,9T09,Yurok Tribe,Active,Reduced Reporter,Klamath,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$84,748 ","$93,371 ","$96,436 ","$144,071 ","$236,070 ","$254,046 ","$291,813 ","$536,363 ","$435,064 "
2017,99268,9T01,Bishop Paiute Tribe,Active,Reduced Reporter,Bishop,CA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$487 ,"$55,490 ","$20,447 ","$305,701 ","$63,256 ","$134,300 ",$0 ,"$8,632 "
2015,99280,9T06-001,Reservation Transportation Authority,Inactive,Reduced Reporter,,CA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$485,016 ","$542,444 ",$0 ,"$279,096 ",$0 ,"$350,886 ","$350,866 ",$0 ,
2017,99286,9T07,San Carlos Apache Tribe(SCAT),Active,Reduced Reporter,Peridot,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$213,230 ","$88,924 ","$297,667 ","$576,316 ","$728,438 ","$982,302 ","$977,131 ","$1,272,440 ","$1,215,682 "
2017,99292,9T02,Blue Lake Rancheria(BLRTS),Active,Reduced Reporter,Blue Lake,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$118,795 ",$0 ,"$120,213 ","$204,939 ","$149,669 ","$251,191 ","$250,464 ","$109,884 ","$97,064 ","$109,693 "
2017,99298,9T10,Havasupai Tribe,Active,Reduced Reporter,Supai,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$58,957 ","$130,892 ","$6,308 ","$15,724 ","$17,085 ","$20,518 "
2017,99310,9T26,Quechan Indian Tribe,Active,Reduced Reporter,Yuma,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$181,474 ","$205,071 ","$182,062 ","$198,417 ","$225,639 "
2017,99316,9T27,Chemehuevi Indian Tribe(CTA),Active,Reduced Reporter,Havasu Lake ,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,658,236 ","$965,247 ","$719,755 ","$669,437 ","$1,190,984 ","$1,676,547 "
2015,99322,,Fallon Paiute-Shoshone Tribe,Inactive,Reduced Reporter,,NV,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$128,770 ","$46,161 ",$0 ,
2017,99328,9T14,Yavapai-Apache Nation(YAN),Active,Reduced Reporter,Camp Verde,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$173,135 ","$152,365 ","$122,001 ","$121,826 ","$112,623 "
2017,99334,9T15,White Mountain Apache Tribe(WMAT),Active,Reduced Reporter,Whiteriver,AZ,2010,Arizona Non-UZA,0,0,0,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$282,039 "
2017,99340,9T16,Kaibab Band of Paiute Indians(KPT),Active,Reduced Reporter,Fredonia,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$190,412 ","$154,831 ","$205,918 ","$220,789 ","$166,398 ","$215,378 "
2017,99352,9T19,Pascua Yaqui Tribe,Active,Reduced Reporter,Tucson,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$70,052 ","$167,655 ","$115,669 "
2017,99358,9T20,Morongo Band of Mission Indians,Active,Reduced Reporter,Banning,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$13,145 ","$114,510 ","$42,764 ","$128,630 ","$88,953 "
2017,99364,9T21,North Fork Rancheria of Mono Indians of California(NFR),Active,Reduced Reporter,North Fork,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$38,061 ","$108,091 ","$217,974 ","$175,326 ","$238,417 ","$176,226 "
2017,99370,9T22,Tule River Tribe,Active,Reduced Reporter,Porterville,CA,2010,California Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$59,445 ","$131,585 ","$117,382 ","$227,233 ","$123,688 "
2017,99376,9T23,Salt River Pima-Maricopa Indian Community(SRPMIC),Active,Reduced Reporter,Scottsdale,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$478,531 ","$526,101 ","$600,067 ","$506,061 ","$560,566 ","$530,007 ","$590,170 ","$635,918 ","$656,026 ","$689,128 ","$743,143 "
2017,99382,9T24,Hopi Tribe(HST),Active,Reduced Reporter,Kykotsmovi,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,"$163,750 ","$163,838 ","$258,160 ","$226,570 ","$314,287 ","$323,717 ","$315,591 ","$219,430 ","$353,010 ","$506,258 ","$647,333 "
2014,99388,9T28,Walker River Paiute Tribe,Inactive,Reduced Reporter,,NV,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$154,060 ","$102,310 ","$9,223 ","$5,892 ","$5,895 ",$0 ,$0 ,
2017,99394,9T29,Elko Band Council,Active,Reduced Reporter,Elko,NV,2010,Nevada Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$389,162 ","$400,850 ","$16,527 ","$25,906 ","$25,590 ","$72,460 ","$72,358 ","$61,123 "
2017,99406,9T31,Pyramid Lake Paiute Tribe,Active,Reduced Reporter,Nixon,NV,2010,Nevada Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$224,143 ","$421,146 ","$317,530 "
2017,99419,,Yavapai Regional Transit,Active,Rural Reporter,Chino Valley,AZ,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$135,317 ","$231,024 ","$324,232 ","$290,425 "
2014,99421,9R04-028,Pershing County Senior Center,Inactive,Rural Reporter,,NV,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$30,473 ",$0 ,"$20,050 ",$0 ,$0 ,"$36,081 ",,,
2017,99423,,City of Glendale,Active,Full Reporter,Glendale,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$13,133,879 ","$8,324,874 "
2017,99424,,City of Pasadena(ARTS),Active,Reduced Reporter,Pasadena,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$6,389,410 ","$8,966,478 "
2017,99425,,Pomona Valley Transportation Authority(PVTA),Active,Full Reporter,La Verne,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,"$3,444,615 ","$3,901,665 "
2017,99426,9R02-028,"Wasco, City of",Active,Rural Reporter,Wasco,CA,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,"$874,028 ","$721,535 ","$284,838 ","$320,205 ","$369,872 ","$227,807 ","$221,553 ","$311,450 ","$236,964 ","$513,840 ","$260,322 "
2017,99429,,Esmeralda County,Active,Rural Reporter,Goldfield,NV,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$124,809 ","$170,230 ","$83,374 "
2017,99430,,"Pahrump Senior Center, Inc.",Active,Rural Reporter,Pahrump,NV,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$144,104 ",$0 ,$0 ,"$144,572 ","$136,098 ","$177,254 "
2017,99433,TR16,Hualapai Indian Tribe,Active,Reduced Reporter,Peach Springs,AZ,2010,Arizona Non-UZA,0,0,0,Existing 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$741,631 ","$502,016 ","$808,808 "
2017,99434,,American Samoa Government Dept. of Public Works,Active,Rural Reporter,Pago Pago,AS,2010,,,,,Existing 2017,,,,,,,,,,,,,,,,,$0 ,"$59,377 ","$197,000 ",$0 ,"$457,331 ",$0 ,$0 ,$0 ,$0 ,"$431,360 ","$433,885 "
2017,99436,,Gila River Indian Community,Active,Rural Reporter,Sacaton,AZ,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$266,760 "
2017,99437,,Town of Quartzsite,Active,Rural Reporter,Quartzsite,AZ,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$212,371 "
2017,99438,,County of Shasta Department of Public Works,Active,Rural Reporter,Redding,CA,2010,,,,,New in 2017,,,,,,,,,,,,,,,,,,,,,$0 ,,$0 ,,,,"$421,804 "
1992,,15,Snohomish County Transportation Authority,Inactive,Full Reporter,Lynnwood,WA,1990,"Seattle, WA",18,588,"1,744,086",Pre 2017,"$675,796 ","$963,532 ",,,,,,,,,,,,,,,,,,,,,,,,,
1991,,36,"ATE Management & Service Company, Inc.",Inactive,Full Reporter,Mukilteo,WA,1990,"Seattle, WA",18,588,"1,744,086",Pre 2017,"$6,270,330 ",,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1100,National Railroad Passenger Corporation,Inactive,Full Reporter,Boston,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1902,Brush Hill Transportation Company,Inactive,Full Reporter,Boston,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1905,Hudson Bus Lines,Inactive,Full Reporter,Medford,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1907,"A Yankee Line, Inc.",Inactive,Full Reporter,Boston,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1908,American Eagle Motor Coach,Inactive,Full Reporter,Fairhaven,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1910,"H & L Bloom, Inc.",Inactive,Full Reporter,Taunton,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1913,"Big W Transit, Inc.",Inactive,Full Reporter,Ashland,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,1917,"Michaud Bus Lines, Inc.",Inactive,Full Reporter,Salem,MA,1990,"Boston, MA",10,891,"2,775,370",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,2118,Onondaga County,Inactive,Full Reporter,Syracuse,NY,1990,"Syracuse, NY",74,134,"388,918",Pre 2017,"$669,329 ","$596,329 ",,,,,,,,,,,,,,,,,,,,,,,,,
1993,,2129,"Rockland Coaches, Inc.",Inactive,Full Reporter,Newark,NJ,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",Pre 2017,"$10,526,500 ","$9,736,732 ","$8,827,592 ",,,,,,,,,,,,,,,,,,,,,,,,
1991,,2914,"Empire Trailways, Inc.",Inactive,Full Reporter,Rochester,NY,1990,"Rochester, NY",48,220,"619,653",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,2916,"Yankee Trails, Inc.",Inactive,Full Reporter,Rensselaer,NY,1990,"Albany--Schenectady--Troy, NY",59,209,"509,106",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,2919,"Erin Tours, Inc.",Inactive,Full Reporter,Brooklyn,NY,1990,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",Pre 2017,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,3046,Maryland State Railroad Administration,Inactive,Full Reporter,BWI Airport,MD,1990,"Baltimore, MD",17,593,"1,889,873",Pre 2017,"$38,281,666 ","$39,700,198 ",,,,,,,,,,,,,,,,,,,,,,,,,
1992,,3064,Clarksville Transit System,Inactive,Full Reporter,Clarksville,TN,1990,"Clarksville, TN-KY",230,87,"97,581",Pre 2017,$0 ,"$1,924,093 ",,,,,,,,,,,,,,,,,,,,,,,,,
1992,,4013,Greensboro Agency Transportation Express,Inactive,Full Reporter,Greensboro,NC,1990,"Greensboro, NC",127,92,"194,508",Pre 2017,"$1,116,309 ","$804,250 ",,,,,,,,,,,,,,,,,,,,,,,,,
1992,,4062,Central Midlands Regional Planning Council,Inactive,Full Reporter,Columbia,SC,1990,"Columbia, SC",80,199,"328,349",Pre 2017,"$522,918 ","$300,921 ",,,,,,,,,,,,,,,,,,,,,,,,,
1992,,4067,Human Resource Development Corp. Southeast Alabama Transit System,Inactive,Full Reporter,Montgomery,AL,1990,"Dothan, AL",341,93,"58,925",Pre 2017,"$82,457 ","$186,764 ",,,,,,,,,,,,,,,,,,,,,,,,,
1991,,5074,Highland Park Transit,Inactive,Full Reporter,Highland Park,IL,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,"$528,476 ",,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,5144,"Gary Community Mental Health Center, Inc.",Inactive,Full Reporter,Gary,IN,1990,"Chicago, IL--Northwestern IN",3,"1,585","6,792,087",Pre 2017,"$82,126 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,5172,Eaton County Transportation Authority,Inactive,Full Reporter,Charlotte,MI,2000,"Lansing, MI",104,137,"300,032",Pre 2017,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,"$2,316,099 ",,,,,,,,
1991,,9063,Redondo Beach Dial-A-Ride,Inactive,Full Reporter,Redondo Beach,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2017,"$621,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,9126,California Dept of Transportation San Diegan Commuter Rail,Inactive,Full Reporter,Sacramento,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2017,"($344,111)",$0 ,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,9133,"Robert's Hawaii Leasing, Inc. dba The Handi-Van",Inactive,Full Reporter,Honolulu,HI,1990,"Honolulu, HI",46,139,"632,603",Pre 2017,"$2,849,986 ",,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,0R01-005,"North Idaho Community Express, Inc.",Inactive,Rural Reporter,,ID,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$370,843 ","$305,711 ",,,,,,,,,
2012,,0R01-008,"Seniors Hospitality Center, Inc.",Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$15,216 ","$16,481 ","$19,102 ","$22,980 ","$71,469 ","$31,089 ",,,,,
2012,,0R01-009,"Special Mobility Services, Inc.",Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$6,008 ","$6,318 ","$84,138 ","$82,419 ","$108,607 ","$123,972 ",,,,,
2010,,0R01-016,Salt Lake Express,Inactive,Rural Reporter,,ID,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$75,600 ",$0 ,"$833,413 ",,,,,,,
2010,,0R01-019,Boise Basin Senior Center,Inactive,Rural Reporter,,ID,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$4,500 ",,,,,,,
2011,,0R01-023,Living Independent Network Corporation,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$138,161 ",$0 ,,,,,,
2010,,0R01-025,"Teton County Senior Citizens, Inc.",Inactive,Rural Reporter,,ID,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$22,298 ",,,,,,,
2011,,0R01-032,Yellowstone Business Partnership,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$381,285 ","$116,054 ",,,,,,
2011,,0R01-033,Community Planning Association of Southwest Idaho,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$79,070 ","$35,151 ",,,,,,
2011,,0R01-034,Clearwater Economic Development Association,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$85,195 ","$98,532 ",,,,,,
2010,,0R01-035,"Panhandle Area Council, Inc.",Inactive,Rural Reporter,,ID,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$83,238 ",,,,,,,
2011,,0R01-036,City of McCall,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$5,643 ","$115,452 ",,,,,,
2011,,0R01-037,City of Victor,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$352,118 ","$6,809 ",,,,,,
2012,,0R01-038,City of Ponderay,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$4,030 ","$43,970 ",,,,,
2011,,0R01-039,City of Sun Valley,Inactive,Rural Reporter,,ID,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$70,000 ",,,,,,
2012,,0R02-016,City of Sweet Home,Inactive,Rural Reporter,,OR,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$81,988 ","$82,148 ","$147,093 ","$279,638 ","$87,661 ","$131,018 ",,,,,
2007,,0R02-032,Oregon Housing & Associated Services-Welches,Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$111,585 ",,,,,,,,,,
2012,,0R02-035,Linn County,Inactive,Rural Reporter,,OR,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$213,852 ","$123,307 ","$284,585 ","$355,432 ","$470,526 ","$636,386 ",,,,,
2007,,0R02-037,Oregon Department of Transportation,Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,,,,,,,,,,
2010,,0R02-044,TAC Transportation,Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$64,027 ",$0 ,"$107,273 ",,,,,,,
2010,,0R02-045,"Oregon Coachways, Inc.",Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$33,324 ",$0 ,"$73,340 ",,,,,,,
2010,,0R02-047,"The Shuttle, Inc.",Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$322,224 ",,,,,,,
2010,,0R02-050,Lane Transit District,Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$994,650 ",$0 ,$0 ,"$674,970 ",,,,,,,
2010,,0R02-054,"CAC Transportation, Inc.",Inactive,Rural Reporter,,OR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,,,,,,,
2011,,0R03-002,Council on Aging and Human Services,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$1,015,440 ",$0 ,$0 ,"$632,914 ",,,,,,
2007,,0R03-007,Ben Franklin Transit,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$28,542,570 ",,,,,,,,,,
2011,,0R03-026,Valley Transit,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$4,295,591 ","$3,123,230 ","$4,412,312 ","$5,434,027 ","$4,746,921 ",,,,,,
2008,,0R03-033,Cowlitz Indian Tribe,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$215,932 ","$90,417 ","$150,577 ",,,,,,,,
2008,,0R03-034,Washington State Department of Transportation,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$243,861 ",,,,,,,,,
2008,,0R03-037,People for People Moses Lake Intercity,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$48,039 ",,,,,,,,,
2008,,0R03-038,People for People Yakima Intercity,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$54,060 ",,,,,,,,,
2010,,0R03-052,Central Washington Airporter,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$465,800 ",,,,,,,
2010,,0R04-008,Alaska Direct Bus Line,Inactive,Rural Reporter,,AK,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$150,000 ",$0 ,"$91,200 ",,,,,,,
2013,,0R04-020,Matanuska-Susitna Borough,Inactive,Rural Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$286,790 ","$1,383,951 ",$0 ,,,,
2013,,0T01,Asa'carsarmiut Tribal Council,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,"$43,831 ","$9,753 ",$0 ,$0 ,$0 ,$0 ,$0 ,
2013,,0T02,Central Council Tlingit and Haida Indian Tribes of Alaska,Inactive,Reduced Reporter,,AK,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$7,710 ","$91,540 ","$82,683 ",$0 ,$0 ,$0 ,
2010,,0T03-001,PEOPLE FOR PEOPLE,Inactive,Rural Reporter,,WA,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,"$477,212 ","$350,474 ",,,,,,,
2012,,0T03-005,"TC Transportation Services, LLC",Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,"$573,908 ","$557,421 ",,,,,
2012,,0T21-001,Central Washington Airporter,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$3,909 ","$205,086 ","$711,799 ","$326,155 ","$313,247 ",,,,,
2012,,0T30-001,"Schlueter Services, Inc.",Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$207,731 ",,,,,
2012,,0T32-001,Mason Transit Authority,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$88,788 ",,,,,
2012,,0T34-001,KIC Paratransit,Inactive,Rural Reporter,,WA,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,"$112,176 ",,,,,
2007,,1R03-002,"REGIONAL TRANSPORTATION PROGRAM, INC",Inactive,Rural Reporter,,ME,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$827,033 ",,,,,,,,,,
2009,,1R03-004,"WESTERN MAINE TRANSPORTATION SERVICE, INC",Inactive,Rural Reporter,,ME,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$4,366,702 ","$4,217,512 ","$5,777,334 ",,,,,,,,
2011,,1R03-026,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,Inactive,Rural Reporter,,ME,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,"$809,492 ","$600,900 ",$0 ,"$1,629,599 ",,,,,,
2007,,1R04-009,Boston Express,Inactive,Rural Reporter,,NH,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,$0 ,,,,,,,,,,
2008,,1R05-004,Corozal,Inactive,Rural Reporter,,PR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$4,621 ","$4,721 ",,,,,,,,,
2010,,1R05-008,Villalba,Inactive,Rural Reporter,,PR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$10,000 ",$0 ,"$7,250 ",$0 ,,,,,,,
2010,,1R05-009,Yauco,Inactive,Rural Reporter,,PR,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$83,447 ",$0 ,"$70,000 ",$0 ,,,,,,,
2010,,1R06-003,Town of Brattleboro,Inactive,Rural Reporter,,VT,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$326,666 ","$272,197 ","$349,487 ","$318,682 ",,,,,,,
2008,,1R06-009,Northwest Vermont Public Transit Network,Inactive,Rural Reporter,,VT,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$1,061,507 ","$1,061,507 ",,,,,,,,,
2007,,2R01-002,ATLANTIC COUNTY TRANSPORTATION,Inactive,Rural Reporter,,NJ,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$2,555,146 ",,,,,,,,,,
2007,,2R01-007,GLOUCESTER COUNTY TRANSPORTATION,Inactive,Rural Reporter,,NJ,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$2,638,695 ",,,,,,,,,,
2007,,2R02-003,Batavia Bus Service,Inactive,Rural Reporter,,NY,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$871,750 ",,,,,,,,,,
2012,,2R02-005,Birnie Bus - Herkimer,Inactive,Rural Reporter,,NY,2010,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$94,781 ","$108,596 ","$110,375 ","$130,206 ","$144,975 ","$224,630 ",,,,,
2007,,2R02-021,First Transit - Putnam,Inactive,Rural Reporter,,NY,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$326,583 ",,,,,,,,,,
2007,,2R02-023,First Transit - Tioga,Inactive,Rural Reporter,,NY,2000,,,,,Pre 2017,,,,,,,,,,,,,,,,,"$877,125 ",,,,,,,,,,
