Last Report Year,NTD ID,AgencyID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,UZA Name,UZA,UZA Area SQ Miles,UZA Population,2017 Status,Mode,Service,Mode Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
2017,80144,8R02-042,"Liberty Place, Inc.(Whitehall PublicTransportation)",Active,Rural Reporter,Whitehall,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$111,579 ","$115,439 ","$131,528 "
2017,80150,8R01-040,Gunnison Valley Transportation Authority,Active,Rural Reporter,Crested Butte,CO,2010,,,,,New in 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,131,624 "
2017,80150,8R01-040,Gunnison Valley Transportation Authority,Active,Rural Reporter,Crested Butte,CO,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$729,837 ","$1,019,857 ",
2017,80151,8R05-023,Buffalo Senior Center Inc,Active,Rural Reporter,Buffalo,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$145,610 ","$150,075 ","$143,434 "
2017,80152,8R03-043,Nutrition United,Active,Rural Reporter,Rolla,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$169,476 ","$178,558 ","$195,680 "
2017,80153,8R04-010,People's Transit,Active,Rural Reporter,Huron,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$914,950 ","$846,773 ","$803,700 "
2017,80154,8R04-005,City of Brandon - Brandon City Transit,Active,Rural Reporter,Madison,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$146,310 ","$146,837 ","$140,393 "
2017,80155,8R01-001,Eagle County Regional Transportation Authority(Golden Shuttle/Fremont County Transit),Active,Rural Reporter,Canyon City,CO,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80155,8R01-001,Eagle County Regional Transportation Authority(Golden Shuttle/Fremont County Transit),Active,Rural Reporter,Canyon City,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$9,046,026 ","$8,354,619 ","$8,522,586 "
2017,80155,8R01-001,Eagle County Regional Transportation Authority(Golden Shuttle/Fremont County Transit),Active,Rural Reporter,Canyon City,CO,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,80156,8R04-014,Sanborn County - Sanborn County Transit,Inactive,Rural Reporter,,SD,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$46,612 ","$51,769 ",
2017,80158,8R04-007,City of Dell Rapids - Dell Rapids Transit,Active,Rural Reporter,Madison,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$49,739 ","$52,962 ","$52,461 "
2017,80159,8R01-009,Mountain Express(Mountain Express),Active,Rural Reporter,Crested Butte,CO,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80159,8R01-009,Mountain Express(Mountain Express),Active,Rural Reporter,Crested Butte,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,332,854 ","$1,379,330 ","$1,465,014 "
2017,80160,8R03-022,Williston Council for the Aging ,Active,Rural Reporter,Williston,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$641,190 ","$449,692 ","$614,725 "
2017,80161,8R01-021,Summit County(Summit Stage),Active,Rural Reporter,Breckenridge,CO,2010,,,,,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$170,780 ","$249,125 ","$574,152 "
2017,80161,8R01-021,Summit County(Summit Stage),Active,Rural Reporter,Breckenridge,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$903,308 ","$1,337,667 ","$967,554 "
2017,80161,8R01-021,Summit County(Summit Stage),Active,Rural Reporter,Breckenridge,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$8,595,552 ","$8,587,600 ","$9,090,753 "
2017,80162,8R01-006,East Central Council of Local Governments(ECCOG-OUtback Express Total System),Active,Rural Reporter,Stratton,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$249,961 ","$265,438 ","$259,057 "
2017,80163,8R05-003,Campbell County Senior Citizens Association Inc,Active,Rural Reporter,Gillette,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$274,710 ","$292,359 ","$305,160 "
2017,80164,8R02-016,Sanders County Council on Aging(Sanders County Transportation),Active,Rural Reporter,Hot Springs,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$194,406 ","$231,418 ","$268,356 "
2017,80166,8R02-009,Urban Transportation District of Dawson County(Dawson County ),Active,Rural Reporter,Glendive,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$248,025 ","$269,014 ","$271,018 "
2017,80167,8R02-017,Powder River County(Lake Community Transit),Active,Rural Reporter,Ronan,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$162,516 ","$173,925 ","$180,494 "
2017,80167,8R02-017,Powder River County(Lake Community Transit),Active,Rural Reporter,Ronan,MT,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80168,8R01-048,Dolores County Senior Services,Active,Rural Reporter,Dove Creek,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$134,415 ","$163,951 ","$174,654 "
2017,80169,8R02-031,Toole County(TCT (Toole County Transit)),Active,Rural Reporter,Shelby,MT,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$1,167 ",$635 ,
2017,80169,8R02-031,Toole County(TCT (Toole County Transit)),Active,Rural Reporter,Shelby,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$233,214 ","$253,985 ","$227,227 "
2017,80170,8R01-003,Town of Breckenridge(Free Ride Transit System),Active,Rural Reporter,Breckenridge,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$2,456,003 ","$3,114,453 ","$4,129,757 "
2017,80171,8R04-011,CCTS d/b/a River Cities Transit,Active,Rural Reporter,Pierre,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$3,737,768 ","$3,506,457 ","$3,670,531 "
2017,80172,8R02-011,"Lincoln County Transportation Service, Inc.(Lincoln County Transportation Service)",Active,Rural Reporter,Libby,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$212,506 ","$215,647 ","$236,252 "
2017,80173,8R02-029,"Mineral County Pioneer Council, Inc.(Mineral County Transportation Services)",Active,Rural Reporter,Superior,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$9,380 ","$8,095 ","$6,033 "
2017,80174,8R02-001,Butte Silver Bow Transit(Butte Silver Bow),Active,Rural Reporter,Butte,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$423,888 ","$320,962 ","$362,550 "
2017,80174,8R02-001,Butte Silver Bow Transit(Butte Silver Bow),Active,Rural Reporter,Butte,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$687,459 ","$853,102 ","$874,851 "
2014,80176,8R02-030,Toole County dba Northern Transit Interlocal (NTI) ,Inactive,Rural Reporter,,MT,2010,,,,,Pre 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80182,8R04-012,Rural Office of Community Services(ROCS),Active,Rural Reporter,Lake Andes,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,149,239 ","$1,080,105 ","$1,019,730 "
2017,80183,8R02-006,Valley County Transit(Valley County),Active,Rural Reporter,Glasgow,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$606,397 ","$608,754 ","$635,698 "
2017,80184,8R02-027,Lake County Council on Aging(Lake Community Transit),Active,Rural Reporter,Ronan,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$77,777 ","$96,612 ","$98,091 "
2017,80185,8R05-007,Riverton Senior Center,Active,Rural Reporter,Riverton,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$142,366 ","$148,126 ","$154,236 "
2017,80186,8R01-020,"Steamboat Springs, City of (SST (Steamboat Springs Transit))",Active,Rural Reporter,Steamboat Springs,CO,2010,,,,,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$242,335 ","$346,217 ","$379,649 "
2017,80186,8R01-020,"Steamboat Springs, City of (SST (Steamboat Springs Transit))",Active,Rural Reporter,Steamboat Springs,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$53,049 ","$76,478 ","$73,073 "
2017,80186,8R01-020,"Steamboat Springs, City of (SST (Steamboat Springs Transit))",Active,Rural Reporter,Steamboat Springs,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$2,894,120 ","$3,005,082 ","$3,118,134 "
2017,80186,8R01-020,"Steamboat Springs, City of (SST (Steamboat Springs Transit))",Active,Rural Reporter,Steamboat Springs,CO,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80187,8R04-003,Brookings Area Transit Authority(BATA),Active,Rural Reporter,Brookings,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,247,704 ","$1,189,597 ","$1,144,173 "
2017,80188,8R05-010,Southern Teton Area Rapid Transit(START),Active,Rural Reporter,Jackson,WY,2010,,,,,New in 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,591 "
2017,80188,8R05-010,Southern Teton Area Rapid Transit(START),Active,Rural Reporter,Jackson,WY,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,$0 ,,,"$3,872,729 "
2017,80188,8R05-010,Southern Teton Area Rapid Transit(START),Active,Rural Reporter,Jackson,WY,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$118,374 ","$65,984 ",
2017,80189,8R01-050,Southern Ute Community Action Program(SUCAP),Active,Rural Reporter,Ignacio,CO,2010,,,,,Existing 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$498,073 ","$463,819 ","$504,391 "
2017,80189,8R01-050,Southern Ute Community Action Program(SUCAP),Active,Rural Reporter,Ignacio,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$200,630 ","$195,505 ","$217,201 "
2017,80189,8R01-050,Southern Ute Community Action Program(SUCAP),Active,Rural Reporter,Ignacio,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$349,047 ","$335,776 ","$361,020 "
2017,80190,8R04-008,"East Dakota Transit, Inc.",Active,Rural Reporter,Madison,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$156,541 ","$173,892 ","$169,414 "
2017,80191,8R04-002,Arrow Transit,Active,Rural Reporter,Lemmon,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$289,180 ","$297,546 ","$290,007 "
2017,80193,8R05-011,Senior Citizens Council(Sheridan Mini-Bus),Active,Rural Reporter,Sheridan,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$496,553 ","$516,567 ","$517,315 "
2017,80196,8R03-027,Kenmare Wheels & Meals,Active,Rural Reporter,Kenmare,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$88,251 ","$73,102 ","$81,236 "
2016,80199,8R05-025,"North Big Horn Senior Center, Inc.",Inactive,Rural Reporter,,WY,2010,,,,,Pre 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,"$128,233 ","$141,704 ",
2017,80200,8R02-018,Missoula Ravalli Transportation Management Association(MR TMA I Ride Vanpool),Active,Rural Reporter,Missoula,MT,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80200,8R02-018,Missoula Ravalli Transportation Management Association(MR TMA I Ride Vanpool),Active,Rural Reporter,Missoula,MT,2010,,,,,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$284,208 ","$255,230 ","$320,835 "
2017,80201,8R01-025,Montezuma Senior Services,Active,Rural Reporter,Cortez,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$181,283 ","$213,229 ","$220,770 "
2017,80204,8R02-035,Opportunity Link(Northcentral Montana Transit),Active,Rural Reporter,Havre,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$290,626 ","$296,303 ","$280,773 "
2017,80205,8R02-024,Daniels Memorial Healthcare Foundation(Daniels County Transportation ),Active,Rural Reporter,Scobey,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$35,526 ","$44,579 ","$45,226 "
2017,80206,8R01-005,City of Durango(Durango Transit),Active,Rural Reporter,Durango,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$391,562 ","$423,515 ","$430,852 "
2017,80206,8R01-005,City of Durango(Durango Transit),Active,Rural Reporter,Durango,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,923,762 ","$2,043,296 ","$2,001,658 "
2017,80212,8R03-042,Turtle Mtn. Nutrition & Support Services,Active,Reduced Reporter,Belcourt,ND,2010,North Dakota Non-UZA,0,0,0,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$83,022 ","$71,470 ","$143,234 "
2017,80216,8R05-024,Converse County Aging Services,Active,Rural Reporter,Douglas,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$143,565 ","$165,370 ","$140,873 "
2017,80217,8R05-041,"Niobrara Senior Center, Inc.",Active,Rural Reporter,Lusk,WY,2010,,,,,New in 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,842 "
2017,80218,8R05-009,Sweetwater Transit Authority Resources(STAR),Active,Rural Reporter,Rock Springs,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$671,606 ","$466,911 ","$383,917 "
2017,80218,8R05-009,Sweetwater Transit Authority Resources(STAR),Active,Rural Reporter,Rock Springs,WY,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$118,519 ","$262,638 ","$281,797 "
2017,80220,8R02-005,Flathead Area IX Agency on Aging(Eagle Transit),Active,Rural Reporter,Kalispell,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,028,346 ","$515,791 ","$569,128 "
2017,80220,8R02-005,Flathead Area IX Agency on Aging(Eagle Transit),Active,Rural Reporter,Kalispell,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$2,367 ","$631,822 ","$635,832 "
2017,80221,8R01-011,Northeast Colorado Association of Local Government(NECALG DBA: County Express),Active,Rural Reporter,Fort Morgan,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,270,472 ","$1,244,593 ","$1,366,550 "
2017,80221,8R01-011,Northeast Colorado Association of Local Government(NECALG DBA: County Express),Active,Rural Reporter,Fort Morgan,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$222,478 "
2017,80222,8R05-042,Meeteetse Recreation District,Active,Rural Reporter,Meeteetse,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,160 ","$9,478 "
2017,80223,8R05-040,"Lander Senior Citizens Center, Inc.",Active,Rural Reporter,Lander,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$147,946 ","$152,180 ","$161,693 "
2017,80224,8R02-010,Phillips Transit Authority(Phillips Transit Authority),Active,Rural Reporter,Malta,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$223,626 ","$213,317 ","$229,023 "
2017,80225,8R01-008,City of La Junta,Active,Rural Reporter,La Junta,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,586 "
2017,80225,8R01-008,City of La Junta,Active,Rural Reporter,La Junta,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$171,216 ","$171,241 ","$76,465 "
2017,80227,8R01-017,Huerfano/Las Animas Council of Governments(SCCOG),Active,Rural Reporter,Trinidad,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$549,617 ","$568,197 ","$584,608 "
2017,80227,8R01-017,Huerfano/Las Animas Council of Governments(SCCOG),Active,Rural Reporter,Trinidad,CO,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80228,8R03-008,Kidder-Emmons County Senior Services ,Active,Rural Reporter,Steele,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$95,741 ","$100,471 ","$97,279 "
2017,80232,8R04-025,"Groton Community Transit, Inc.",Active,Rural Reporter,Groton,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$88,230 ","$86,580 ","$87,504 "
2017,80233,8R03-038,Cavalier County Senior Meals & Services,Active,Rural Reporter,Langdon,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$127,164 ","$136,066 ","$153,382 "
2017,80235,8R02-021,"Human Resource Development Council District IX, Inc.(HRDC Dist IX / Galavan / Streamline)",Active,Rural Reporter,Bozeman,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,812,497 ","$849,962 ","$969,539 "
2017,80235,8R02-021,"Human Resource Development Council District IX, Inc.(HRDC Dist IX / Galavan / Streamline)",Active,Rural Reporter,Bozeman,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$11,737 ","$894,868 ","$880,176 "
2017,80236,8R02-007,Fergus County Council on Aging(Central Montana Shuttle),Active,Rural Reporter,Lewistown,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$203,587 ","$217,193 ","$207,497 "
2017,80236,8R02-007,Fergus County Council on Aging(Central Montana Shuttle),Active,Rural Reporter,Lewistown,MT,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80237,8R01-035,Neighbor to Neighbor Volunteers,Active,Rural Reporter,Salida,CO,2010,,,,,New in 2017,CB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,"$170,718 "
2017,80237,8R01-035,Neighbor to Neighbor Volunteers,Active,Rural Reporter,Salida,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$199,235 ","$204,968 ","$261,383 "
2017,80237,8R01-035,Neighbor to Neighbor Volunteers,Active,Rural Reporter,Salida,CO,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80238,8R03-021,West River Transit,Active,Rural Reporter,Bismarck,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$796,809 ","$693,033 ","$760,051 "
2017,80244,8R04-019,Watertown Area Transit,Active,Rural Reporter,Watertown,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$427,397 ","$459,083 ","$429,178 "
2017,80248,8R06-004,Cedar Area Transportation Service(CATS),Active,Rural Reporter,Cedar City ,UT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$53,200 ","$59,199 ","$75,123 "
2017,80248,8R06-004,Cedar Area Transportation Service(CATS),Active,Rural Reporter,Cedar City ,UT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$90,798 ","$86,291 ","$78,190 "
2017,80249,8R03-036,Benson County Transportation,Active,Rural Reporter,Maddock,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$112,858 ","$158,062 ","$110,832 "
2017,80250,8R03-012,Nelson County Council On Aging ,Active,Rural Reporter,McVille,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$134,400 ","$131,946 ","$140,577 "
2017,80250,8R03-012,Nelson County Council On Aging ,Active,Rural Reporter,McVille,ND,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80252,8R05-005,Eppson Center for Seniors,Active,Rural Reporter,Laramie,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$97,076 ","$101,865 ","$79,718 "
2017,80252,8R05-005,Eppson Center for Seniors,Active,Rural Reporter,Laramie,WY,2010,,,,,Existing 2017,MB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80253,8R04-020,"West River Transit Authority, Inc.",Active,Rural Reporter,Spearfish,SD,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,381,181 ","$1,306,132 ","$1,317,406 "
2017,80254,8R02-025,"Glen-wood, Inc. (Quality Transit)",Active,Rural Reporter,Plentywood,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$378,207 ","$356,367 ","$383,890 "
2017,80255,8R02-019,Big Sky Transportation District(Skyline),Active,Rural Reporter,Big Sky,MT,2010,,,,,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80255,8R02-019,Big Sky Transportation District(Skyline),Active,Rural Reporter,Big Sky,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$46,925 ","$34,041 ","$19,055 "
2017,80255,8R02-019,Big Sky Transportation District(Skyline),Active,Rural Reporter,Big Sky,MT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$858,657 ","$914,014 ","$951,273 "
2017,80255,8R02-019,Big Sky Transportation District(Skyline),Active,Rural Reporter,Big Sky,MT,2010,,,,,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$392,982 ","$421,931 ","$457,554 "
2017,80256,8R01-053,Town of Mountain Village(TMV),Active,Rural Reporter,Mountain Village,CO,2010,,,,,Existing 2017,DR,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80256,8R01-053,Town of Mountain Village(TMV),Active,Rural Reporter,Mountain Village,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,830,316 ","$186,049 ","$195,188 "
2017,80256,8R01-053,Town of Mountain Village(TMV),Active,Rural Reporter,Mountain Village,CO,2010,,,,,Existing 2017,OT,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80256,8R01-053,Town of Mountain Village(TMV),Active,Rural Reporter,Mountain Village,CO,2010,,,,,Existing 2017,TR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,423,579 ","$3,237,360 ","$3,255,952 "
2017,80256,8R01-053,Town of Mountain Village(TMV),Active,Rural Reporter,Mountain Village,CO,2010,,,,,Existing 2017,VP,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$813,473 ","$44,219 ","$44,498 "
2017,80258,8R01-007,City of Glenwood Springs(COGS),Active,Rural Reporter,Glenwood Springs,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$1,071,999 ","$1,205,759 ","$1,304,246 "
2017,80259,8R02-013,Richland County (Richland County Transportation Service (RCTS)),Active,Rural Reporter,Sidney,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$288,406 ","$322,982 ","$283,259 "
2017,80260,8R06-005,Uintah Basin Association of Governments(BTA),Active,Rural Reporter,Roosevelt,UT,2010,,,,,Existing 2017,CB,DO,Discontinued,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,80260,8R06-005,Uintah Basin Association of Governments(BTA),Active,Rural Reporter,Roosevelt,UT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$38,567 ","$62,386 ","$73,687 "
2017,80260,8R06-005,Uintah Basin Association of Governments(BTA),Active,Rural Reporter,Roosevelt,UT,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$634,640 ","$569,843 ","$609,834 "
2017,80261,8R03-037,Can-Do Transportation,Active,Rural Reporter,Rolla,ND,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$80,510 ","$74,944 ","$86,460 "
2017,80262,8R02-043,City of Laurel(Laurel Transit Authority),Active,Rural Reporter,Laurel,MT,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$38,861 ","$32,848 ","$40,449 "
2017,80263,8R01-015,Town of Snowmass Village(Village Shuttle),Active,Rural Reporter,Snowmass Village,CO,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$554,891 ","$614,250 ","$599,201 "
2017,80263,8R01-015,Town of Snowmass Village(Village Shuttle),Active,Rural Reporter,Snowmass Village,CO,2010,,,,,Existing 2017,MB,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$2,563,232 ","$2,552,004 ","$2,807,514 "
2017,80264,8R05-054,"Cody Council on Aging, Inc.",Active,Rural Reporter,Cody,WY,2010,,,,,Existing 2017,DR,DO,Operating,,,,,,,,,,,,,,,,,,,,,,,,,"$98,411 ","$102,881 ","$92,957 "
