5 digit NTDID,AgencyID,Reporter Name,Reporter Type,Mode,TOS,Bio Diesel,Bunker Fuel,C Nat Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquefied Nat Gas,Liquefied Petroleum Gas,Other Fuel,Other Energy Desc
40097,4097,"Council on Aging of St. Lucie, Inc.",Full Reporter: Operating,MB,DO,0,,,,"66,706",,,,,,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,CB,DO,0,,,,"19,878",,,,"2,441",,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"761,346",,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"274,326",,,,,,,,,,
40101,4101,Spartanburg Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"18,577",,,,,,
40102,4102,Waccamaw Regional Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"123,623",,,,"23,926",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"57,551",,,,"2,908",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"50,880",,,,,,
40103,4103,Wiregrass Transit Authority,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
40104,4104,Indian River County,Full Reporter: Operating,DR,PT,,,,,,,,,0,,,,,,
40104,4104,Indian River County,Full Reporter: Operating,MB,PT,0,,,,0,,,,0,,,,,,
40105,4105,Puerto Rico Highway and Transportation Authority,Full Reporter: Operating,PB,PT,,,,,,,,0,0,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,DR,DO,,,,,,,,,"75,795",,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"546,216",,,,,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Full Reporter: Operating,VP,DO,,,,,,,,,"62,975",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,CB,PT,0,,,,"48,099",,,,,,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,DR,PT,0,,,,0,,,,"103,450",,,,,,
40110,4110,Charleston Area Regional Transportation Authority,Full Reporter: Operating,MB,PT,0,,,,"583,626",,,,,,,,,,
40111,4111,Morgan County Area Transportation System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40112,4112,City of San Juan,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40114,4114,Municipality of Aguada,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40114,4114,Municipality of Aguada,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40115,4115,Municipality of Caguas Mobility Office,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40115,4115,Municipality of Caguas Mobility Office,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40117,4117,Municipality of Vega Baja,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40117,4117,Municipality of Vega Baja,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter: Operating,DR,PT,,,,,,,,,"9,314",,,,,,
40120,4120,"City of Ocala, Florida",Full Reporter: Operating,MB,PT,0,,,,"125,695",,,,,,,,,,
40121,4121,Municipality of Hormigueros,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40121,4121,Municipality of Hormigueros,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40123,4123,Federal Programs Municipality of Gurabo,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40123,4123,Federal Programs Municipality of Gurabo,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40124,4124,Municipality of Cidra,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40124,4124,Municipality of Cidra,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40125,4125,Municipality of Carolina,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40125,4125,Municipality of Carolina,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40126,4126,Municipality of Humacao,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40126,4126,Municipality of Humacao,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter: Operating,DR,DO,0,,,,"39,675",,,,"65,718",,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter: Operating,DR,PT,,,,,,,,,"86,622",,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Full Reporter: Operating,MB,DO,0,,,,"46,912",,,,"6,998",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter: Operating,DR,PT,0,,,,"34,716",,,,"42,553",,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Full Reporter: Operating,MB,PT,0,,,,"30,786",,,,"37,735",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter: Operating/Building,DR,PT,0,,,,"94,258",,,,"9,272",,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter: Operating/Building,DT,PT,,,,,,,,,0,,,,,,
40129,4129,Charlotte County Transit Division,Full Reporter: Operating/Building,VP,DO,,,,,,,,,"5,971",,,,,,
40130,4130,Macon-Bibb County Transit Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40130,4130,Macon-Bibb County Transit Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40131,4131,Davidson County Transportation,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40131,4131,Davidson County Transportation,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40131,4131,Davidson County Transportation,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40132,4132,Goldsboro-Wayne Transportation Authority,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40132,4132,Goldsboro-Wayne Transportation Authority,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40133,4133,Guilford County Transportation,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40135,4135,Georgia Regional Transportation Authority,Full Reporter: Operating,CB,PT,0,,"46,152",,"935,728",,,,,,,,,,
40137,4137,Municipality of Bayamon,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40137,4137,Municipality of Bayamon,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter: Operating,CB,PT,0,,"44,254",,"334,420",,,,,,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter: Operating,DR,PT,0,,,,"29,480",,,,"8,733",,,,,,
40138,4138,Gwinnett County Board of Commissioners,Full Reporter: Operating,MB,PT,,,"411,759",,,,,,,,,,,,
40140,4140,Collier Area Transit,Full Reporter: Operating,DR,PT,0,,,,"104,683",,,,"1,686",,,,,,
40140,4140,Collier Area Transit,Full Reporter: Operating,MB,PT,0,,,,"287,802",,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter: Operating,DR,PT,0,,,,0,,,,,,,,,,
40141,4141,Central Midlands Transit,Full Reporter: Operating,MB,PT,0,,,,0,,,,,,,,,,
40143,4143,Town of Cary,Small Systems Reporter,DR,PT,0,,,,0,,,,0,,,,,,
40143,4143,Town of Cary,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40144,4144,Hall Area Transit,Full Reporter: Operating,DR,DO,,,,,,,,,"27,926",,,,,,
40144,4144,Hall Area Transit,Full Reporter: Operating,MB,DO,0,,,,"31,447",,,,,,,,,,
40145,4145,Municipality of Manati,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40145,4145,Municipality of Manati,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40146,4146,Hernando County Board of County Commissioners,Small Systems Reporter,DR,PT,0,,,,0,,,,,,,,,,
40146,4146,Hernando County Board of County Commissioners,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40147,4147,North Carolina State University Transportation Department,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
40148,4148,"Tri-County Community Council, Inc.",Full Reporter: Operating,DR,DO,0,,,,"3,487",,,,"18,096",,,,,,
40151,4151,Municipality of Hatillo,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40152,4152,"Miami Lakes - vRide, Inc.",Full Reporter: Operating,VP,DO,,,,,,,,,"179,121",,,,,,
40153,4153,"vRide, Inc. - Atlanta",Full Reporter: Operating,VP,DO,,,,,,,,,"317,418",,,,,,
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40155,4155,"St Johns County, Florida,  Board of County Commissioners",Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter: Operating,DR,PT,0,,,,"23,680",,,,"201,980",,,,,,
40158,4158,Lake County Board of County Commissioners,Full Reporter: Operating,MB,PT,0,,,,"86,948",,,,"6,179",,,,,,
40159,4159,Regional Transportation Authority,Full Reporter: Operating,CB,PT,0,,,,"359,046",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter: Operating,CR,PT,0,,,,"226,799",,,,,,,,,,
40159,4159,Regional Transportation Authority,Full Reporter: Operating,VP,PT,,,,,,,,,"71,105",,,,,,
40160,4160,Municipality of Camuy,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40160,4160,Municipality of Camuy,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40161,4161,Cherokee County Board of Commissioners,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40161,4161,Cherokee County Board of Commissioners,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40162,4162,Franklin Transit Authority,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40162,4162,Franklin Transit Authority,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40164,4164,Municipality of Fajardo,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40164,4164,Municipality of Fajardo,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40165,4165,Municipality of Juncos,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40165,4165,Municipality of Juncos,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40167,4167,Concord Kannapolis Area Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
40169,4169,Regional Planning Commission of Greater Birmingham,Full Reporter: Operating,VP,PT,,,,,,,,,"51,635",,,,,,
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40171,4171,Knoxville-Knox County Community Action Committee,Full Reporter: Operating,DR,DO,,,,,,,,,"231,940",,,,,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter: Operating,DR,DO,"11,342",,,,"11,016",,,,"70,525",,,,,,
40172,4172,Western Piedmont Regional Transit Authority ,Full Reporter: Operating,MB,DO,"55,113",,,,743,,,,,,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter: Operating,MB,PT,0,,,,"230,804",,,,,,,,,,
40173,4173,Piedmont Authority for Regional Transportation,Full Reporter: Operating,VP,DO,,,,,,,,,"106,000",,,,,,
40174,4174,Municipality of Yauco,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40174,4174,Municipality of Yauco,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40175,4175,Puerto Rico Maritime Transport Authority ,Full Reporter: Operating,FB,DO,0,,,,0,,,,0,,,,,,
40177,4177,Buckhead Community Improvement District,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
40178,4178,The Transportation Management Association Group,Full Reporter: Operating,VP,DO,,,,,,,,,"28,429",,,,,,
40179,4179,Broward County Community Bus Service,Full Reporter: Operating,MB,DO,0,,,,"66,185",,,,,,,,,,
40179,4179,Broward County Community Bus Service,Full Reporter: Operating,MB,PT,"28,914",,,,"202,991",,,,,,,,,,
40180,4180,University of Georgia Transit System,Full Reporter: Operating,DR,DO,,,,,,,,,"8,911",,,,,,
40180,4180,University of Georgia Transit System,Full Reporter: Operating,MB,DO,0,,,,"317,991",,,,,,,,,,
40181,4181,Henry County Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40182,4182,Municipality of Toa Baja,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40182,4182,Municipality of Toa Baja,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40183,4183,Municipality of San Sebastian,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40183,4183,Municipality of San Sebastian,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter: Operating,DR,PT,0,,,,"14,824",,,,"76,339",,,,,,
40185,4185,Bay County Transportation Planning Organization,Full Reporter: Operating,MB,PT,0,,,,"101,336",,,,0,,,,,,
40186,4186,City of Murfreesboro,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40187,4187,York County Council on Aging,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40188,4188,Virgin Islands Department of Public Works,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40188,4188,Virgin Islands Department of Public Works,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40190,4190,"East Tennessee Human Resource Agency, Inc.",Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter: Operating,DR,DO,,,,,,,,,"94,691",,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter: Operating,MB,DO,0,,,,"8,165",,,,,,,,,,
40191,4191,Transit Authority of Central Kentucky,Full Reporter: Operating,VP,DO,,,,,,,,,"30,357",,,,,,
40192,4192,Martin County,Full Reporter: Operating,DR,PT,,,,,,,,,"11,808",,,,,,
40192,4192,Martin County,Full Reporter: Operating,MB,PT,0,,,,"5,416",,,,"19,136",,,,,,
40193,4193,Liberty Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,0,,,,,,
40194,4194,Municipality of Mayaguez,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40194,4194,Municipality of Mayaguez,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40195,4195,Municipality of San Lorenzo,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40195,4195,Municipality of San Lorenzo,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40196,4196,Kentuckiana Regional Planning and Development Agency,Full Reporter: Operating,VP,DO,,,,,,,,835,"114,416",,,,,,
40197,4197,Municipality of Lares,Small Systems Reporter,MB,DO,0,,,,0,,,,0,,,,,,
40198,4198,Municipality of Dorado,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40198,4198,Municipality of Dorado,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40199,4199,Autonomous Municipality of Vega Alta,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
40199,4199,Autonomous Municipality of Vega Alta,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40200,4200,Tampa Bay Area Regional Transportation Authority,Full Reporter: Operating,VP,PT,,,,,,,,,"65,866",,,,,,
40203,4203,Enterprise Rideshare,Full Reporter: Operating,VP,DO,,,,,,,,,"107,847",,,,,,
40204,4204,Mid-Cumberland Human Resource Agency,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40204,4204,Mid-Cumberland Human Resource Agency,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40205,4205,Iredell County Area Transportation Services,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,0,,
40205,4205,Iredell County Area Transportation Services,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40206,4206,Berkeley Charleston Dorchester RTMA,Small Systems Reporter,CB,DO,0,,,,0,,,,0,,,,,,
40206,4206,Berkeley Charleston Dorchester RTMA,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40208,4208,City of Clemson/ Clemson Area Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40209,4209,Hoke County,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40210,4210,Craven County,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40213,4213,Autauga County Commission,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40214,4214,Cabarrus County Transportation Services,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40215,4215,Union County Transportation ,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40215,4215,Union County Transportation ,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40217,4217,Rowan Transit System,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40217,4217,Rowan Transit System,Small Systems Reporter,MB,PT,,,,,,,,,0,,,,,,
40218,4218,Oldham's Public Bus,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40221,4221,Gaston County,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40221,4221,Gaston County,Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40223,4223,Cumberland County,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40224,4224,Buncombe County,Full Reporter: Operating,DR,PT,,,"11,142",,,,,,"112,907",,,,"17,609",,
40224,4224,Buncombe County,Full Reporter: Operating,MB,PT,0,,"6,896",,"1,013",,,,"14,053",,,,,,
40225,4225,Alamance County Transportation Authority,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40226,4226,"Mountain Projects, Inc.",Small Systems Reporter,DR,DO,,,,,,,,,0,,,,0,,
40227,4227,Onslow United Transit System,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40228,4228,Mecklenburg County DSS,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40229,4229,Henderson County/ Apple Country Public Transit,Small Systems Reporter,DR,PT,,,,,,,,,0,,,,,,
40229,4229,Henderson County/ Apple Country Public Transit,Small Systems Reporter,MB,PT,0,,0,,0,,,,0,,,,,,
40231,4231,Orange Public Transportation,Small Systems Reporter,DR,DO,0,,,,0,,,,0,,,,,,
40231,4231,Orange Public Transportation,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40232,4232,Central Florida Commuter Rail,Full Reporter: Operating,CR,PT,0,,,,0,,,,,,,,,,
40233,4233,City of Salisbury - Salisbury,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40234,4234,Autonomous Municipality of Ponce,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
40235,4235,"Aiken Area Council on Aging, Inc.",Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
40235,4235,"Aiken Area Council on Aging, Inc.",Small Systems Reporter,MB,DO,,,,,,,,,0,,,,,,
40237,4237,Lancaster County Council on Aging,Small Systems Reporter,DR,DO,,,,,,,,,0,,,,,,
44929,,City of Fort Lauderdale,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"150,198",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter: Operating,MB,DO,0,,,,"188,000",,,,"10,613",,,,,,
50001,5001,City of Appleton - Valley Transit,Full Reporter: Operating,MB,PT,0,,,,0,,,,0,,,,,,
50002,5002,Green Bay Metro,Full Reporter: Operating,DR,PT,,,,,,,,,"56,418",,,,,,
50002,5002,Green Bay Metro,Full Reporter: Operating,MB,DO,0,,,,"239,250",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter: Operating,DR,PT,,,,,,,,,"16,820",,,,,,
50003,5003,Kenosha Transit,Full Reporter: Operating,MB,DO,0,,0,,"186,498",,,,,,,,,,
50003,5003,Kenosha Transit,Full Reporter: Operating,SR,DO,,,,,,,"192,480",,,,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter: Operating,DR,PT,0,,,,"29,769",,,,"1,558",,,,,,
50004,5004,LaCrosse Municipal Transit Utility,Full Reporter: Operating,MB,DO,0,,,,"147,266",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter: Operating,DR,DO,0,,,,"35,540",,,,,,,,,,
50005,5005,Metro Transit System,Full Reporter: Operating,DR,PT,0,,,,"2,433",,,,"161,431",,,,,,
50005,5005,Metro Transit System,Full Reporter: Operating,MB,DO,0,,,,"1,262,975",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter: Operating,CB,PT,0,,,,"49,948",,,,,,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter: Operating,DR,DO,,,,,,,,,"22,196",,,,,,
50006,5006,Belle Urban System - Racine,Full Reporter: Operating,MB,DO,0,,,,"231,365",,,,,,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter: Operating,DR,PT,0,,"29,046",,"241,492",,,,,,,,,,
50008,5008,Milwaukee County Transit System,Full Reporter: Operating,MB,DO,0,,,,"4,004,967",,,,,,,,,,
50009,5009,GO Transit,Full Reporter: Operating,DT,PT,,,,,,,,,0,,,,,,
50009,5009,GO Transit,Full Reporter: Operating,MB,DO,0,,,,"113,367",,,,,,,,,,
50009,5009,GO Transit,Full Reporter: Operating,MB,PT,0,,,,"8,749",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter: Operating,CB,DO,0,,,,"66,240",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter: Operating,DR,DO,0,,"111,190",,"112,532",,,,,,,,,,
50010,5010,METRO Regional Transit Authority ,Full Reporter: Operating,MB,DO,0,,"458,528",,"537,800",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter: Operating,DR,DO,"5,723",,"61,650",,"150,029",,,,,,,,,,
50011,5011,Stark Area Regional Transit Authority,Full Reporter: Operating,MB,DO,"11,109",,"119,674",,"441,263",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter: Operating,DR,PT,0,,,,"172,424",,,,,,,,,,
50012,5012,Southwest Ohio Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"2,771,998",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"300,409",,,,"5,761",,,,"5,550",,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"297,138",,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,HR,DO,,,,,,,"24,651,213",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,LR,DO,,,,,,,"11,821,324",,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"4,066,716",,,,,,,,,,
50015,5015,The Greater Cleveland Regional Transit Authority,Full Reporter: Operating,RB,DO,0,,,,"299,018",,,,,,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter: Operating,DR,PT,0,,,,"304,142",,,,"13,021",,,,,,
50016,5016,Central Ohio Transit Authority,Full Reporter: Operating,MB,DO,0,,"652,039",,"2,370,656",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"262,251",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"1,197,336",,,,,,,,,,
50017,5017,Greater Dayton Regional Transit Authority,Full Reporter: Operating,TB,DO,,,,,,,"3,678,769",,,,,,,,
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50019,5019,City of Middletown - Middletown Transit System,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50020,5020,Springfield City Area Transit,Small Systems Reporter,DR,PT,0,,,,0,,,,,,,,,,
50020,5020,Springfield City Area Transit,Small Systems Reporter,MB,PT,0,,,,0,,,,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter: Operating,DR,DO,0,,,,"130,775",,,,,,,,,,
50021,5021,Portage Area Regional Transportation Authority,Full Reporter: Operating,MB,DO,0,,,,"166,441",,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter: Operating,DR,DO,"235,748",,,,0,,,,,,,,,,
50022,5022,Toledo Area Regional Transit Authority,Full Reporter: Operating,MB,DO,"731,397",,,,0,,,,,,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter: Operating,DR,DO,0,,,,"44,864",,,,"9,039",,,,,,
50024,5024,Western Reserve Transit Authority,Full Reporter: Operating,MB,DO,"16,003",,,,"269,569",,,,,,,,,,
50025,5025,Duluth Transit Authority,Full Reporter: Operating,DR,PT,,,,,,,,,"26,269",,,,,,
50025,5025,Duluth Transit Authority,Full Reporter: Operating,MB,DO,0,,,,"405,862",,,,,,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter: Operating,DR,PT,,,,,,,,,"3,094",,,,,,
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter: Operating,MB,PT,"34,449",,,,"65,013",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter: Operating,CR,PT,0,,,,"441,744",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter: Operating,LR,DO,,,,,,,"32,835,141",,,,,,,,
50027,5027,Metro Transit ,Full Reporter: Operating,MB,DO,"7,097,518",,,,0,,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,CB,DO,0,,,,"30,431",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,DR,DO,0,,,,"67,476",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter: Operating,MB,DO,0,,"93,145",,"122,236",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter: Operating,DR,DO,0,,,,0,,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter: Operating,MB,DO,0,,,,0,,,,,,,,,,
50030,5030,Battle Creek Transit,Small Systems Reporter,DR,DO,0,,,,0,,,,,,,,,,
50030,5030,Battle Creek Transit,Small Systems Reporter,MB,DO,0,,,,0,,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,DR,DO,,,,,"364,599",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,DR,PT,0,,,,"93,013",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,MB,DO,0,,,,"2,255,870",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter: Operating,MB,PT,0,,,,"82,469",,,,,,,,,,
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,DR,DO,0,,,,"101,997",,,,"12,164",,,,"591,892",,
50032,5032,Mass Transportation Authority ,Full Reporter: Operating,DR,PT,0,,,,"2,336",,,,,,,,,,
