NTD ID,AgencyID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"77,926",,,,"112,009",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Urban,MB,DO,"830,858",,,,0,,,,,,,,,,
50042,5042,East Chicago Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"5,105",,,,,,
50042,5042,East Chicago Transit,Full Reporter,Urban,MB,DO,0,,,,"34,480",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,DR,DO,0,,"3,375",,"73,862",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Urban,MB,DO,0,,,,"172,344",,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,DR,DO,"70,170",,,,0,,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Urban,MB,DO,"291,617",,,,0,,,,,,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,"26,987",,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,,"186,922",,,,,,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,DR,DO,"31,583",,,,0,,,,"22,802",,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Urban,MB,DO,"328,311",,,,0,,,,,,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,DR,PT,0,,,,"313,702",,,,"62,737",,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Urban,MB,DO,0,,,,"1,699,509","985,540",,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,DR,DO,0,,"15,287",,"3,405",,,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,"268,204",,"201,939",,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,DR,DO,0,,,,"6,396",,,,"37,961",,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,"188,917",,"168,628",,,,,,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Urban,DR,DO,0,,,,"2,400",,,,"7,252",,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Urban,MB,DO,0,,,,"47,496",,,,"22,504",,,,,,
50054,5054,Muncie Indiana Transit System,Full Reporter,Urban,DR,DO,0,,,,"14,571",,,,,,,,"29,717",,
50054,5054,Muncie Indiana Transit System,Full Reporter,Urban,MB,DO,"173,116",,,,0,,,,,,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"68,217",,,,"71,496",,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Urban,MB,DO,"525,366",,,,0,,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"29,215",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,"13,228",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,FB,PT,0,,,,"9,477",,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Urban,MB,DO,0,,"512,536",,"69,107",,,,"14,872",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Urban,DR,DO,0,,,,"52,540",,,,"59,432",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Urban,MB,DO,0,,,,"319,548",,,,,,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Urban,DR,DO,0,,,,"5,763",,,,"64,418",,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO,0,,"230,776",,"181,868",,,,,,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"18,909",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"2,485",,,,"26,821",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Urban,MB,DO,"777,544",,,,0,,,,,,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Urban,DR,DO,,,,,,,,,"18,804",,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Urban,MB,DO,"209,572",,,,0,,,,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Urban,HR,DO,,,,,,,"429,244,000",,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"16,073,000","63,686",,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Urban,DR,PT,"19,963",,,,0,,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Urban,MB,PT,"301,846",,,,0,,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,CB,PT,0,,,,"125,185",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,DO,0,,,,"10,913",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,DR,PT,0,,,,"3,366",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Urban,MB,DO,0,,,,"182,262",,,,,,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Urban,DR,PT,0,,,,"6,062",,,,"31,983",,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Urban,MB,DO,0,,,,"138,193",,,,,,,,,,
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter,Urban,DR,DO,,,,,,,,,"20,120",,,,,,
50104,5104,Northern Indiana Commuter Transportation District,Full Reporter,Urban,CR,DO,,,,,,,"20,035,750",,,,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Urban,DR,DO,,,,,,,,,"25,281",,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Urban,MB,DO,0,,,,"277,394",,,,"6,496",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,DO,0,,,,"20,586",,,,"7,560",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,DR,PT,0,,,,"118,004",,,,"521,603",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,DO,0,,"734,148",,"4,765,301",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,MB,PT,0,,,,"346,253",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Urban,VP,DO,,,,,,,,,"630,821",,,,,,
50117,5117,Laketran,Full Reporter,Urban,CB,DO,0,,,,"86,686",,,,,,,,,,
50117,5117,Laketran,Full Reporter,Urban,DR,DO,0,,,,"228,495",,,,"9,204",,,,875,,
50117,5117,Laketran,Full Reporter,Urban,MB,DO,0,,,,"110,238",,,,"5,565",,,,,,
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Full Reporter,Urban,CR,DO,0,,,,"26,183,703",,"74,652,715",,,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Urban,DR,PT,,,,,,,,,"204,811",,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Urban,MB,DO,0,,,,"3,301,923",,,,,,,,,,
50131,5131,"Opportunity Enterprises, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"57,382",,,,,,
50141,5141,Detroit Transportation Corporation,Full Reporter,Urban,MG,DO,,,,,,,"4,521,120",,,,,,,,
50145,5145,City of Kokomo,Full Reporter,Urban,DR,DO,0,,,,"11,812",,,,"41,796",,,,,,
50145,5145,City of Kokomo,Full Reporter,Urban,MB,DO,0,,,,"28,411",,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,DR,PT,"77,505",,,,0,,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,MB,PT,"893,951",,,,0,,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Urban,VP,DO,,,,,,,,,"53,719",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,CB,DO,,,"19,365",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,DO,,,"252,919",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,DR,PT,0,,"22,868",,"1,936",,,,"94,872",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Urban,MB,DO,0,,"80,505",,"1,782",,,,,,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,"21,234",,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Urban,MB,PT,0,,,,"103,874",,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,DR,PT,"12,886",,,,0,,,,"309,256",,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,MB,PT,"609,401",,,,0,,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter,Urban,VP,PT,,,,,,,,,"71,130",,,,,,
50155,5155,Metro Mobility,Full Reporter,Urban,DR,PT,,,,,,,,,"3,136,311",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,CB,DO,0,,,,"16,189",,,,"46,215",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"45,743",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,,"61,068",,,,678,,,,,,
50158,5158,University of Michigan Parking and Transportation Services,Full Reporter,Urban,MB,DO,0,,,,"291,414",,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,CB,PT,0,,,,"34,024",,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,DR,PT,0,,,,"10,426",,,,"8,820",,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Urban,MB,PT,0,,,,"161,533",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter,Urban,CB,PT,0,,,,"72,462",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter,Urban,DR,PT,0,,,,"14,024",,,,"92,454",,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Urban,CB,DO,0,,,,"59,258",,,,,,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Urban,DR,PT,,,,,,,,,"90,321",,,,,,
50163,5163,Licking County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"21,802",,,,"145,380",,,,,,
50165,5165,Greene County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"1,676",,,,"156,079",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,DR,DO,"5,457",,,,"15,091",,,,"30,800",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,DR,PT,,,,,,,,,"67,355",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Urban,MB,DO,"3,638",,,,"10,060",,,,"20,533",,,,,,
50167,5167,"South Lake County Community Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"48,388",,,,,,
50169,5169,Miami County Public Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"63,232",,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter,Urban,DR,DO,,,,,,,,,"36,013",,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Urban,DR,PT,0,,,,"217,088",,,,"3,265,612",,,,,,
50183,5183,City of Valparaiso,Full Reporter,Urban,CB,PT,0,,,,"31,906",,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter,Urban,MB,PT,,,,,,,,,"31,644",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,"28,806",,,,"40,937",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Urban,MB,DO,0,,,,"29,459",,,,"41,865",,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter,Urban,VP,PT,,,,,,,,,"35,424",,,,,,
50193,5193,Enterprise Rideshare - Michigan,Full Reporter,Urban,VP,DO,,,,,,,,,"629,897",,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter,Urban,DR,PT,0,,,,"13,987",,,,"52,402",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Urban,DR,DO,0,,,,"23,076",,,,"13,151",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Urban,MB,DO,0,,,,"6,653",,,,"18,607",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Urban,DR,DO,0,,,,234,,,,"27,917",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Urban,MB,DO,,,,,,,,,"42,902",,,,,,
50204,5204,Jackson County Mass Transit District,Full Reporter,Urban,MB,DO,,,,,,,,,"59,721",,,,,,
50211,5211,Rides Mass Transit District,Full Reporter,Urban,MB,DO,"20,689",,,,"167,396",,,"34,912","314,209",,,,,,
50213,5213,M-1 Rail,Full Reporter,Urban,SR,PT,,,,,,,"879,942",,,,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Urban,DR,DO,,,,,,,,"2,451",713,,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Urban,MB,PT,0,,,,"123,096",,,,"14,500",,,,,,
50516,5219,City of Plymouth,Full Reporter,Urban,DR,PT,0,,,,"2,085",,,,"34,703",,,,,,
50516,5219,City of Plymouth,Full Reporter,Urban,MB,PT,0,,,,"186,747",,,,"15,275",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Urban,DR,PT,,,,,,,,,"32,898",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Urban,MB,PT,0,,,,"3,728",,,,264,,,,,,
50518,5221,SouthWest Transit,Full Reporter,Urban,DR,PT,0,,,,"23,008",,,,"26,376",,,,,,
50518,5221,SouthWest Transit,Full Reporter,Urban,MB,PT,0,,,,"398,296",,,,,,,,,,
50519,5222,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT,"1,114,726",,,,0,,,,"22,483",,,,,,
50521,,Chicago Water Taxi (Wendella),Full Reporter,Urban,FB,DO,0,,,,"29,627",,,,,,,,,,
50522,,Lake Erie Transit,Full Reporter,Urban,DR,DO,0,,,,"74,397",,,,,,,,,,
50522,,Lake Erie Transit,Full Reporter,Urban,MB,DO,0,,,,"50,781",,,,,,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Urban,DR,PT,,,"411,174",,,,,,,,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Urban,MB,DO,,,"2,678,137",,,,,,"15,885",,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO,,,"328,964",,,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,0,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO,,,"2,068,067",,,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,"9,000",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,DO,0,,,,"1,847,572",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,CB,PT,0,,,,"576,113",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,DR,PT,0,,,,"32,087",,,,"1,971,028",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,LR,DO,,,,,,,"22,922,176",,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,DO,0,,"1,029,477",,"7,175,009",,,,"166,042",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,MB,PT,0,,,,"1,474,545",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Urban,VP,PT,,,,,,,,,"569,090",,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Urban,DR,DO,0,,,,"35,981",,,,"3,561",,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Urban,MB,DO,0,,"362,717",,"316,429",,,,,,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Urban,DR,DO,0,,,,"6,656",,,,"113,865",,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Urban,MB,DO,0,,,,"473,838",,,,,,,,,,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"124,961",,,,"742,058",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT,,,,,,,,,"373,392",,,,"205,281",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO,0,,"1,353,725",,"5,629,995","36,240",,,,,,,"103,898",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"308,186",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Urban,DR,DO,0,,,,"56,709",,,,"3,544",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Urban,MB,DO,0,,,,"158,566",,,,,,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,CB,PT,0,,,,"35,683",,,,"61,032",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,DR,DO,,,,,,,,,"31,172",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Urban,MB,DO,0,,,,"228,936",,,,"4,150",,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Urban,DR,PT,0,,,,"28,479",,,,,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Urban,MB,PT,0,,"250,998",,0,,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,DR,DO,0,,,,"72,243",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,FB,PT,0,,,,"4,723",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,DO,0,,"80,367",,"641,035",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,MB,PT,,,750,,,,,,650,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"1,361",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,DR,PT,,,"226,388",,,,,,"1,135",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,DO,0,,"235,439",,"289,316",,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Urban,MB,PT,,,"24,072",,,,,,,,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Urban,DR,DO,,,,,,,,,"341,529",,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Urban,MB,DO,0,,"397,904",,"1,277,489",,,,,,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Urban,DR,PT,0,,,,"9,632",,,,"99,494",,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Urban,MB,DO,0,,,,"745,915",,,,,,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Urban,DR,DO,,,"10,713",,,,,,"48,371",,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Urban,MB,DO,0,,"285,577",,"161,482","37,197",,,"90,937",,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,DR,PT,"5,951",,,,0,,,,"204,024",,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,FB,PT,0,,,,"215,989",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,MB,PT,"1,737,975",,,,0,,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Urban,SR,PT,,,,,,,"4,615,200",,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,DR,DO,0,,,,"19,462",,,,"91,070",,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,MB,DO,0,,"212,403",,"445,880",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"402,140",,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,"23,460",,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Urban,MB,DO,0,,"178,180",,"61,828",,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Urban,DR,DO,0,,,,"40,557",,,,613,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Urban,MB,PT,0,,"1,754",,"35,899",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT,0,,,,"309,863",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT,0,,,,"330,542",,,,"309,817",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT,0,,,,"4,000,599",,,,"35,474",,,,"2,268",,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"144,811",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT,0,,,,"189,063",,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,DO,0,,,,314,,,,"7,544",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT,,,"200,976",,,,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO,0,,"629,192",,"337,135",,,,"8,671",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT,,,"67,311",,,,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"6,730",,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT,0,,,,"1,432,405",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT,0,,"487,620",,"6,626",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,LR,DO,,,,,,,"121,331,373",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,MB,DO,0,,"7,994,015",,"192,119",,,,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,SR,DO,,,,,,,"481,420",,,,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Urban,VP,PT,,,,,,,,,"189,491",,,,,,
60059,6059,Brazos Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"135,468",,,,,,
60059,6059,Brazos Transit District,Full Reporter,Urban,MB,DO,0,,,,"93,963",,,,"22,649",,,,,,
60072,6072,Ozark Regional Transit,Full Reporter,Urban,DR,DO,,,1,,,,,,"23,576",,,,,,
60072,6072,Ozark Regional Transit,Full Reporter,Urban,MB,DO,0,,"9,834",,"30,051",,,,"77,638",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Urban,DR,DO,,,"26,433",,,,,,"4,979",,,,,,
60077,6077,Santa Fe Trails - City of Santa Fe,Full Reporter,Urban,MB,DO,0,,"209,556",,"2,126",,,,,,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Urban,DR,DO,0,,,,"3,293",,,,"28,231",,,,,,
60082,6082,The Gulf Coast Center,Full Reporter,Urban,MB,DO,0,,,,"19,913",,,,"72,540",,,,,,
60084,6084,"Ft.Worth - vRide, Inc.",Full Reporter,Urban,VP,DO,,,,,,,,,"141,968",,,,,,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Urban,DR,PT,0,,,,0,,,,"73,781",,,,"2,765",,
60088,6088,Jefferson Parish Department of Transit Administration,Full Reporter,Urban,MB,PT,"402,313",,,,0,,,,,,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,CB,DO,0,,,,"34,499",,,,"44,937",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,DR,DO,0,,,,"4,096",,,,"7,420",,,,,,
60090,6090,Lower Rio Grande Valley Development Council,Full Reporter,Urban,MB,DO,0,,,,"93,107",,,,"40,820",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Urban,DR,DO,0,,,,"163,274",,,,"104,516",,,,,,
60091,6091,Hill Country Transit District,Full Reporter,Urban,MB,DO,0,,,,"144,329",,,,175,,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,"52,717",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,MB,DO,0,,"25,478",,"303,555",,,,"130,942",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,"56,261",,,,,,
60101,6101,Denton County Transportation Authority,Full Reporter,Urban,YR,PT,0,,,,"328,500",,,,,,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Urban,DR,DO,0,,,,233,,,,"136,220",,,,,,
60102,6102,Concho Valley Transit District,Full Reporter,Urban,MB,DO,0,,,,"22,323",,,,"4,754",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,CB,PT,0,,,,"124,092",,,,,,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,DR,PT,0,,,,"105,570",,,,"11,905",,,,,,
60103,6103,Fort Bend County Public Transportation,Full Reporter,Urban,MB,PT,0,,,,"27,988",,,,"3,156",,,,,,
60107,6107,"Texoma Area Paratransit System, Inc",Full Reporter,Urban,DR,PT,,,,,,,,,"64,997",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,DO,,,,,,,,,"7,737",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CB,PT,0,,,,"43,954",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,CR,PT,0,,,,"1,022,216",,,,,,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,"73,936",,,,,,
60111,6111,Rio Metro Regional Transit District,Full Reporter,Urban,MB,DO,,,,,,,,,"4,298",,,,,,
60114,6114,STAR Transit,Full Reporter,Urban,CB,DO,,,,,,,,,"40,570",,,,,,
60114,6114,STAR Transit,Full Reporter,Urban,DR,DO,,,,,,,,,"231,428",,,,,,
60114,6114,STAR Transit,Full Reporter,Urban,MB,DO,,,,,,,,,"6,261",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Urban,DR,DO,,,,,,,,,"15,181",,,,,,
60127,6127,Plaquemines Parish Government,Full Reporter,Urban,FB,DO,0,,,,"229,368",,,,,,,,,,
60130,6130,Alamo Area Council of Governments,Full Reporter,Urban,DR,DO,0,,,,"1,125",,,,"164,265",,,,,,
60133,6133,McKinney Avenue Transit Authority,Full Reporter,Urban,SR,DO,,,,,,,"234,437",,,,,,,,
60134,6134,The Woodlands Township,Full Reporter,Urban,CB,PT,0,,,,"163,255",,,,,,,,,,
60134,6134,The Woodlands Township,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,,"12,215",
60269,,Texas State University,Full Reporter,Urban,MB,PT,0,,,,"161,290",,,,,,,,,,
