5 Digit NTD ID,AgencyID,Agency Name,Reporter Type,Form Module Type,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Cooking Oil,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Full Reporter,Full Reporter,MB,PT,"31,838",,,,"71,003",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Full Reporter,CR,PT,0,,,,"420,117",,,,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Full Reporter,LR,DO,,,,,,,"38,751,972",,,,,,,,
50027,5027,Metro Transit ,Full Reporter,Full Reporter,MB,DO,"6,962,136",,,,0,,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Full Reporter,CB,DO,0,,,,"34,270",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Full Reporter,DR,DO,0,,,,"65,035",,,,,,,,,,
50028,5028,St. Cloud Metropolitan Transit Commission,Full Reporter,Full Reporter,MB,DO,0,,"239,009",,"75,346",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"41,663",,,,,,,,,,
50029,5029,Bay Metropolitan Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"149,899",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Full Reporter,DR,DO,0,,,,"342,152",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Full Reporter,DR,PT,0,,,,"92,935",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"2,573,110",,,,,,,,,,
50031,5031,Suburban Mobility Authority for Regional Transportation,Full Reporter,Full Reporter,MB,PT,0,,,,"78,591",,,,,,,,,,
50032,5032,Mass Transportation Authority ,Full Reporter,Full Reporter,DR,DO,0,,,,"112,611",,,,"24,959",,,,"584,843",,
50032,5032,Mass Transportation Authority ,Full Reporter,Full Reporter,DR,PT,0,,,,"5,191",,,,,,,,,,
50032,5032,Mass Transportation Authority ,Full Reporter,Full Reporter,MB,DO,0,,"2,586",,"690,145",,,,0,27,,,"7,789",,
50033,5033,Interurban Transit Partnership,Full Reporter,Full Reporter,DR,PT,0,,,,"172,916",,,,"229,438",,,,"12,798",,
50033,5033,Interurban Transit Partnership,Full Reporter,Full Reporter,MB,DO,0,,,,"1,317,809",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Full Reporter,RB,DO,0,,,,"76,940",,,,,,,,,,
50033,5033,Interurban Transit Partnership,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"38,368",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"42,995",,,,"10,624",,,,,,
50034,5034,City of Jackson Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"67,238",,,,,,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter,Full Reporter,DR,PT,0,,,,"55,670",,,,"98,066",,,,,,
50035,5035,Kalamazoo Metro Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"358,706",,,,,,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"31,930",,,,"116,419",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"25,523",,,,"115,651",,,,,,
50036,5036,Capital Area Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"766,189",,,,,,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"21,156",,,,,,
50039,5039,Saginaw Transit Authority Regional Service,Full Reporter,Full Reporter,MB,DO,0,,,,"160,511",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Full Reporter,CB,DO,"17,172",,,,0,,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"44,077",,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Full Reporter,DR,DO,"10,933",,,,0,,,,,,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"87,387",,,,"107,708",,,,,,
50040,5040,Ann Arbor Area Transportation Authority,Full Reporter,Full Reporter,MB,DO,"655,570",,,,0,,,,,,,,,,
50042,5042,East Chicago Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"5,398",,,,,,
50042,5042,East Chicago Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"34,946",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Full Reporter,DR,DO,0,,"3,121",,"71,223",,,,,,,,,,
50043,5043,Metropolitan Evansville Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"198,660",,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Full Reporter,DR,DO,"41,647",,,,0,,,,,,,,,,
50044,5044,Fort Wayne Public Transportation Corporation,Full Reporter,Full Reporter,MB,DO,"292,356",,,,0,,,,,,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"20,811",,,,,,
50045,5045,Gary Public Transportation Corporation,Full Reporter,Full Reporter,MB,DO,0,,,,"199,413",,,,,,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Full Reporter,DR,DO,"32,092",,,,0,,,,"17,522",,,,,,
50047,5047,Bloomington-Normal Public Transit System,Full Reporter,Full Reporter,MB,DO,"315,276",,,,0,,,,,,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Full Reporter,DR,PT,0,,,,"312,123",,,,"18,198",,,,,,
50050,5050,Indianapolis and Marion County Public Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"1,823,422","369,143",,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Full Reporter,DR,DO,0,,"14,391",,"4,073",,,,,,,,,,
50051,5051,Greater Lafayette Public Transportation Corporation,Full Reporter,Full Reporter,MB,DO,0,,"69,803",,"356,322",,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Full Reporter,DR,DO,"39,618",,,,0,,,,,,,,,,
50052,5052,South Bend Public Transportation Corporation,Full Reporter,Full Reporter,MB,DO,"314,116",,"6,770",,0,,,,,,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Full Reporter,DR,DO,0,,,,"9,019",,,,"1,780",,,,,,
50053,5053,Terre Haute Transit Utility,Full Reporter,Full Reporter,MB,DO,0,,,,"46,675",,,,"34,344",,,,,,
50054,5054,Muncie Indiana Transit System,Full Reporter,Full Reporter,DR,DO,"27,389",,,,0,,,,,,,,"12,095",,
50054,5054,Muncie Indiana Transit System,Full Reporter,Full Reporter,MB,DO,"181,143",,,,0,,,,,,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Full Reporter,DR,PT,0,,,,"111,339",,,,"88,513",,,,,,
50056,5056,Greater Peoria Mass Transit District,Full Reporter,Full Reporter,MB,DO,"556,403",,,,0,,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"26,682",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"13,080",,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Full Reporter,FB,PT,0,,,,"8,053",,,,,,,,,,
50057,5057,Rock Island County Metropolitan Mass Transit District,Full Reporter,Full Reporter,MB,DO,0,,"471,137",,"77,616",,,,"7,402",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Full Reporter,DR,DO,0,,,,"72,643",,,,"22,418",,,,,,
50058,5058,Rockford Mass Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"328,877",,,,,,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Full Reporter,DR,DO,"19,725",,,,0,,,,"37,640",,,,,,
50059,5059,Springfield Mass Transit District,Full Reporter,Full Reporter,MB,DO,"212,945",,"275,595",,0,,,,,,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"29,621",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Full Reporter,DR,PT,0,,,,0,,,,"25,652",,,,,,
50060,5060,Champaign-Urbana Mass Transit District,Full Reporter,Full Reporter,MB,DO,0,,,,"785,339",,,,,,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"17,501",,,,,,
50061,5061,Decatur Public Transit System,Full Reporter,Full Reporter,MB,DO,"216,349",,,,0,,,,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Full Reporter,HR,DO,,,,,,,"423,040,494",,,,,,,,
50066,5066,Chicago Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"16,427",0,,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter,Full Reporter,DR,DO,0,,,,"18,903",,,,,,,,,,
50088,5088,Shoreline Metro,Full Reporter,Full Reporter,MB,DO,0,,,,"104,890",,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Full Reporter,DR,PT,"23,466",,,,0,,,,,,,,,,
50092,5092,City of Rochester Public Transportation,Full Reporter,Full Reporter,MB,PT,"288,165",,,,0,,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Full Reporter,CB,PT,0,,,,"136,663",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Full Reporter,DR,DO,0,,,,"17,986",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Full Reporter,DR,PT,0,,,,"3,216",,,,,,,,,,
50096,5096,City of Waukesha Transit Commission,Full Reporter,Full Reporter,MB,DO,0,,,,"156,146",,,,,,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"5,757",,,,"35,016",,,,,,
50099,5099,Eau Claire Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"112,748",,,,,,,,,,
50103,5103,North Township of Lake County Dial-A-Ride,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"21,042",,,,,,
50104,5104,Northern Indiana Commuter Transportation District,Full Reporter,Full Reporter,CR,DO,,,,,,,"21,015,250",,,,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Full Reporter,DR,DO,0,,,,"1,285",,,,"23,107",,,,,,
50110,5110,Bloomington Public Transportation Corporation,Full Reporter,Full Reporter,MB,DO,0,,,,"286,995",,,,"5,274",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Full Reporter,DR,DO,0,,,,"20,897",,,,706,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Full Reporter,DR,PT,0,,,,"303,097",,,,"357,042",,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Full Reporter,MB,DO,0,,0,,"5,350,783",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Full Reporter,MB,PT,0,,,,"390,553",,,,,,,,,,
50113,5113,Pace - Suburban Bus Division,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"790,401",,,,,,
50117,5117,Laketran,Full Reporter,Full Reporter,CB,DO,0,,,,"86,476",,,,,,,,,,
50117,5117,Laketran,Full Reporter,Full Reporter,DR,DO,0,,,,"212,282",,,,"6,895",,,,,,
50117,5117,Laketran,Full Reporter,Full Reporter,MB,DO,0,,,,"108,769",,,,"3,764",,,,,,
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Full Reporter,Full Reporter,CR,DO,0,,,,"27,329,612",,"81,745,951",,,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Full Reporter,DR,PT,,,,,,,,,0,,,,,,
50119,5119,City of Detroit Department of Transportation,Full Reporter,Full Reporter,MB,DO,0,,,,"2,783,235",,,,,,,,,,
50131,5131,"Opportunity Enterprises, Inc.",Full Reporter,Full Reporter,DR,DO,,,,,,,,,"52,488",,,,,,
50141,5141,Detroit Transportation Corporation,Full Reporter,Full Reporter,MG,DO,,,,,,,"4,478,920",,,,,,,,
50143,5143,Brunswick Transit Alternative,Full Reporter,Full Reporter,MB,DO,0,,,,"11,235",,,,,,,,,,
50145,5145,City of Kokomo,Full Reporter,Full Reporter,DR,DO,0,,,,"18,359",,,,"22,493",,,,,,
50145,5145,City of Kokomo,Full Reporter,Full Reporter,MB,DO,0,,,,"24,530",,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Full Reporter,DR,PT,"80,173",,,,0,,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Full Reporter,MB,PT,"824,616",,,,0,,,,,,,,,,
50146,5146,Madison County Transit District,Full Reporter,Full Reporter,VP,DO,,,,,,,,,"78,347",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Full Reporter,CB,DO,,,"20,092",,,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Full Reporter,DR,DO,0,,"238,559",,728,,,,,,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Full Reporter,DR,PT,0,,"22,713",,"98,953",,,,"96,974",,,,,,
50148,5148,Blue Water Area Transportation Commission,Full Reporter,Full Reporter,MB,DO,0,,"88,334",,758,,,,,,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"15,489",,,,,,
50149,5149,Michiana Area Council of Governments,Full Reporter,Full Reporter,MB,PT,"28,765",,,,"64,651",,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter,Full Reporter,DR,PT,0,,,,"58,968",,,,"346,256",,,,,,
50154,5154,Metropolitan Council,Full Reporter,Full Reporter,MB,PT,0,,,,"447,499",,,,,,,,,,
50154,5154,Metropolitan Council,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"81,123",,,,,,
50155,5155,Metro Mobility,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"2,748,276",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Full Reporter,CB,DO,0,,,,"17,462",,,,"27,210",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"23,314",,,,"49,677",,,,,,
50157,5157,Butler County Regional Transit Authority,Full Reporter,Full Reporter,MB,DO,"41,642",,,,0,,,,0,,,,,,
50158,5158,University of Michigan Parking and Transportation Services,Full Reporter,Full Reporter,MB,DO,"290,629",,,,0,,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Full Reporter,CB,PT,0,,,,"37,477",,,,,,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Full Reporter,DR,PT,0,,,,"6,228",,,,"12,505",,,,,,
50159,5159,River Valley Metro Mass Transit District,Full Reporter,Full Reporter,MB,PT,0,,,,"211,078",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter,Full Reporter,CB,PT,0,,,,"82,412",,,,,,,,,,
50160,5160,Washington County Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"24,761",,,,"82,455",,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Full Reporter,CB,DO,0,,,,"63,808",,,,,,,,,,
50161,5161,Ozaukee County Transit Services,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"89,263",,,,,,
50163,5163,Licking County Transit Board,Full Reporter,Full Reporter,DR,PT,0,,,,"58,818",,,,"127,215",,,,,,
50165,5165,Greene County Transit Board,Full Reporter,Full Reporter,DR,PT,0,,,,"15,780",,,,"140,001",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Full Reporter,DR,DO,"17,295",,,,"5,663",,,,"11,370",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"64,648",,,,,,
50166,5166,Clermont Transportation Connection,Full Reporter,Full Reporter,MB,DO,"25,944",,,,"8,496",,,,"17,055",,,,,,
50167,5167,"South Lake County Community Services, Inc.",Full Reporter,Full Reporter,DR,DO,,,,,,,,,"41,515",,,,,,
50169,5169,Miami County Public Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"3,571",,,,"51,579",,,,,,
50179,5179,"Porter County Aging and Community Services, Inc.",Full Reporter,Full Reporter,DR,DO,,,,,,,,,"34,801",,,,,,
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Full Reporter,Full Reporter,DR,PT,0,,,,"343,081",,,,"3,318,377",,,,,,
50183,5183,City of Valparaiso,Full Reporter,Full Reporter,CB,PT,0,,,,"35,798",,,,,,,,,,
50183,5183,City of Valparaiso,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"30,740",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"24,060",,,,"43,428",,,,,,
50184,5184,Macatawa Area Express Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,,,"24,922",,,,"44,985",,,,,,
50191,5191,Mid-Ohio Regional Planning Commission,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"37,957",,,,,,
50193,5193,"VRide, Inc. - Michigan",Full Reporter,Full Reporter,VP,DO,,,,,,,,,"531,003",,,,,,
50197,5197,Trumbull County Transit Board,Full Reporter,Full Reporter,DR,PT,0,,,,"20,256",,,,"61,058",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Full Reporter,DR,DO,0,,,,"26,708",,,,"5,436",,,,,,
50198,5198,Medina County Public Transit,Full Reporter,Full Reporter,MB,DO,0,,,,"16,751",,,,,,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Full Reporter,DR,DO,0,,,,125,,,,"21,340",,,,,,
50199,5199,Delaware County Transit Board,Full Reporter,Full Reporter,MB,DO,,,,,,,,,"46,709",,,,,,
50211,5211,Rides Mass Transit District,Full Reporter,Full Reporter,MB,DO,"23,580",,,,"190,783",,,"26,571","239,142",,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,"1,889","1,615",,,,,,
50515,5218,University of Minnesota Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"254,679",,,,"9,116",,,,,,
50516,5219,City of Plymouth,Full Reporter,Full Reporter,DR,PT,0,,,,"3,249",,,,"34,783",,,,,,
50516,5219,City of Plymouth,Full Reporter,Full Reporter,MB,PT,0,,,,"145,573",,,,"16,032",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"25,969",,,,,,
50517,5220,City of Maple Grove,Full Reporter,Full Reporter,MB,PT,0,,,,"3,651",,,,,,,,,,
50518,5221,SouthWest Transit,Full Reporter,Full Reporter,DR,PT,0,,,,"2,709",,,,"2,018",,,,,,
50518,5221,SouthWest Transit,Full Reporter,Full Reporter,MB,PT,0,,,,"395,891",,,,,,,,,,
50519,5222,Minnesota Valley Transit Authority,Full Reporter,Full Reporter,MB,PT,"1,025,517",,,,0,,,,"13,931",,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Full Reporter,DR,PT,,,"318,423",,,,,,"3,897",,,,,,
60006,6006,Mass Transit Department - City of El Paso,Full Reporter,Full Reporter,MB,DO,,,"2,912,100",,,,,,,,,"83,858",,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Full Reporter,DR,DO,,,"218,798",,,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"113,153",,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,"1,994,163",,0,,,,,,,,,,
60007,6007,Fort Worth Transportation Authority,Full Reporter,Full Reporter,MB,PT,,,,,,,,,"9,592",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,CB,DO,0,,,,"1,849,384",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,CB,PT,0,,,,"561,234",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,DR,PT,0,,,,"316,861",,,,"1,495,884",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,LR,DO,,,,,,,"18,747,187",,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,MB,DO,0,,"38,363",,"7,592,169",,,,,,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,MB,PT,0,,,,"1,723,500",,,,"180,514",,,,,,
60008,6008,"Metropolitan Transit Authority of Harris County, Texas ",Full Reporter,Full Reporter,VP,PT,,,,,,,,,"676,336",,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"35,754",,,,,,,,,,
60009,6009,"Laredo Transit Management, Inc.",Full Reporter,Full Reporter,MB,DO,0,,"293,748",,"328,540",,,,,,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"31,297",,,,"81,242",,,,,,
60010,6010,"City Transit Management Company, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"438,788",,,,,,,,,,
60011,6011,VIA Metropolitan Transit,Full Reporter,Full Reporter,DR,DO,,,,,,,,,"153,153",,,,"646,957",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"358,390",,,,"271,634",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Full Reporter,MB,DO,0,,"397,413",,"6,450,430","51,600",,,,,,,"140,769",,
60011,6011,VIA Metropolitan Transit,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"255,275",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Full Reporter,DR,DO,0,,,,"49,000",,,,"3,500",,,,,,
60012,6012,"Waco Transit System, Inc.",Full Reporter,Full Reporter,MB,DO,0,,,,"165,265",,,,,,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Full Reporter,CB,PT,0,,,,"23,596",,,,"32,366",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Full Reporter,DR,DO,0,,,,"4,796",,,,"38,726",,,,,,
60014,6014,City of Brownsville - Brownsville Metro,Full Reporter,Full Reporter,MB,DO,0,,,,"229,655",,,,,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Full Reporter,DR,PT,0,,,,"33,824",,,,,,,,,,
60016,6016,Beaumont Municipal Transit System,Full Reporter,Full Reporter,MB,PT,0,,"252,022",,"2,769",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"66,542",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Full Reporter,FB,PT,0,,,,"6,265",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Full Reporter,MB,DO,0,,"28,151",,"619,135",,,,,,,,,,
60017,6017,Central Oklahoma Transportation and Parking Authority,Full Reporter,Full Reporter,MB,PT,,,"10,526",,,,,,"9,441",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Full Reporter,DR,PT,0,,"227,484",,0,,,,"5,568",,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"231,031",,"319,117",,,,,,,,,,
60018,6018,Metropolitan Tulsa Transit Authority,Full Reporter,Full Reporter,MB,PT,,,"22,711",,,,,,,,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Full Reporter,DR,DO,0,,,,"94,395",,,,"203,989",,,,,,
60019,6019,City of Albuquerque Transit Department,Full Reporter,Full Reporter,MB,DO,,,"335,444",,"1,313,150",,,,,,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Full Reporter,DR,PT,0,,,,"11,240",,,,"83,240",,,,,,
60022,6022,Capital Area Transit System,Full Reporter,Full Reporter,MB,DO,0,,,,"848,676",,,,,,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Full Reporter,DR,DO,,,"19,073",,,,,,"46,466",,,,,,
60024,6024,Shreveport Area Transit System,Full Reporter,Full Reporter,MB,DO,0,,"242,213",,"366,410",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Full Reporter,DR,PT,"76,298",,,,0,,,,"92,568",,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Full Reporter,FB,PT,0,,,,"214,120",,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Full Reporter,MB,PT,"1,517,309",,,,0,,,,,,,,,,
60032,6032,New Orleans Regional Transit Authority,Full Reporter,Full Reporter,SR,PT,,,,,,,"3,885,920",,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"80,250",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Full Reporter,MB,DO,0,,"69,436",,"587,623",,,,,,,,,,
60033,6033,Central Arkansas Transit Authority,Full Reporter,Full Reporter,SR,DO,,,,,,,"427,280",,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Full Reporter,DR,PT,,,,,,,,,"20,027",,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Full Reporter,MB,DO,0,,"122,134",,"78,850",,,,,,,,,,
60038,6038,Lafayette Transit System,Full Reporter,Full Reporter,MB,PT,0,,,,"6,607",,,,"6,724",,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Full Reporter,CB,PT,0,,,,"33,165",,,,,,,,,,
60041,6041,Handitran Special Transit Division - City of Arlington,Full Reporter,Full Reporter,DR,DO,0,,,,"47,877",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Full Reporter,CB,PT,0,,,,"325,234",,,,,,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Full Reporter,DR,PT,0,,,,"324,175",,,,"284,447",,,,"1,507",,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,,,"4,502,083",,,,"17,261",,,,"4,710",,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"94,819",,,,,,
60048,6048,Capital Metropolitan Transportation Authority,Full Reporter,Full Reporter,YR,PT,,,,,"188,581",,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,DR,DO,0,,,,"7,942",,,,313,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,DR,PT,,,"169,695",,,,,,"48,872",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,FB,PT,0,,,,"6,634",,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,MB,DO,0,,"448,341",,"526,796",,,,"26,432",,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,MB,PT,0,,"42,424",,0,,,,,,,,,,
60051,6051,Corpus Christi Regional Transportation Authority,Full Reporter,Full Reporter,VP,PT,,,,,,,,,"23,070",,,,,,
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,CR,PT,0,,,,"1,284,002",,,,,,,,,0,none
60056,6056,Dallas Area Rapid Transit,Full Reporter,Full Reporter,DR,PT,0,,"546,281",,"9,875",,,,,,,,,,
