AgencyID,Agency,SSW,Mode,TOS,Battery Charging,Propulsion power,Diesel fuel,Bio-diesel,Gasoline,Liquefied petroleum gas,Liquefied natural gas,Methanol,Ethanol,Compressed natural gas,Bunker fuel,Kerosene,Hydrogen,Other Fuel,Other Description
6082,The Gulf Coast Center,N,DR,DO,,,"5,460",,"63,305",,,,,,,,,,
6082,The Gulf Coast Center,N,MB,DO,,,"26,600",,"50,943",,,,,,,,,,
6084,"Dallas - vRide, Inc.",N,VP,DO,,,,,"277,092",,,,,,,,,,
6088,Jefferson Parish Department of Transit Administration,N,DR,PT,,,,"9,373","58,404",,,,,,,,,,
6088,Jefferson Parish Department of Transit Administration,N,MB,PT,,,,"388,016",,,,,,,,,,,
6091,Hill Country Transit District,N,DR,DO,,,"214,425",,"54,148",,,,,,,,,,
6091,Hill Country Transit District,N,MB,DO,,,"184,504",,,,,,,,,,,,
6095,Golden Crescent Regional Planning Commission,N,DR,DO,,,"87,797",,"95,839",,,,,,,,,,
6095,Golden Crescent Regional Planning Commission,N,MB,DO,,,"47,581",,"12,836",,,,,,,,,,
6101,Denton County Transportation Authority,N,DR,DO,,,,"4,327","37,710",,,,,,,,,,
6101,Denton County Transportation Authority,N,MB,DO,,,,"249,216","58,128",,,,,,,,,,
6101,Denton County Transportation Authority,N,VP,PT,,,,,"11,849",,,,,,,,,,
6101,Denton County Transportation Authority,N,YR,PT,,,"375,119",,,,,,,,,,,,
6102,Concho Valley Transit District,N,DR,DO,,,"15,866",,"112,394",,,,,,,,,,
6102,Concho Valley Transit District,N,MB,DO,,,"49,128",,,,,,,,,,,,
6103,Fort Bend County Public Transportation,N,CB,PT,,,"98,639",,,,,,,,,,,,
6103,Fort Bend County Public Transportation,N,DR,PT,,,"91,190",,"23,421",,,,,,,,,,
6103,Fort Bend County Public Transportation,N,MB,PT,,,"13,104",,,,,,,,,,,,
6107,"Texoma Area Paratransit System, Inc",N,CB,DO,,,"33,840",,"27,991",,,,,,,,,,
6107,"Texoma Area Paratransit System, Inc",N,CB,PT,,,"10,650",,,,,,,,,,,,
6107,"Texoma Area Paratransit System, Inc",N,DR,DO,,,629,,"271,935",,,,,,,,,,
6107,"Texoma Area Paratransit System, Inc",N,MB,DO,,,"3,409",,"16,509",,,,,,,,,,
6111,Rio Metro Regional Transit District,N,CB,DO,,,,,"2,467",,,,,,,,,,
6111,Rio Metro Regional Transit District,N,CB,PT,,,"44,668",,,,,,,,,,,,
6111,Rio Metro Regional Transit District,N,CR,PT,,,"1,030,987",,,,,,,,,,,,
6111,Rio Metro Regional Transit District,N,DR,DO,,,,,"43,034",,,,,,,,,,
6111,Rio Metro Regional Transit District,N,MB,DO,,,,,"3,084",,,,,,,,,,
6114,STAR Transit,N,DR,DO,,,,,"187,369",,,,,,,,,,
6114,STAR Transit,N,MB,DO,,,,,"4,484",,,,,,,,,,
6124,"vRide, Inc. - El Paso",N,VP,DO,,,,,"95,235",,,,,,,,,,
6127,Plaquemines Parish Government,N,FB,DO,,,"221,000",,,,,,,,,,,,
6133,McKinney Avenue Transit Authority,N,SR,DO,,"490,138",,,,,,,,,,,,,
7001,StarTran,N,DR,DO,,,,,"35,095",,,,,,,,,,
7001,StarTran,N,MB,DO,,,"168,980","176,062",,,,,,,,,,,
7002,Transit Authority of Omaha,N,DR,DO,,,"18,765",,"108,905",,,,,,,,,,
7002,Transit Authority of Omaha,N,MB,DO,,,"855,595",,,,,,,,,,,,
7003,City Utilities of Springfield ,N,DR,DO,,,,,"20,725",,,,,,,,,,
7003,City Utilities of Springfield ,N,MB,DO,,,"223,851",,,,,,,,,,,,
7005,Kansas City Area Transportation Authority,N,DR,DO,,,"2,314",,"69,671",,,,,0,,,,,
7005,Kansas City Area Transportation Authority,N,DR,PT,,,,,"358,575",,,,,,,,,,
7005,Kansas City Area Transportation Authority,N,MB,DO,,,"2,007,267",,"27,928",,,,,"10,317",,,,,
7005,Kansas City Area Transportation Authority,N,RB,DO,,,"134,828",,0,,,,,0,,,,,
7005,Kansas City Area Transportation Authority,N,VP,DO,,,,,"33,587",,,,,,,,,,
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,DR,DO,,,"678,888",,,,,,,,,,,,
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,LR,DO,,"37,303,226",,,,,,,,,,,,,
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",N,MB,DO,,,"4,710,301",,,,,,,,,,,,
7008,Cedar Rapids Transit,N,DR,PT,,,"3,991",,"22,416",,,,,,,,,,
7008,Cedar Rapids Transit,N,MB,DO,,,"250,261",,,,,,,,,,,,
7010,Des Moines Area Regional Transit Authority,N,DR,DO,,,"68,099",,"71,425",,,,,,,,,,
7010,Des Moines Area Regional Transit Authority,N,MB,DO,,,"649,978",,"32,978",,,,,,,,,,
7010,Des Moines Area Regional Transit Authority,N,VP,DO,,,0,,"129,768",,,,,,,,,,
7012,Sioux City Transit System,N,DR,PT,,,,"21,158",,,,,,,,,,,
7012,Sioux City Transit System,N,MB,DO,,,,"143,951",,,,,,,,,,,
7013,Metropolitan Transit Authority of Black Hawk County,N,DR,DO,,,"41,996",,"4,527",,,,,,,,,,
7013,Metropolitan Transit Authority of Black Hawk County,N,MB,DO,,,"128,395",,,,,,,,,,,,
7014,Topeka Metropolitan Transit Authority,N,DR,DO,,,,,"38,298",,,,,,,,,,
7014,Topeka Metropolitan Transit Authority,N,MB,DO,,,"186,047",,,,,,,,,,,,
7015,Wichita Transit,N,DR,DO,,,,,"88,034",,,,,,,,,,
7015,Wichita Transit,N,DR,PT,,,,,"154,146",,,,,,,,,,
7015,Wichita Transit,N,MB,DO,,,"371,912",,,,,,,,,,,,
7016,Columbia Transit,N,DR,DO,,,,"17,238","27,622",,,,,,,,,,
7016,Columbia Transit,N,MB,DO,,,,"206,700","2,501",,,,,,,,,,
7018,Iowa City Transit,N,MB,DO,,,,"191,256",,,,,,,,,,,
7019,University of Iowa,N,DR,DO,,,,"10,758",,,,,,,,,,,
7019,University of Iowa,N,MB,DO,,,,"207,915",,,,,,,,,,,
7030,Coralville Transit System,N,MB,DO,,,"55,349",,,,,,,,,,,,
7035,"Johnson County Kansas, aka: Johnson County Transit",N,CB,PT,,,"102,680",,,,,,,,,,,,
7035,"Johnson County Kansas, aka: Johnson County Transit",N,DR,PT,,,"96,897",,"25,949",,,,,,,,,,
7035,"Johnson County Kansas, aka: Johnson County Transit",N,MB,PT,,,"239,588",,,,,,,,,,,,
7041,Ames Transit Agency dba CyRide,N,DR,DO,,,,,,,,,"5,737",,,,,,
7041,Ames Transit Agency dba CyRide,N,MB,DO,,,,"295,810",,,,,"22,234",,,,,,
7041,Ames Transit Agency dba CyRide,N,MB,PT,,,,169,,,,,,,,,,,
7045,Johnson County SEATS,N,DR,DO,,,"33,390",,"42,449",,,,,,,,,,
7048,City of Lawrence,N,DR,PT,,,,,"69,844",,,,,,,,,,
7048,City of Lawrence,N,MB,PT,,,,"201,075","45,743",,,,,,,,,,
7049,River Bend Transit,N,DR,DO,,,,,"126,110",,,,,,,,,,
7049,River Bend Transit,N,DR,PT,,,,,"28,451",,,,,,,,,,
7049,River Bend Transit,N,MB,PT,,,,,"5,558",,,,,,,,,,
8001,Utah Transit Authority,N,CB,DO,,,"199,049",,,,,,,,,,,,
8001,Utah Transit Authority,N,CR,DO,,,"2,638,375",,,,,,,,,,,,
8001,Utah Transit Authority,N,DR,DO,,,"162,485",,,,,,,,,,,,
8001,Utah Transit Authority,N,DR,PT,,,"101,633",,"89,007",,,,,,,,,,
8001,Utah Transit Authority,N,LR,DO,,"50,557,812",,,,,,,,,,,,,
8001,Utah Transit Authority,N,MB,DO,,,"3,537,198",,"72,897",,,,,"49,596",,,,,
8001,Utah Transit Authority,N,MB,PT,,,"36,664",,"15,122",,,,,,,,,,
8001,Utah Transit Authority,N,VP,DO,,,,,"450,870",,,,,,,,,,
8002,Su Tran LLC dba: Sioux Area Metro,N,DR,DO,,,"79,312",,,,,,,,,,,,
8002,Su Tran LLC dba: Sioux Area Metro,N,MB,DO,,,"150,417",,,,,,,,,,,,
8003,"City of Fargo, DBA:  Metropolitan Area Transit",N,DR,PT,,,"29,758",,"12,401",,,,,,,,,,
8003,"City of Fargo, DBA:  Metropolitan Area Transit",N,MB,PT,,,"211,191","4,097",,,,,,,,,,,
8004,Billings Metropolitan Transit,N,DR,DO,,,,,"34,223",,,,,,,,,,
8004,Billings Metropolitan Transit,N,MB,DO,,,"138,819",,,,,,,,,,,,
8005,Mountain Metropolitan Transit,N,DR,PT,,,"13,450",,"175,313",,,,,,,,,,
8005,Mountain Metropolitan Transit,N,MB,PT,,,"403,468",,"6,700",,,,,,,,,,
8005,Mountain Metropolitan Transit,N,VP,DO,,,,,"45,555",,,,,,,,,,
8006,Denver Regional Transportation District,N,DR,DO,,,,"23,607",,,,,,,,,,,
8006,Denver Regional Transportation District,N,DR,PT,,,,,"1,638,088",,,,,,,,,,
8006,Denver Regional Transportation District,N,LR,DO,,"61,991,475",,,,,,,,,,,,,
8006,Denver Regional Transportation District,N,MB,DO,,,,"5,208,315",,,,,,"163,855",,,,,
8006,Denver Regional Transportation District,N,MB,PT,,,,"4,062,667",,,,,,,,,,,
8007,Pueblo Transit System,N,DR,PT,,,"1,178",,"45,724",,,,,,,,,,
8007,Pueblo Transit System,N,MB,DO,,,"147,336",,,,,,,,,,,,
8008,Cities Area Transit,N,DR,PT,,,,,"16,404",,,,,,,,,,
8008,Cities Area Transit,N,MB,DO,,,"46,107",,"22,592",,,,,,,,,,
8009,Missoula Urban Transportation District,N,DR,DO,,,"5,697",,"5,906",,,,,,,,,,
8009,Missoula Urban Transportation District,N,MB,DO,,,"124,914",,,,,,,,,,,,
8011,Transfort ,N,MB,DO,,,,"103,709",,,,,,"161,779",,,,,
8011,Transfort ,N,MB,PT,,,,"2,075","2,010",,,,,,,,,,
8012,Great Falls Transit District,N,DR,DO,,,,,"10,276",,,,,,,,,,
8012,Great Falls Transit District,N,MB,DO,,,"102,480",,,,,,,,,,,,
8016,Mesa County,N,DR,PT,,,,,"18,293",,,,,,,,,,
8016,Mesa County,N,MB,PT,,,"75,771",,"50,031",,,,,"20,536",,,,,
8025,City of Loveland Transit,N,DR,DO,,,574,,"5,487",,,,,,,,,,
8025,City of Loveland Transit,N,MB,DO,,,"24,986",,"8,578",,,,,,,,,,
8028,Cache Valley Transit District,N,DR,DO,,,52,,"22,948",,,,,,,,,,
8028,Cache Valley Transit District,N,MB,DO,,,"180,554",,,,,,,,,,,,
8106,North Front Range Metropolitan Planning Organization,N,VP,DO,,,,,"92,252",,,,,,,,,,
8107,The University of Montana - ASUM Transportation,N,MB,DO,,,"32,095",,,,,,,,,,,,
8109,"vRide, Inc. - Denver",N,VP,DO,,,,,"88,725",,,,,,,,,,
9001,Regional Transportation Commission of Washoe County,N,CB,PT,,,,"25,625",,,,,,,,,,,
9001,Regional Transportation Commission of Washoe County,N,DR,PT,,,,,,,,,,"214,548",,,,,
9001,Regional Transportation Commission of Washoe County,N,MB,PT,,,,"788,103",,,,,,,,,,,
9001,Regional Transportation Commission of Washoe County,N,VP,PT,0,,0,0,"48,965",0,0,0,0,0,0,0,0,0,
9002,City and County of Honolulu Department of Transportation Services,N,DR,PT,,,"441,316",,"332,404",,,,,,,,,,
9002,City and County of Honolulu Department of Transportation Services,N,MB,PT,,,"5,245,597",,,,,,,,,,,,
9003,San Francisco Bay Area Rapid Transit District,N,HR,DO,,"294,344,664",,,,,,,,,,,,,
9004,Golden Empire Transit District,N,DR,DO,,,,,,,,,,"82,522",,,,,
9004,Golden Empire Transit District,N,MB,DO,,,,,,,,,,"1,472,265",,,,,
9006,Santa Cruz Metropolitan Transit District,N,CB,DO,,,,,,,,,,"169,786",,,,,
9006,Santa Cruz Metropolitan Transit District,N,DR,DO,,,,,"69,710",,,,,,,,,,
9006,Santa Cruz Metropolitan Transit District,N,MB,DO,,,"171,799",,"1,828",,,,,"578,130",,,,,
9007,Modesto Area Express,N,DR,PT,,,"1,677",,"84,948",,,,,,,,,,
9007,Modesto Area Express,N,MB,PT,,,"492,128",,,,,,,,,,,,
9008,Santa Monica's Big Blue Bus,N,DR,PT,,,,,"10,525",,,,,,,,,,
9008,Santa Monica's Big Blue Bus,N,MB,DO,,,,"401,492","148,698",,"2,325,917",,,"588,182",,,,,
9009,San Mateo County Transit District,N,DR,PT,,,"144,329",,"127,584",,,,,,,,,,
9009,San Mateo County Transit District,N,MB,DO,,,"1,604,969",,,,,,,,,,,,
9009,San Mateo County Transit District,N,MB,PT,,,"688,956","45,621","33,021",,,,,"12,113",,,,,
9010,Torrance Transit System,N,MB,DO,,,"298,155",,"91,004",,,,,"189,492",,,,,
9010,Torrance Transit System,N,MB,PT,,,"69,938",,,,,,,,,,,,
9012,San Joaquin Regional Transit District,N,CB,PT,,,"148,340",,,,,,,,,,,,
9012,San Joaquin Regional Transit District,N,DR,PT,,,,,"1,819",,,,,,,,,,
9012,San Joaquin Regional Transit District,N,MB,DO,,,"384,754",,,,,,,,,,,,
9012,San Joaquin Regional Transit District,N,MB,PT,,,"123,884",,"7,139",,,,,,,,,,
9013,Santa Clara Valley Transportation Authority,N,DR,PT,,,,,"333,874",,,,,,,,,,
9013,Santa Clara Valley Transportation Authority,N,LR,DO,,"23,668,208",,,,,,,,,,,,,
9013,Santa Clara Valley Transportation Authority,N,MB,DO,,,"3,672,468","113,500","272,073",,,,,,,,,0,
9013,Santa Clara Valley Transportation Authority,N,MB,PT,,,"4,212",,,"59,982",,,,,,,,,
9014, Alameda-Contra Costa Transit District,N,DR,PT,,,"210,667",,"633,456",,,,,,,,,,
9014, Alameda-Contra Costa Transit District,N,MB,DO,,,"5,543,721",,"105,912",,,,,,,,"20,825",,
9014, Alameda-Contra Costa Transit District,N,MB,PT,,,"111,262",,,,,,,,,,,,
9015,San Francisco Municipal Railway,N,CC,DO,,"3,835,961",,,,,,,,,,,,,
9015,San Francisco Municipal Railway,N,DR,PT,,,,"101,057","331,062",,,,,,,,,,
9015,San Francisco Municipal Railway,N,LR,DO,,"56,622,734",,,,,,,,,,,,,
9015,San Francisco Municipal Railway,N,MB,DO,,,"5,367,902",,,,,,,,,,,,
9015,San Francisco Municipal Railway,N,SR,DO,,"6,719,888",,,,,,,,,,,,,
9015,San Francisco Municipal Railway,N,TB,DO,,"27,869,398",,,,,,,,,,,,,
9016,"Golden Gate Bridge, Highway and Transportation District",N,DR,PT,,,,,"164,323",,,,,,,,,,
9016,"Golden Gate Bridge, Highway and Transportation District",N,FB,DO,,,"1,719,259",,,,,,,,,,,,
9016,"Golden Gate Bridge, Highway and Transportation District",N,MB,DO,,,"1,617,785",,,,,,,,,,,,
9016,"Golden Gate Bridge, Highway and Transportation District",N,MB,PT,,,"6,866",,,,,,,,,,,,
9017,City of Santa Rosa,N,DR,PT,,,"9,899",,"31,840",,,,,,,,,,
9017,City of Santa Rosa,N,MB,DO,,,"224,333",,"31,888",,,,,,,,,,
9017,City of Santa Rosa,N,MB,PT,,,,,"3,005",,,,,,,,,,
9019,Sacramento Regional Transit District,N,DR,DO,,,,,"3,889",,,,,,,,,,
9019,Sacramento Regional Transit District,N,LR,DO,,"31,384,720",,,,,,,,,,,,,
9019,Sacramento Regional Transit District,N,MB,DO,,,"6,576",,"50,573",,,,,"2,129,381",,,,,
9020,Santa Barbara Metropolitan Transit District,N,CB,DO,0,,"21,801",0,0,0,0,0,0,0,0,0,0,0,
9020,Santa Barbara Metropolitan Transit District,N,DR,PT,0,,0,0,"54,507",0,0,0,0,0,0,0,0,0,
9020,Santa Barbara Metropolitan Transit District,N,MB,DO,"374,666",,"578,842",0,0,0,0,0,0,0,0,0,0,0,
9022,Norwalk Transit System,N,DR,PT,,,,,"13,524",,,,,,,,,,
9022,Norwalk Transit System,N,MB,DO,,,"166,749",,"84,725",,,,,"5,678",,,,,
9023,Long Beach Transit,N,MB,DO,,,"961,611",,"984,728",,,,,"351,359",,,,,
9024,City of La Mirada Transit,N,DR,PT,,,,,"10,942",,,,,"15,948",,,,,
9026,San Diego Metropolitan Transit System,N,CB,PT,,,"241,481",,,,,,,,,,,,
9026,San Diego Metropolitan Transit System,N,DR,PT,,,,,"683,274",,,,,,,,,,
9026,San Diego Metropolitan Transit System,N,LR,DO,,"39,802,624",,,,,,,,,,,,,
9026,San Diego Metropolitan Transit System,N,MB,DO,,,"157,148",,"198,994",,,,,"3,919,312",,,,,
9026,San Diego Metropolitan Transit System,N,MB,PT,,,"453,239",,"220,152",,,,,"3,210,126",,,,,
9027,Fresno Area Express,N,DR,PT,,,,,"204,462",,,,,"19,737",,,,,
9027,Fresno Area Express,N,MB,DO,,,"375,841",,"23,097",,,,,"935,057",,,,,
9029,Omnitrans,N,DR,PT,,,,,"529,009",,,,,,,,,,
9029,Omnitrans,N,MB,DO,,,,,"8,553",,,,,"2,527,124",,,,,
9029,Omnitrans,N,MB,PT,,,,,"74,057",,,,,,,,,,
9030,North County Transit District,N,CR,PT,,,"790,473",,,,,,,,,,,,
9030,North County Transit District,N,DR,PT,,,,,"4,943",,,,,,,,,,
9030,North County Transit District,N,MB,PT,,,"290,690",,"151,585",,,,,"1,275,431",,,,,
9030,North County Transit District,N,YR,PT,,,"304,238",,,,,,,,,,,,
9031,Riverside Transit Agency,N,CB,DO,,,,,,,,,,"188,749",,,,,
9031,Riverside Transit Agency,N,CB,PT,,,,,"143,187",,,,,"89,231",,,,,
9031,Riverside Transit Agency,N,DR,PT,,,,,"549,165",,,,,,,,,,
9031,Riverside Transit Agency,N,MB,DO,,,,,,,,,,"1,631,399",,,,,
9031,Riverside Transit Agency,N,MB,PT,,,,,"397,381",,,,,"92,669",,,,,
9032,City of Phoenix Public Transit Department dba Valley Metro,N,DR,DO,,,,,"71,878",,,,,,,,,,
9032,City of Phoenix Public Transit Department dba Valley Metro,N,DR,PT,,,,,"606,460",,,,,,,,,,
9032,City of Phoenix Public Transit Department dba Valley Metro,N,MB,PT,,,"2,399,329",,"102,489",,"6,331,024",,,,,,,,
9033,City of Tucson,N,DR,DO,,,,"321,083","253,399",,,,,,,,,,
9033,City of Tucson,N,MB,DO,,,,"2,099,090",,,,,,"638,172",,,,,
9034,City of Glendale Transit,N,DR,DO,,,"53,901",,,,,,,,,,,,
9034,City of Glendale Transit,N,MB,DO,,,"11,766",,"6,409",,,,,,,,,,
9035,Gold Coast Transit,N,DR,PT,,,,,,,,,,"107,173",,,,,
9035,Gold Coast Transit,N,MB,DO,,,,,,,,,,"810,948",,,,,
9036,Orange County Transportation Authority,N,CB,DO,,,,,,,,,,"106,072",,,,,
9036,Orange County Transportation Authority,N,CB,PT,,,,,,,,,,"334,800",,,,,
9036,Orange County Transportation Authority,N,DR,PT,,,"34,228",,"1,476,522",,,,,,,,,,
9036,Orange County Transportation Authority,N,MB,DO,,,"667,108",,,,"4,951,296",,,"2,242,572",,,,,
9036,Orange County Transportation Authority,N,MB,PT,,,,,,,,,,"2,011,189",,,,,
9036,Orange County Transportation Authority,N,VP,PT,,,,,"455,535",,,,,,,,,,
9039,Culver City Municipal Bus Lines,N,DR,DO,,,,,,,,,,"4,994",,,,,
9039,Culver City Municipal Bus Lines,N,MB,DO,,,,,,,,,,"647,414",,,,,
9041,Montebello Bus Lines,N,CB,DO,,,"2,906",,"15,073",,,,,"1,823",,,,,
9041,Montebello Bus Lines,N,MB,DO,,,"132,082",,"471,026",,,,,"121,570",,,,,
9041,Montebello Bus Lines,N,MB,PT,,,,,"14,981",,,,,,,,,,
9042,City of Gardena Transportation Department,N,DR,DO,,,,,"11,740",,,,,,,,,,
9042,City of Gardena Transportation Department,N,MB,DO,,,"1,317",,"480,161",,,,,,,,,,
9043,City of Commerce Municipal Buslines,N,DR,DO,,,,,,,,,,"13,331",,,,,
9043,City of Commerce Municipal Buslines,N,MB,DO,,,897,,,,,,,"87,921",,,,,
9044,City of Arcadia Transit,N,DR,PT,,,,,"54,834",,,,,,,,,,
9045,Regional Transportation Commission of Southern Nevada,N,DR,PT,,,"1,262,881",,"1,262,881",,,,,"184,404",,,,,
9045,Regional Transportation Commission of Southern Nevada,N,MB,PT,,,,"4,006,093",,,,,,"1,235,892",,,,,
9045,Regional Transportation Commission of Southern Nevada,N,RB,PT,,,,"666,751",,,,,,,,,,,
9061,Yuba-Sutter Transit Authority,N,CB,PT,,,"82,626",,,,,,,,,,,,
9061,Yuba-Sutter Transit Authority,N,DR,PT,,,"46,934",,,,,,,,,,,,
9061,Yuba-Sutter Transit Authority,N,MB,PT,,,"135,106",,,,,,,,,,,,
9062,Monterey-Salinas Transit,N,DR,PT,,,,,"152,752",,,,,,,,,,
9062,Monterey-Salinas Transit,N,MB,DO,,,"780,708",,,,,,,,,,,,
9062,Monterey-Salinas Transit,N,MB,PT,,,"19,758",,"159,946",,,,,,,,,,
9078,Central Contra Costa Transit Authority,N,DR,PT,,,,,"204,284",,,,,,,,,,
9078,Central Contra Costa Transit Authority,N,MB,DO,,,"691,954",,,,,,,,,,,,
9079,SunLine Transit Agency,N,DR,DO,,,,,,,,,,"163,545",,,,,Hydrogen for fuel cell bus.
9079,SunLine Transit Agency,N,MB,DO,,,,,,,,,,"967,600",,,,"7,233",Hydrogen for fuel cell bus.
9086,City of Riverside Special Transportation,N,DR,DO,,,228,,240,,,,,"157,428",,,,,
9087,Santa Maria Area Transit,N,DR,PT,,,"9,626",,"24,683",,,,,,,,,,
9087,Santa Maria Area Transit,N,MB,PT,,,"250,232",,"3,585",,,,,,,,,,
9088,Napa County Transportation Planning Agency,N,CB,PT,,,"44,629",,"9,833",,,,,,,,,,
9088,Napa County Transportation Planning Agency,N,DR,PT,,,"6,739",,"51,632",,,,,,,,,,
9088,Napa County Transportation Planning Agency,N,MB,PT,,,"54,632",,"123,350",,,,,"88,776",,,,,
9089,Sonoma County Transit,N,DR,PT,,,,,"68,011",,,,,,,,,,
9089,Sonoma County Transit,N,MB,DO,,,,,"12,342",,,,,,,,,,
9089,Sonoma County Transit,N,MB,PT,,,,,"18,243",,,,,"356,037",,,,,
9090,Yolo County Transportation District,N,DR,PT,,,"21,428",,"2,622",,,,,,,,,,
9090,Yolo County Transportation District,N,MB,PT,,,"53,867",,,,,,,"572,441",,,,,
9091,City of Visalia - Visalia City Coach,N,DR,PT,,,,,,,,,,"93,868",,,,,
9091,City of Visalia - Visalia City Coach,N,MB,PT,,,"55,698",,,,,,,"375,471",,,,,
9092,City of Fairfield - Fairfield and Suisun Transit,N,DR,PT,,,"7,868",,"22,886",,,,,,,,,,
9092,City of Fairfield - Fairfield and Suisun Transit,N,MB,PT,,,"366,165",,,,,,,,,,,,
9093,Redding Area Bus Authority,N,DR,PT,,,,,"46,993",,,,,,,,,,
9093,Redding Area Bus Authority,N,MB,PT,,,"148,639",,,,,,,,,,,,
9095,San Diego Association of Governments,N,VP,PT,,,,,"894,236",,,,,,,,,,
9119,Laguna Beach Municipal Transit,N,MB,DO,,,,,"6,342","70,845",,,,,,,,,
9121,Antelope Valley Transit Authority,N,CB,PT,,,,"232,302",,,,,,,,,,,
9121,Antelope Valley Transit Authority,N,MB,PT,,,,"502,276","31,821",,,,,,,,,,
9131,City of Scottsdale - Scottsdale Trolley,N,MB,PT,,,,"133,249",,,"32,948",,,,,,,,
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,N,CR,PT,,,"4,394,988",,,,,,,,,,,,
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,N,MB,PT,,,"20,408","17,953","80,417",,,,,"11,329",,,,,
9136,"Regional Public Transportation Authority, dba: Valley Metro",N,MB,PT,,,"415,533",,"33,488",,,,,"1,811,606",,,,,
9140,Peoria Transit,N,DR,DO,,,,,"18,523",,,,,,,,,,
9142,Unitrans - City of Davis/ASUCD,N,MB,DO,,,,"15,227",,,,,,"258,554",,,,,
9144,Livermore / Amador Valley Transit Authority,N,DR,PT,,,,,"10,967",,,,,,,,,,
9144,Livermore / Amador Valley Transit Authority,N,MB,PT,,,"443,816",,,,,,,,,,,,
9146,Foothill Transit,N,MB,PT,"201,088",,"193,347",,,,,,,"4,662,238",,,,,
9147,City of Los Angeles Department of Transportation,N,CB,PT,,,,,,,,,,"1,252,794",,,,,
9147,City of Los Angeles Department of Transportation,N,DR,PT,,,,,"211,204",,,,,,,,,,
9147,City of Los Angeles Department of Transportation,N,MB,PT,,,,,,"5,066,249",,,,"655,531",,,,,
9148,Victor Valley Transit Authority,N,CB,PT,,,,,,,,,,"88,447",,,,,
9148,Victor Valley Transit Authority,N,DR,PT,,,,,"92,314",,,,,"31,325",,,,,
9148,Victor Valley Transit Authority,N,MB,PT,,,37,,"116,917",,,,,"475,402",,,,,
9148,Victor Valley Transit Authority,N,VP,PT,,,,,"101,347",,,,,,,,,,
9149,City of Lompoc - Lompoc Transit,N,CB,PT,,,"75,181",,,,,,,,,,,,
9149,City of Lompoc - Lompoc Transit,N,DR,PT,,,"8,233",,"2,028",,,,,,,,,,
9149,City of Lompoc - Lompoc Transit,N,MB,PT,,,"31,782",,,,,,,,,,,,
9151,Southern California Regional Rail Authority dba: Metrolink,N,CR,PT,,,"7,262,064",,,,,,,,,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,HR,DO,,"84,925,698",,,,,,,,,,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,LR,DO,,"126,749,238",,,,,,,,,,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,MB,DO,,,,,,,,,,"36,974,290",,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,MB,PT,,,"773,683",,,,,,,"548,389",,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,RB,DO,,,,,,,,,,"1,041,334",,,,,
9154,Los Angeles County Metropolitan Transportation Authority dba: Metro,N,VP,PT,,,,,"1,830,032",,,,,,,,,,
9156,City of San Luis Obispo,N,MB,PT,,,"115,936",,"2,399",,,,,,,,,,
9157,Access Services  ,N,DR,PT,,,,,"2,686,403",,,,,"18,740",,,,,
9159,Western Contra Costa Transit Authority,N,CB,PT,,,"78,967",,,,,,,,,,,,
9159,Western Contra Costa Transit Authority,N,DR,PT,,,,,"41,779",,,,,,,,,,
9159,Western Contra Costa Transit Authority,N,MB,PT,,,"294,312",,"1,153",,,,,,,,,,
9162,The Eastern Contra Costa Transit Authority,N,DR,PT,,,,,"139,678",,,,,,,,,,
9162,The Eastern Contra Costa Transit Authority,N,MB,PT,,,"562,702",,,,,,,,,,,,
9164,Ventura Intercity Service Transit Authority,N,CB,PT,,,"371,141",,,,,,,,,,,,
9164,Ventura Intercity Service Transit Authority,N,DR,PT,,,"42,069",,"12,444",,,,,,,,,,
9166,LACMTA - Small Operators,N,DR,PT,,,"11,502",,"445,740","56,514",,,,"29,099",,,,,Propane
9166,LACMTA - Small Operators,N,MB,PT,,,"128,143",,"265,074","485,971",,,,"787,216",,,,"4,701",Propane
9169,"vRide, Inc. - Valley Metro",N,VP,DO,,,,,"422,991",,,,,,,,,,
9171,Santa Clarita Transit,N,CB,PT,,,"273,179",,,,,,,,,0,,,
9171,Santa Clarita Transit,N,DR,PT,,,,,"17,050",,,,,"66,291",,,,,
9171,Santa Clarita Transit,N,MB,PT,,,"211,124",,,,,,,"499,891",,,,,
9172,City of Tempe Transit Division - dba Valley Metro,N,MB,PT,,,"183,143",,"339,949",,"622,954",,,"865,258",,,,,
9173,Merced County Transit,N,DR,PT,,,,,"149,586",,,,,,,,,,
9173,Merced County Transit,N,MB,PT,,,"151,203",,"28,262",,,,,"130,285",,,,,
